college_code,branch_code,allotted_category,year,opening_rank,closing_rank,seats_filled
1,BY,BC,2022,2216,4606,14
1,BY,BCM,2022,2424,3299,2
1,BY,MBC,2022,2692,5537,9
1,BY,OC,2022,11,2185,15
1,BY,SC,2022,6858,12621,8
1,BY,SCA,2022,20707,22764,2
1,BY,ST,2022,3890,3890,1
1,CE,BC,2022,3957,6219,12
1,CE,BCM,2022,7438,11998,2
1,CE,MBC,2022,4117,9441,11
1,CE,OC,2022,787,3937,17
1,CE,SC,2022,8201,16167,8
1,CE,SCA,2022,15465,28667,2
1,CM,BC,2022,143,227,28
1,CM,BCM,2022,370,709,3
1,CM,MBC,2022,280,663,20
1,CM,OC,2022,32,139,30
1,CM,SC,2022,910,3330,15
1,CM,SCA,2022,1142,8459,3
1,CM,ST,2022,2544,9198,2
1,CS,BC,2022,23,102,14
1,CS,BCM,2022,301,318,2
1,CS,MBC,2022,43,291,10
1,CS,OC,2022,1,22,15
1,CS,SC,2022,235,1013,8
1,CS,SCA,2022,413,1121,2
1,EC,BC,2022,198,326,13
1,EC,BCM,2022,418,829,2
1,EC,MBC,2022,299,773,10
1,EC,OC,2022,30,180,17
1,EC,SC,2022,784,3692,8
1,EC,SCA,2022,2790,14390,2
1,EE,BC,2022,1025,1561,14
1,EE,BCM,2022,2759,3348,2
1,EE,MBC,2022,1244,2407,10
1,EE,OC,2022,334,1012,17
1,EE,SC,2022,1381,8578,8
1,EE,SCA,2022,9691,18228,2
1,EM,BC,2022,486,585,14
1,EM,BCM,2022,2274,2299,2
1,EM,MBC,2022,690,1623,11
1,EM,OC,2022,329,476,16
1,EM,SC,2022,3216,6489,7
1,EM,ST,2022,10795,10795,1
1,GI,BC,2022,4708,8176,9
1,GI,BCM,2022,9880,9880,1
1,GI,MBC,2022,4801,8842,7
1,GI,OC,2022,2503,4669,10
1,GI,SC,2022,7477,23803,5
1,GI,SCA,2022,19509,19509,1
1,IE,BC,2022,6402,10419,9
1,IE,BCM,2022,17154,17154,1
1,IE,MBC,2022,6525,14049,7
1,IE,OC,2022,4088,6317,8
1,IE,SC,2022,15509,27211,5
1,IE,SCA,2022,15018,15018,1
1,IM,BC,2022,371,559,28
1,IM,BCM,2022,779,1182,3
1,IM,MBC,2022,405,1706,21
1,IM,OC,2022,133,359,30
1,IM,SC,2022,1736,5635,16
1,IM,SCA,2022,9026,11014,3
1,IM,ST,2022,14024,14024,1
1,MA,BC,2022,6692,10588,7
1,MA,BCM,2022,14321,14321,1
1,MA,MBC,2022,6931,11249,5
1,MA,OC,2022,2635,6271,8
1,MA,SC,2022,21059,29963,4
1,MA,SCA,2022,33578,33578,1
1,ME,BC,2022,2475,4554,28
1,ME,BCM,2022,3130,6047,4
1,ME,MBC,2022,2640,7655,20
1,ME,OC,2022,77,2408,31
1,ME,SC,2022,4612,14245,14
1,ME,SCA,2022,11500,14787,2
1,ME,ST,2022,25342,25342,1
1,MI,BC,2022,8513,17005,6
1,MI,BCM,2022,17571,17571,1
1,MI,MBC,2022,10192,20797,5
1,MI,OC,2022,72,8348,8
1,MI,SC,2022,19087,28214,4
1,MI,ST,2022,95204,95204,1
1,MN,BC,2022,9013,13185,13
1,MN,BCM,2022,11975,12435,2
1,MN,MBC,2022,4779,17390,11
1,MN,OC,2022,1549,8904,17
1,MN,SC,2022,9411,24509,8
1,MN,SCA,2022,19834,19834,1
1,PT,BC,2022,12889,22201,9
1,PT,BCM,2022,12331,12331,1
1,PT,MBC,2022,10992,22874,7
1,PT,OC,2022,1289,12098,11
1,PT,SC,2022,21451,32302,6
1,XC,BC,2022,20164,30510,7
1,XC,MBC,2022,20786,39557,6
1,XC,OC,2022,7422,19134,8
1,XC,SC,2022,22703,33512,4
1,XC,SCA,2022,133182,133182,1
1,XM,BC,2022,14785,26746,8
1,XM,BCM,2022,18547,18547,1
1,XM,MBC,2022,18208,33503,5
1,XM,OC,2022,3282,13412,8
1,XM,SC,2022,23498,35007,4
2,AP,BC,2022,35442,65046,8
2,AP,MBC,2022,37923,41910,3
2,AP,OC,2022,18118,35337,8
2,AP,SC,2022,40098,43581,2
2,AP,SCA,2022,43476,43476,1
2,CH,BC,2022,3771,7014,15
2,CH,BCM,2022,13164,21408,2
2,CH,MBC,2022,5194,12336,10
2,CH,OC,2022,80,3451,17
2,CH,SC,2022,7693,19612,6
2,CH,SCA,2022,20187,20187,1
2,CL,BC,2022,7665,9079,13
2,CL,BCM,2022,16411,21617,2
2,CL,MBC,2022,10149,14131,11
2,CL,OC,2022,4496,7626,17
2,CL,SC,2022,12644,32692,8
2,CR,BC,2022,32319,46443,13
2,CR,BCM,2022,33601,43472,2
2,CR,MBC,2022,30844,44418,9
2,CR,OC,2022,13965,30197,17
2,CR,SC,2022,33763,40876,2
2,CR,SCA,2022,145950,145950,1
2,FS,BC,2022,7995,11439,8
2,FS,BCM,2022,8622,8622,1
2,FS,MBC,2022,8894,13417,6
2,FS,OC,2022,795,7064,10
2,FS,SC,2022,10922,34433,6
2,FS,SCA,2022,36834,36834,1
2,FS,ST,2022,42587,42587,1
2,IB,BC,2022,3814,6199,7
2,IB,BCM,2022,12365,12365,1
2,IB,MBC,2022,5910,12588,6
2,IB,OC,2022,865,3737,8
2,IB,SC,2022,10230,27348,3
2,IB,SCA,2022,39427,39427,1
2,IS,BC,2022,6290,7961,5
2,IS,BCM,2022,63315,63315,1
2,IS,MBC,2022,13124,15486,4
2,IS,OC,2022,2276,5024,5
2,IS,SC,2022,18867,30711,3
2,LE,BC,2022,35412,45357,11
2,LE,BCM,2022,36904,38652,2
2,LE,MBC,2022,36484,46277,8
2,LE,OC,2022,23834,34622,16
2,LE,SC,2022,35002,50253,3
2,PM,BC,2022,14411,24216,14
2,PM,BCM,2022,18649,26234,2
2,PM,MBC,2022,12866,21449,9
2,PM,OC,2022,5605,14379,17
2,PM,SC,2022,28370,45135,9
2,PM,SCA,2022,32301,32301,1
2,PP,BC,2022,18291,31401,15
2,PP,BCM,2022,24171,24171,1
2,PP,MBC,2022,18684,32820,11
2,PP,OC,2022,9403,18082,17
2,PP,SC,2022,27577,50120,8
2,TX,BC,2022,26008,40645,14
2,TX,BCM,2022,28315,29108,2
2,TX,MBC,2022,26129,36008,6
2,TX,OC,2022,5842,25625,17
2,TX,SC,2022,33479,56339,5
2,TX,SCA,2022,103325,103325,1
3,BP,BC,2022,6397,12635,9
3,BP,BCM,2022,15821,15821,1
3,BP,MBC,2022,6564,20696,7
3,BP,OC,2022,902,6388,10
3,BP,SC,2022,6599,35180,4
3,BP,ST,2022,19121,19121,1
4,AE,BC,2022,3125,4736,14
4,AE,BCM,2022,4107,5490,2
4,AE,MBC,2022,3508,7868,11
4,AE,OC,2022,617,3080,17
4,AE,SC,2022,5989,10932,8
4,AE,SCA,2022,20218,30744,2
4,AT,BC,2022,1111,1405,14
4,AT,BCM,2022,1707,2142,3
4,AT,MBC,2022,1193,2258,9
4,AT,OC,2022,165,1108,16
4,AT,SC,2022,1511,9090,8
4,AT,SCA,2022,15131,26200,2
4,AU,BC,2022,6147,11606,14
4,AU,BCM,2022,12052,20594,2
4,AU,MBC,2022,7654,13393,11
4,AU,OC,2022,2949,6099,16
4,AU,SC,2022,15899,30858,8
4,AU,SCA,2022,36361,42114,2
4,CM,BC,2022,599,730,13
4,CM,BCM,2022,1140,1406,2
4,CM,MBC,2022,995,1527,10
4,CM,OC,2022,267,598,16
4,CM,SC,2022,3195,6547,8
4,CM,SCA,2022,11182,17603,2
4,CS,BC,2022,366,615,12
4,CS,BCM,2022,897,973,2
4,CS,MBC,2022,427,1007,10
4,CS,OC,2022,65,350,17
4,CS,SC,2022,1469,4798,8
4,CS,SCA,2022,9773,14822,2
4,EC,BC,2022,759,1001,14
4,EC,BCM,2022,2351,2693,2
4,EC,MBC,2022,1136,1787,9
4,EC,OC,2022,439,757,15
4,EC,SC,2022,2616,7227,8
4,EC,SCA,2022,10645,23336,2
4,EC,ST,2022,23593,23593,1
4,EI,BC,2022,1758,2331,15
4,EI,BCM,2022,4530,6152,2
4,EI,MBC,2022,2427,5044,11
4,EI,OC,2022,1032,1708,17
4,EI,SC,2022,8730,15909,7
4,EI,ST,2022,31497,31497,1
4,EM,BC,2022,1053,1344,13
4,EM,BCM,2022,2082,2082,1
4,EM,MBC,2022,1876,2385,9
4,EM,OC,2022,611,1034,16
4,EM,SC,2022,6409,9254,8
4,EM,SCA,2022,14044,20232,2
4,EM,ST,2022,12313,12313,1
4,IM,BC,2022,884,1143,27
4,IM,BCM,2022,1676,2027,3
4,IM,MBC,2022,1198,2354,20
4,IM,OC,2022,551,877,31
4,IM,SC,2022,5019,11156,16
4,IM,SCA,2022,11939,19371,3
4,IM,ST,2022,15405,15765,2
4,PR,BC,2022,9649,14519,13
4,PR,BCM,2022,15004,15208,2
4,PR,MBC,2022,10337,18488,11
4,PR,OC,2022,2925,9437,16
4,PR,SC,2022,17153,31714,9
4,PR,SCA,2022,44052,44052,1
4,PR,ST,2022,37548,37548,1
4,RA,BC,2022,2110,2746,7
4,RA,BCM,2022,4769,4769,1
4,RA,MBC,2022,3254,4584,5
4,RA,OC,2022,558,2103,8
4,RA,SC,2022,9640,14413,3
4,RA,SCA,2022,14429,14429,1
4,RP,BC,2022,18579,33119,15
4,RP,BCM,2022,21767,21767,1
4,RP,MBC,2022,18828,35225,11
4,RP,OC,2022,9283,18271,17
4,RP,SC,2022,23725,85173,8
5,AM,BC,2022,54908,105367,9
5,AM,BCM,2022,95539,95668,2
5,AM,MBC,2022,64920,64920,1
5,AM,OC,2022,7526,51505,13
5,AM,SC,2022,62282,95816,3
5,CE,BC,2022,102755,102755,1
5,CE,BCM,2022,146038,146038,1
5,CE,MBC,2022,121217,148344,9
5,CE,OC,2022,27102,101438,6
5,CE,SC,2022,121980,142633,4
5,CF,BC,2022,56271,110233,7
5,CF,BCM,2022,98246,100178,2
5,CF,MBC,2022,58612,58612,1
5,CF,OC,2022,18137,45485,16
5,CF,SC,2022,48220,100905,5
5,CF,SCA,2022,126240,126240,1
5,CH,BC,2022,90389,136866,7
5,CH,BCM,2022,123967,146506,2
5,CH,MBC,2022,94433,151163,10
5,CH,OC,2022,19929,103748,20
5,CH,SC,2022,92206,152246,15
5,CH,ST,2022,116136,116136,1
5,CS,BC,2022,35854,58713,12
5,CS,MBC,2022,33850,75443,11
5,CS,OC,2022,6762,33272,34
5,CS,SC,2022,35170,50977,2
5,CS,SCA,2022,94748,109901,2
5,CZ,OC,2022,30455,155597,13
5,EC,BC,2022,67869,104644,10
5,EC,BCM,2022,116806,116806,1
5,EC,MBC,2022,52292,52292,1
5,EC,OC,2022,16814,40710,6
5,EC,SC,2022,96770,135784,7
5,EE,BC,2022,88527,154713,11
5,EE,BCM,2022,111080,136692,2
5,EE,MBC,2022,108833,142692,13
5,EE,OC,2022,22106,108763,20
5,EE,SC,2022,91504,154238,15
5,EI,BC,2022,108251,151714,2
5,EI,BCM,2022,109069,147295,2
5,EI,MBC,2022,108403,151896,9
5,EI,OC,2022,66374,107622,8
5,EI,SC,2022,115129,143632,5
5,IT,BC,2022,51626,60205,3
5,IT,BCM,2022,50592,94634,2
5,IT,MBC,2022,51559,51559,1
5,IT,OC,2022,6755,45180,26
5,IT,SC,2022,51691,97904,4
5,IT,SCA,2022,118928,155043,2
5,IT,ST,2022,114719,114719,1
5,ME,BC,2022,91780,147754,2
5,ME,MBC,2022,89323,156001,9
5,ME,OC,2022,31243,129833,31
5,ME,SC,2022,131308,146926,11
5,ME,ST,2022,151222,151222,1
5,MM,OC,2022,97226,148471,5
1013,CS,BC,2022,26679,44808,13
1013,CS,BCM,2022,29014,38417,3
1013,CS,MBC,2022,26100,35084,10
1013,CS,OC,2022,12112,24821,17
1013,CS,SC,2022,28517,68014,5
1013,EC,BC,2022,43729,56105,4
1013,EC,MBC,2022,43886,53047,2
1013,EC,OC,2022,8900,40914,16
1013,EC,SC,2022,99472,121158,4
1013,IT,BC,2022,30283,47688,11
1013,IT,MBC,2022,30776,46723,10
1013,IT,OC,2022,5544,44477,16
1013,IT,SC,2022,31313,60401,4
1013,ME,BC,2022,124388,142281,4
1013,ME,MBC,2022,120720,133098,4
1013,ME,OC,2022,79123,118027,10
1013,XM,OC,2022,123332,154542,3
1014,CE,OC,2022,84157,133015,10
1014,CE,SC,2022,135070,151389,4
1014,CS,BC,2022,33774,41469,3
1014,CS,MBC,2022,39824,43522,3
1014,CS,OC,2022,13310,38762,17
1014,CS,SC,2022,40248,59371,4
1014,EC,BC,2022,60994,105077,5
1014,EC,MBC,2022,48257,105536,4
1014,EC,OC,2022,17209,45179,8
1014,EC,SC,2022,49277,123182,3
1014,EC,SCA,2022,126814,126814,1
1014,EC,ST,2022,119136,119136,1
1014,IT,BC,2022,39802,43203,4
1014,IT,MBC,2022,40363,55202,3
1014,IT,OC,2022,18108,39779,17
1014,IT,SC,2022,42508,94803,4
1014,XC,OC,2022,46130,151237,4
1015,CS,BC,2022,42472,45858,5
1015,CS,MBC,2022,34188,45574,2
1015,CS,OC,2022,21598,34160,17
1015,CS,SC,2022,85529,113589,4
1015,CS,SCA,2022,125822,125822,1
1015,EC,BC,2022,75170,96375,3
1015,EC,BCM,2022,109565,109565,1
1015,EC,MBC,2022,62845,62845,1
1015,EC,OC,2022,17779,52707,8
1015,EC,SC,2022,111088,142812,5
1015,EE,BC,2022,92932,139344,6
1015,EE,MBC,2022,81178,130170,5
1015,EE,OC,2022,2805,109931,11
1015,EE,SC,2022,142155,142155,1
1015,ME,OC,2022,110762,151016,6
1015,XM,OC,2022,66527,66527,1
1026,CS,BC,2022,19028,42770,13
1026,CS,BCM,2022,28648,30809,2
1026,CS,MBC,2022,20505,33753,11
1026,CS,OC,2022,3350,18502,15
1026,CS,SC,2022,21030,44144,5
1026,EC,BC,2022,43968,52324,3
1026,EC,BCM,2022,41641,108074,2
1026,EC,MBC,2022,41441,56470,4
1026,EC,OC,2022,19451,41310,15
1026,EC,SC,2022,98888,116667,3
1026,EE,BC,2022,61674,136157,7
1026,EE,BCM,2022,124090,127811,2
1026,EE,MBC,2022,66044,147930,5
1026,EE,OC,2022,14952,40975,2
1026,EE,SC,2022,52834,153269,8
1026,ME,BC,2022,127685,131795,2
1026,ME,BCM,2022,132828,132828,1
1026,ME,MBC,2022,72915,129437,4
1026,ME,OC,2022,27025,111362,9
1026,ME,SC,2022,115221,141550,3
1101,AD,BC,2022,102290,131010,3
1101,AD,OC,2022,37313,72207,3
1101,AD,SC,2022,116621,145682,2
1101,CE,OC,2022,100798,146873,3
1101,CS,BC,2022,71562,130677,7
1101,CS,MBC,2022,103373,154044,5
1101,CS,OC,2022,10308,44086,7
1101,CS,SC,2022,108305,130294,3
1101,EC,BC,2022,108330,144176,2
1101,EC,OC,2022,34235,45266,2
1101,EC,SC,2022,149926,149926,1
1101,EE,OC,2022,91476,147032,5
1101,IT,BC,2022,115265,115265,1
1101,IT,MBC,2022,91514,113338,2
1101,IT,OC,2022,44538,44538,1
1101,IT,SC,2022,152386,152386,1
1101,ME,OC,2022,106027,148385,7
1106,AE,OC,2022,21851,137335,5
1106,CE,OC,2022,106775,154666,3
1106,CS,BC,2022,83319,118936,8
1106,CS,BCM,2022,95981,112847,2
1106,CS,MBC,2022,111723,151859,10
1106,CS,OC,2022,27539,80608,3
1106,CS,SC,2022,116980,138134,5
1106,EC,OC,2022,89558,147280,12
1106,EC,SC,2022,149169,149169,1
1106,EE,OC,2022,138111,150139,2
1106,IT,BC,2022,100146,151143,15
1106,IT,BCM,2022,152889,152889,1
1106,IT,MBC,2022,76926,149643,10
1106,IT,OC,2022,28574,96771,5
1106,IT,SC,2022,119889,148277,4
1106,TX,OC,2022,72268,148500,4
1107,FD,OC,2022,135900,142474,2
1110,AD,BC,2022,66067,97826,5
1110,AD,BCM,2022,99988,99988,1
1110,AD,MBC,2022,76004,106915,5
1110,AD,OC,2022,35842,88264,3
1110,AD,SC,2022,98393,147340,3
1110,BT,BC,2022,106429,142244,5
1110,BT,MBC,2022,79483,79483,1
1110,BT,SC,2022,117860,138151,3
1110,BT,SCA,2022,125765,125765,1
1110,CS,BC,2022,78573,88408,2
1110,CS,MBC,2022,72697,102146,6
1110,CS,OC,2022,788,70468,16
1110,CS,SC,2022,99256,144084,7
1110,EC,BC,2022,72926,88819,2
1110,EC,BCM,2022,95886,95886,1
1110,EC,MBC,2022,96308,128945,3
1110,EC,OC,2022,33540,33540,1
1110,EC,SC,2022,149109,149109,1
1110,EE,BC,2022,138453,154575,2
1110,EE,OC,2022,101132,136835,4
1110,IT,MBC,2022,111738,111738,1
1110,IT,OC,2022,31539,44468,4
1110,IT,SC,2022,110839,124366,2
1110,ME,OC,2022,38577,139653,4
1110,MZ,OC,2022,104024,131276,3
1112,AL,BC,2022,23940,55036,8
1112,AL,BCM,2022,37753,37753,1
1112,AL,MBC,2022,23241,34885,6
1112,AL,OC,2022,16330,21928,8
1112,AL,SC,2022,44145,44145,1
1112,CB,BC,2022,24514,30665,8
1112,CB,BCM,2022,43852,43852,1
1112,CB,MBC,2022,25503,44558,6
1112,CB,OC,2022,15885,52146,9
1112,CB,SC,2022,72756,92036,2
1112,CS,BC,2022,1735,17740,21
1112,CS,BCM,2022,22082,33026,3
1112,CS,MBC,2022,13721,20901,16
1112,CS,OC,2022,4341,12467,24
1112,CS,SC,2022,41145,45013,4
1112,CS,ST,2022,95222,95222,1
1112,EC,BC,2022,21016,58064,23
1112,EC,BCM,2022,28369,34161,3
1112,EC,MBC,2022,23654,56449,17
1112,EC,OC,2022,10888,20691,25
1112,EC,SC,2022,65477,108218,2
1112,IT,BC,2022,15243,19702,8
1112,IT,BCM,2022,87641,87641,1
1112,IT,MBC,2022,17469,25198,6
1112,IT,OC,2022,10457,15225,9
1113,AD,BC,2022,8033,11206,7
1113,AD,BCM,2022,18816,18816,1
1113,AD,MBC,2022,10231,18168,6
1113,AD,OC,2022,1910,7605,8
1113,AD,SC,2022,30013,31376,3
1113,CB,BC,2022,11807,46823,8
1113,CB,BCM,2022,18811,18811,1
1113,CB,MBC,2022,14502,18974,6
1113,CB,OC,2022,7707,11621,8
1113,CB,SC,2022,31299,38133,2
1113,CB,SCA,2022,129462,129462,1
1113,CD,BC,2022,15385,19590,8
1113,CD,BCM,2022,23877,23877,1
1113,CD,MBC,2022,18400,21194,5
1113,CD,OC,2022,9370,14955,8
1113,CD,SC,2022,57410,57410,1
1113,CD,SCA,2022,111803,111803,1
1113,CE,BC,2022,42100,42100,1
1113,CE,MBC,2022,41063,41063,1
1113,CE,OC,2022,31326,39731,4
1113,CE,SC,2022,146340,146340,1
1113,CS,BC,2022,5255,7636,21
1113,CS,BCM,2022,8301,16172,3
1113,CS,MBC,2022,5300,11959,15
1113,CS,OC,2022,963,5124,24
1113,CS,SC,2022,11711,39939,12
1113,CS,SCA,2022,36179,42002,2
1113,EC,BC,2022,10471,13606,20
1113,EC,BCM,2022,13715,20610,3
1113,EC,MBC,2022,10718,18713,16
1113,EC,OC,2022,2459,10345,25
1113,EC,SC,2022,31697,52910,7
1113,EC,SCA,2022,108941,108941,1
1113,EC,ST,2022,114534,114534,1
1113,EE,BC,2022,19821,23162,8
1113,EE,MBC,2022,23204,36017,6
1113,EE,OC,2022,11806,19515,9
1113,EE,SC,2022,95376,95376,1
1113,IT,BC,2022,8903,10752,15
1113,IT,BCM,2022,16287,17597,2
1113,IT,MBC,2022,11160,45321,12
1113,IT,OC,2022,3457,8704,17
1113,IT,SC,2022,24989,37560,8
1113,ME,BC,2022,32818,35294,4
1113,ME,OC,2022,20715,30194,5
1113,ME,SC,2022,81364,109664,2
1114,AD,OC,2022,9697,79090,10
1114,AD,SC,2022,97253,132823,7
1114,AM,BCM,2022,70196,70196,1
1114,AM,OC,2022,43536,76161,2
1114,AM,SC,2022,117057,151732,4
1114,CB,BCM,2022,83364,83364,1
1114,CB,OC,2022,31680,73122,5
1114,CB,SC,2022,120122,133146,3
1114,CE,OC,2022,136668,148087,4
1114,CS,BC,2022,64390,70173,2
1114,CS,MBC,2022,83026,92927,2
1114,CS,OC,2022,13622,56354,26
1114,CS,SC,2022,94667,119768,8
1114,CS,SCA,2022,123584,130443,2
1114,EC,BC,2022,76218,91470,2
1114,EC,BCM,2022,94693,94693,1
1114,EC,MBC,2022,54966,101259,4
1114,EC,OC,2022,15891,75795,5
1114,EC,SC,2022,121682,150070,5
1114,EE,BC,2022,96237,152822,14
1114,EE,BCM,2022,122315,124997,2
1114,EE,MBC,2022,109759,142429,6
1114,EE,OC,2022,44954,96164,8
1114,IT,MBC,2022,70971,70971,1
1114,IT,OC,2022,23738,46600,7
1114,IT,SC,2022,116603,116603,1
1114,ME,BC,2022,146349,148193,3
1114,ME,BCM,2022,148070,148070,1
1114,ME,MBC,2022,152417,155750,4
1114,ME,OC,2022,41853,135518,8
1115,AD,BC,2022,97666,133609,4
1115,AD,MBC,2022,79690,144414,7
1115,AD,OC,2022,35130,80378,4
1115,AD,SC,2022,97466,97466,1
1115,CS,BC,2022,94144,94144,1
1115,CS,OC,2022,29580,45377,2
1115,CS,SC,2022,109954,148931,2
1115,EC,OC,2022,135079,144127,2
1115,EE,OC,2022,76212,141602,3
1116,CE,OC,2022,127272,152636,2
1116,CS,BC,2022,54369,54369,1
1116,CS,MBC,2022,82301,155537,3
1116,CS,OC,2022,22486,47182,10
1116,CS,SC,2022,116412,121133,2
1116,CS,SCA,2022,152571,153451,2
1116,EC,BC,2022,137484,152021,3
1116,EC,MBC,2022,149741,149741,1
1116,EC,OC,2022,43142,137420,19
1116,EC,SC,2022,138521,146618,4
1116,EE,OC,2022,139837,153847,4
1116,ME,OC,2022,115135,155222,5
1118,AD,BC,2022,42417,74677,2
1118,AD,BCM,2022,43373,87636,2
1118,AD,MBC,2022,42740,69026,6
1118,AD,OC,2022,8273,66792,18
1118,AD,SC,2022,96531,115654,7
1118,BM,BC,2022,40213,78754,3
1118,BM,MBC,2022,37991,42272,2
1118,BM,OC,2022,22518,73667,7
1118,BM,SC,2022,113273,137035,2
1118,CB,BC,2022,67063,67063,1
1118,CB,OC,2022,25174,60027,9
1118,CB,SC,2022,110115,129226,4
1118,CS,BC,2022,29730,69152,23
1118,CS,BCM,2022,44502,44502,1
1118,CS,MBC,2022,33469,46715,6
1118,CS,OC,2022,8309,29442,26
1118,CS,SC,2022,37813,108103,7
1118,CS,SCA,2022,129982,129982,1
1118,EC,BC,2022,40578,73603,2
1118,EC,MBC,2022,41317,75680,4
1118,EC,OC,2022,17549,67713,18
1118,EC,SC,2022,116120,138917,6
1118,EE,BC,2022,91052,91052,1
1118,EE,BCM,2022,104823,104823,1
1118,EE,OC,2022,12987,85834,3
1118,EE,SC,2022,95585,95585,1
1118,IT,BC,2022,35139,65625,4
1118,IT,MBC,2022,38085,52690,7
1118,IT,OC,2022,9416,34930,18
1118,IT,SC,2022,36691,112931,3
1118,IT,SCA,2022,137981,137981,1
1118,ME,BC,2022,103189,141114,7
1118,ME,BCM,2022,122153,122153,1
1118,ME,MBC,2022,100408,139557,5
1118,ME,OC,2022,60311,85495,2
1118,ME,SC,2022,111289,133605,5
1118,ME,SCA,2022,142989,142989,1
1120,AD,BC,2022,33379,75991,12
1120,AD,BCM,2022,33783,33783,1
1120,AD,MBC,2022,35693,67745,6
1120,AD,OC,2022,14616,66590,22
1120,AD,SC,2022,69031,109745,7
1120,AD,ST,2022,112746,112746,1
1120,AU,MBC,2022,108408,108408,1
1120,AU,OC,2022,81392,107916,3
1120,CE,OC,2022,89642,151380,9
1120,CS,BC,2022,23113,49043,31
1120,CS,BCM,2022,24081,39432,4
1120,CS,MBC,2022,23621,47260,20
1120,CS,OC,2022,4670,23062,34
1120,CS,SC,2022,27089,86067,4
1120,CS,SCA,2022,57238,140915,2
1120,CS,ST,2022,124752,124752,1
1120,EC,BC,2022,36072,65926,15
1120,EC,BCM,2022,40195,40195,1
1120,EC,MBC,2022,38458,71626,12
1120,EC,OC,2022,21262,52430,33
1120,EC,SC,2022,55497,126601,13
1120,EC,ST,2022,132259,132259,1
1120,EE,BCM,2022,115941,115941,1
1120,EE,MBC,2022,88381,88381,1
1120,EE,OC,2022,38122,87652,7
1120,EE,SC,2022,90677,155275,3
1120,EI,MBC,2022,96122,96122,1
1120,EI,OC,2022,18049,81327,4
1120,EI,SC,2022,150251,150251,1
1120,IT,BC,2022,28838,61212,21
1120,IT,BCM,2022,38487,38487,1
1120,IT,MBC,2022,32078,54266,8
1120,IT,OC,2022,21530,48174,22
1120,IT,SC,2022,40425,100188,5
1120,ME,BC,2022,118033,141676,8
1120,ME,BCM,2022,119329,126719,3
1120,ME,MBC,2022,125108,156142,8
1120,ME,OC,2022,32710,117909,15
1120,ME,SC,2022,125504,125504,1
1121,CS,BC,2022,90003,139456,2
1121,CS,OC,2022,41049,130919,6
1122,AD,BC,2022,43962,77267,4
1122,AD,MBC,2022,83776,83776,1
1122,AD,OC,2022,31571,72238,18
1122,AD,SC,2022,53232,53232,1
1122,AM,BC,2022,84358,84358,1
1122,AM,OC,2022,28490,83894,7
1122,AM,SC,2022,106858,117971,4
1122,BT,BC,2022,85825,85825,1
1122,BT,BCM,2022,147780,147780,1
1122,BT,MBC,2022,71642,134529,2
1122,BT,OC,2022,29075,38714,4
1122,BT,SC,2022,101028,141848,4
1122,CE,BC,2022,154895,154895,1
1122,CE,OC,2022,140846,152392,4
1122,CH,BC,2022,78917,122004,6
1122,CH,BCM,2022,99044,99044,1
1122,CH,MBC,2022,106005,143336,3
1122,CH,OC,2022,31877,70295,2
1122,CH,SC,2022,96204,146681,4
1122,CH,SCA,2022,140099,140099,1
1122,CS,BC,2022,43202,54659,4
1122,CS,MBC,2022,42706,55408,5
1122,CS,OC,2022,24059,49916,25
1122,CS,SC,2022,56146,98115,4
1122,CS,SCA,2022,95940,107570,2
1122,EC,BC,2022,82051,82051,1
1122,EC,MBC,2022,82670,82670,1
1122,EC,OC,2022,32019,52820,13
1122,EC,SC,2022,110120,138101,8
1122,IT,BC,2022,64323,64323,1
1122,IT,MBC,2022,44685,55418,2
1122,IT,OC,2022,22259,43816,17
1122,IT,SC,2022,67100,99671,3
1122,IT,SCA,2022,137041,137041,1
1122,ME,BC,2022,131351,155498,6
1122,ME,BCM,2022,154894,154894,1
1122,ME,MBC,2022,141176,146638,2
1122,ME,OC,2022,88573,129097,12
1122,ME,SC,2022,146348,154305,2
1123,AE,BC,2022,153707,153707,1
1123,AE,MBC,2022,153119,153119,1
1123,AE,OC,2022,23943,117109,2
1123,AM,BC,2022,103404,114076,2
1123,AM,MBC,2022,116759,140784,3
1123,AM,OC,2022,16244,100834,4
1123,AM,SC,2022,108401,145387,3
1123,CS,BC,2022,79480,155204,9
1123,CS,MBC,2022,96509,154214,6
1123,CS,OC,2022,32391,74861,2
1123,CS,SC,2022,104400,127049,6
1123,EC,BC,2022,152672,152672,1
1123,EC,BCM,2022,155827,155827,1
1123,EC,MBC,2022,149734,155067,4
1123,EC,OC,2022,87883,149569,7
1123,EC,SC,2022,152481,155107,5
1123,IT,BC,2022,112025,138138,4
1123,IT,BCM,2022,156271,156271,1
1123,IT,MBC,2022,131156,139600,3
1123,IT,OC,2022,28765,28765,1
1123,IT,SC,2022,80287,147813,2
1123,MD,BC,2022,140004,152918,2
1123,MD,MBC,2022,151648,155012,4
1123,MD,OC,2022,36864,97827,4
1123,MD,SC,2022,116907,124112,2
1123,MU,OC,2022,99803,156151,5
1123,SC,BC,2022,138942,147469,2
1123,SC,BCM,2022,148692,148692,1
1123,SC,MBC,2022,133283,153210,4
1123,SC,OC,2022,75880,127660,5
1123,SC,SC,2022,137949,139775,2
1123,SC,SCA,2022,153207,153207,1
1124,MR,BC,2022,67457,67457,1
