college_code,branch_code,allotted_category,year,opening_rank,closing_rank,seats_filled
1306,EC,SC,2022,40131,146288,10
1306,EC,SCA,2022,148459,148459,1
1306,IT,BC,2022,34727,52444,9
1306,IT,BCM,2022,45367,45519,2
1306,IT,MBC,2022,34850,43350,7
1306,IT,OC,2022,20854,34602,17
1306,IT,SC,2022,75740,103246,3
1306,IT,ST,2022,130660,130660,1
1306,ME,BC,2022,105380,105380,1
1306,ME,MBC,2022,110756,128246,2
1306,ME,OC,2022,43817,43817,1
1306,ME,SC,2022,147612,147612,1
1307,AD,BC,2022,85789,85789,1
1307,AD,OC,2022,23274,68917,3
1307,AD,SC,2022,103850,127412,2
1307,AM,BC,2022,85225,85225,1
1307,AM,MBC,2022,84245,84245,1
1307,AM,OC,2022,23052,66456,4
1307,AM,SC,2022,103233,125119,5
1307,BM,BC,2022,95062,151787,4
1307,BM,MBC,2022,97899,112463,3
1307,BM,OC,2022,16880,44892,4
1307,BM,SC,2022,152324,154780,2
1307,CB,MBC,2022,93205,93205,1
1307,CB,SC,2022,135282,139452,3
1307,CS,BC,2022,48891,48891,1
1307,CS,BCM,2022,101597,101597,1
1307,CS,MBC,2022,48950,48950,1
1307,CS,OC,2022,18554,46558,19
1307,CS,SC,2022,90390,106764,3
1307,CS,SCA,2022,130768,146234,2
1307,EC,BCM,2022,97490,97490,1
1307,EC,OC,2022,25514,78386,4
1307,EC,SC,2022,106878,150732,5
1307,EE,BC,2022,101460,112147,3
1307,EE,MBC,2022,95450,104795,3
1307,IT,OC,2022,29436,85521,6
1307,IT,SC,2022,100176,100176,1
1307,SC,BC,2022,57773,57773,1
1307,SC,MBC,2022,71663,97172,2
1307,SC,OC,2022,29810,53674,3
1307,SC,SC,2022,100655,125557,3
1309,AD,BC,2022,22411,59207,10
1309,AD,BCM,2022,22273,22273,1
1309,AD,MBC,2022,28107,88026,7
1309,AD,OC,2022,12374,21214,11
1309,AD,SC,2022,39353,39353,1
1309,CE,BC,2022,119557,127091,4
1309,CE,MBC,2022,115845,115845,1
1309,CE,OC,2022,15966,114637,11
1309,CE,SC,2022,126776,126776,1
1309,CS,BC,2022,11783,20444,9
1309,CS,BCM,2022,13609,13609,1
1309,CS,MBC,2022,13211,27527,7
1309,CS,OC,2022,6597,11697,10
1309,CS,SC,2022,23969,42460,4
1309,CS,SCA,2022,111784,111784,1
1309,EC,BC,2022,26859,58269,21
1309,EC,BCM,2022,26961,87374,3
1309,EC,MBC,2022,27043,75234,13
1309,EC,OC,2022,6049,51069,23
1309,EC,SC,2022,36417,99898,4
1309,EC,SCA,2022,118146,118146,1
1309,EE,BC,2022,85285,85285,1
1309,EE,MBC,2022,92708,92708,1
1309,EE,OC,2022,30767,65107,12
1309,EE,SC,2022,76054,149885,5
1309,EE,SCA,2022,153945,153945,1
1309,EE,ST,2022,149847,149847,1
1309,IT,BC,2022,18088,24776,8
1309,IT,BCM,2022,26227,26227,1
1309,IT,MBC,2022,21715,32327,7
1309,IT,OC,2022,8866,18047,11
1309,IT,SC,2022,30584,30584,1
1309,ME,BC,2022,97270,141151,6
1309,ME,BCM,2022,120246,120246,1
1309,ME,MBC,2022,64202,127389,5
1309,ME,OC,2022,8824,32337,2
1309,ME,SC,2022,116209,144889,2
1310,AD,BCM,2022,129860,129860,1
1310,AD,OC,2022,24101,44577,2
1310,CB,MBC,2022,109752,109752,1
1310,CB,OC,2022,39232,42437,2
1310,CS,BCM,2022,110812,110812,1
1310,CS,MBC,2022,38467,39480,2
1310,CS,OC,2022,18448,69782,9
1310,CS,SC,2022,92686,92686,1
1310,EC,BC,2022,60184,101874,4
1310,EC,BCM,2022,136055,136055,1
1310,EC,MBC,2022,98671,102891,2
1310,EC,OC,2022,42430,42814,2
1310,EC,SC,2022,133733,133733,1
1310,EE,OC,2022,97797,136696,6
1310,IT,BCM,2022,75142,75142,1
1310,IT,OC,2022,33401,33401,1
1310,IT,SC,2022,97714,102513,3
1311,AD,BC,2022,30855,77875,6
1311,AD,BCM,2022,36252,36252,1
1311,AD,MBC,2022,31982,43453,3
1311,AD,OC,2022,12642,77172,9
1311,AE,MBC,2022,72790,97799,3
1311,AE,OC,2022,16619,66528,5
1311,AE,SC,2022,133619,133619,1
1311,AO,BC,2022,45777,45777,1
1311,AO,OC,2022,11378,41263,8
1311,AO,SC,2022,96551,124220,2
1311,AU,MBC,2022,152539,152539,1
1311,AU,OC,2022,12820,95602,2
1311,CE,OC,2022,19381,135092,4
1311,CS,BC,2022,31418,92781,18
1311,CS,BCM,2022,35205,38389,2
1311,CS,MBC,2022,30303,72142,14
1311,CS,OC,2022,4353,62029,21
1311,CS,SC,2022,31549,81690,3
1311,EC,MBC,2022,44312,44312,1
1311,EC,OC,2022,17962,69190,13
1311,EC,SC,2022,109221,148238,5
1311,EE,OC,2022,41936,44402,3
1311,FT,OC,2022,96147,124579,2
1311,IT,BC,2022,44840,71839,2
1311,IT,MBC,2022,39794,43711,5
1311,IT,OC,2022,9398,38247,9
1311,IT,SC,2022,79851,95535,2
1311,ME,BC,2022,114370,114370,1
1311,ME,MBC,2022,129534,130340,2
1311,MZ,BC,2022,82799,82799,1
1311,MZ,MBC,2022,99859,99859,1
1311,MZ,OC,2022,15453,27621,2
1311,MZ,SCA,2022,147885,147885,1
1313,BM,OC,2022,102050,155817,6
1313,CS,BC,2022,134759,155451,5
1313,CS,MBC,2022,135727,135727,1
1313,CS,OC,2022,96025,134301,16
1313,CS,SC,2022,136068,155951,6
1313,EC,OC,2022,61348,153934,7
1313,ME,OC,2022,152240,152240,1
1315,BM,BC,2022,4730,5885,9
1315,BM,BCM,2022,4588,4588,1
1315,BM,MBC,2022,5524,9111,7
1315,BM,OC,2022,488,4296,10
1315,BM,SC,2022,14332,25945,6
1315,BM,SCA,2022,108726,108726,1
1315,CE,BC,2022,10162,14294,9
1315,CE,BCM,2022,18512,18512,1
1315,CE,MBC,2022,10651,19654,7
1315,CE,OC,2022,6690,10125,11
1315,CE,SC,2022,22831,36504,6
1315,CH,BC,2022,8027,9559,9
1315,CH,BCM,2022,12927,12927,1
1315,CH,MBC,2022,8729,14505,7
1315,CH,OC,2022,3697,7884,11
1315,CH,SC,2022,14948,41370,6
1315,CS,BC,2022,607,945,22
1315,CS,BCM,2022,724,1803,2
1315,CS,MBC,2022,624,2422,18
1315,CS,OC,2022,71,597,25
1315,CS,SC,2022,3701,11100,11
1315,CS,SCA,2022,16998,29900,3
1315,CS,ST,2022,14217,14217,1
1315,EC,BC,2022,1321,1634,18
1315,EC,BCM,2022,1310,2470,3
1315,EC,MBC,2022,2013,3678,14
1315,EC,OC,2022,577,1283,21
1315,EC,SC,2022,2361,14023,11
1315,EC,SCA,2022,20293,28884,2
1315,EC,ST,2022,26274,26274,1
1315,EE,BC,2022,2326,2893,18
1315,EE,BCM,2022,3583,5149,3
1315,EE,MBC,2022,3343,6300,14
1315,EE,OC,2022,1446,2324,22
1315,EE,SC,2022,11020,21352,10
1315,EE,ST,2022,28090,28090,1
1315,IT,BC,2022,1191,1515,24
1315,IT,BCM,2022,1451,2448,3
1315,IT,MBC,2022,1270,3550,18
1315,IT,OC,2022,794,1180,27
1315,IT,SC,2022,8349,13057,13
1315,IT,SCA,2022,31781,32723,2
1315,IT,ST,2022,41013,41013,1
1315,ME,BC,2022,5572,8100,18
1315,ME,BCM,2022,5573,10428,3
1315,ME,MBC,2022,7768,11830,13
1315,ME,OC,2022,2124,5441,19
1315,ME,SC,2022,15720,33266,11
1315,ME,SCA,2022,29706,29706,1
1315,ME,ST,2022,84647,84647,1
1316,AD,MBC,2022,83716,104302,2
1316,AD,OC,2022,6445,29829,4
1316,AD,SC,2022,103999,143742,3
1316,AO,BC,2022,106650,126933,4
1316,AO,BCM,2022,135985,135985,1
1316,AO,MBC,2022,119438,151526,2
1316,AO,OC,2022,31661,42869,3
1316,AO,SC,2022,118994,118994,1
1316,BM,BC,2022,93852,148205,6
1316,BM,MBC,2022,76182,138445,5
1316,BM,OC,2022,19355,44093,4
1316,BM,SC,2022,132275,149746,4
1316,CE,OC,2022,10053,139986,3
1316,CH,BC,2022,100369,148064,4
1316,CH,MBC,2022,112845,154909,3
1316,CH,OC,2022,18490,61123,4
1316,CH,SC,2022,149670,149670,1
1316,CS,BC,2022,89244,89244,1
1316,CS,OC,2022,3164,83144,10
1316,CS,SC,2022,106226,145567,8
1316,CS,SCA,2022,137929,137929,1
1316,CS,ST,2022,143924,143924,1
1316,EC,BC,2022,50574,104713,7
1316,EC,BCM,2022,103434,103434,1
1316,EC,MBC,2022,82464,105935,6
1316,EC,OC,2022,3314,48628,5
1316,EC,SC,2022,115013,148202,5
1316,EE,BC,2022,101393,131234,7
1316,EE,MBC,2022,113592,143009,6
1316,EE,OC,2022,36976,36976,1
1316,EE,SC,2022,151288,152253,2
1316,IT,BC,2022,67322,67322,1
1316,IT,OC,2022,5052,59665,8
1316,IT,SC,2022,111354,124085,4
1316,IT,SCA,2022,155829,155829,1
1316,ME,MBC,2022,148520,148520,1
1316,ME,OC,2022,116265,143778,8
1316,ME,SC,2022,149420,149420,1
1316,MU,BC,2022,113074,152101,6
1316,MU,MBC,2022,72465,155797,2
1316,MU,OC,2022,67501,109755,5
1316,MU,SC,2022,139284,154112,2
1316,MU,SCA,2022,149555,149555,1
1316,MZ,BC,2022,123990,153056,6
1316,MZ,BCM,2022,126879,126879,1
1316,MZ,MBC,2022,119002,150837,8
1316,MZ,OC,2022,18963,112650,8
1316,MZ,SC,2022,152350,152350,1
1317,AD,BC,2022,16116,25617,21
1317,AD,BCM,2022,36570,36570,1
1317,AD,MBC,2022,16783,48475,16
1317,AD,OC,2022,7182,15999,26
1317,AD,SC,2022,37148,50240,4
1317,AD,ST,2022,128491,128491,1
1317,AL,BC,2022,23615,51508,15
1317,AL,BCM,2022,27879,32493,2
1317,AL,MBC,2022,26929,63376,12
1317,AL,OC,2022,9005,22242,16
1317,AL,SC,2022,98253,116761,4
1317,BT,BC,2022,34053,44472,7
1317,BT,BCM,2022,30247,30247,1
1317,BT,MBC,2022,36542,36542,1
1317,BT,OC,2022,9626,53259,9
1317,CE,BC,2022,66040,131000,7
1317,CE,MBC,2022,102394,132161,4
1317,CE,OC,2022,70256,70256,1
1317,CE,SC,2022,98243,98243,1
1317,CH,BCM,2022,148486,148486,1
1317,CH,MBC,2022,73353,130954,3
1317,CH,OC,2022,17076,82915,11
1317,CH,SC,2022,115035,132340,3
1317,CS,BC,2022,7617,10979,21
1317,CS,BCM,2022,8724,11749,3
1317,CS,MBC,2022,7901,14818,16
1317,CS,OC,2022,2115,7593,25
1317,CS,SC,2022,11841,40328,10
1317,CS,SCA,2022,114086,114086,1
1317,EC,BC,2022,15776,24449,21
1317,EC,BCM,2022,18437,21532,3
1317,EC,MBC,2022,19806,58914,17
1317,EC,OC,2022,3664,14395,26
1317,EC,SC,2022,34520,58645,3
1317,EC,SCA,2022,130397,130397,1
1317,EE,BC,2022,36067,74564,17
1317,EE,BCM,2022,38938,38938,1
1317,EE,MBC,2022,33674,80565,9
1317,EE,OC,2022,10170,59391,27
1317,EE,SC,2022,82481,122964,6
1317,EI,MBC,2022,88850,88850,1
1317,EI,OC,2022,27238,75426,9
1317,EI,SC,2022,123792,145356,4
1317,IT,BC,2022,7793,20592,22
1317,IT,BCM,2022,15210,16730,3
1317,IT,MBC,2022,13739,21267,17
1317,IT,OC,2022,4426,12413,23
1317,IT,SC,2022,15618,49444,6
1317,IT,SCA,2022,85181,85181,1
1317,IT,ST,2022,113456,113456,1
1317,ME,BC,2022,94640,150371,17
1317,ME,BCM,2022,116555,120898,2
1317,ME,MBC,2022,94544,146910,8
1317,ME,OC,2022,18945,93585,14
1317,ME,SC,2022,114978,126775,3
1318,CS,OC,2022,93915,153190,13
1318,CS,SC,2022,154671,155704,2
1318,EC,OC,2022,95097,95097,1
1318,IT,BC,2022,132695,132695,1
1318,IT,MBC,2022,139541,144896,3
1318,IT,OC,2022,42824,129832,6
1318,IT,SC,2022,134940,149584,4
1319,AD,MBC,2022,149844,155579,3
1319,AD,OC,2022,36942,136884,11
1319,CS,BC,2022,128581,154033,8
1319,CS,MBC,2022,126971,154622,6
1319,CS,OC,2022,38680,125867,16
1319,CS,SC,2022,138592,149015,3
1319,EC,OC,2022,150060,150060,1
1319,IT,BC,2022,109884,153040,6
1319,IT,MBC,2022,110411,124779,3
1319,IT,OC,2022,83268,99563,3
1319,IT,SC,2022,102086,150747,4
1321,MN,BC,2022,39298,61057,7
1321,MN,BCM,2022,41373,41456,2
1321,MN,MBC,2022,37407,42736,3
1321,MN,OC,2022,17557,35647,17
1321,MN,SC,2022,58899,58899,1
1321,MN,SCA,2022,111864,111864,1
1321,PA,BC,2022,38538,62173,8
1321,PA,MBC,2022,42207,42207,1
1321,PA,OC,2022,6474,37860,18
1321,PA,SC,2022,38802,40880,2
1321,PA,SCA,2022,142974,142974,1
1322,AD,BC,2022,63383,107974,6
1322,AD,BCM,2022,110471,110471,1
1322,AD,MBC,2022,72303,106943,6
1322,AD,OC,2022,16145,64218,6
1322,AD,SC,2022,65294,109400,6
1322,AE,OC,2022,57798,150992,8
1322,AE,SC,2022,83603,83603,1
1322,AG,MBC,2022,78474,78474,1
1322,AG,OC,2022,38926,155952,13
1322,BM,BC,2022,96288,123256,3
1322,BM,MBC,2022,92235,148801,6
1322,BM,OC,2022,28569,68855,4
1322,BM,SC,2022,94633,134577,7
1322,CE,OC,2022,145055,145055,1
1322,CS,BC,2022,57788,106231,6
1322,CS,BCM,2022,96360,102179,2
1322,CS,MBC,2022,53691,98473,5
1322,CS,OC,2022,18247,44929,5
1322,CS,SC,2022,71500,129663,8
1322,EC,BC,2022,80518,118833,10
1322,EC,BCM,2022,118328,118328,1
1322,EC,MBC,2022,54654,125030,7
1322,EC,OC,2022,53175,53175,1
1322,EC,SC,2022,80026,153132,7
1322,EE,BC,2022,134619,140112,4
1322,EE,BCM,2022,148842,148842,1
1322,EE,MBC,2022,154088,154088,1
1322,EE,OC,2022,69212,130873,11
1322,FD,BCM,2022,152631,152631,1
1322,FD,MBC,2022,138089,138089,1
1322,FD,OC,2022,90689,136757,8
1322,FD,SC,2022,149484,151306,2
1322,IT,BCM,2022,89490,89490,1
1322,IT,MBC,2022,75515,75515,1
1322,IT,OC,2022,26131,51599,5
1322,IT,SC,2022,102122,102122,1
1322,IT,SCA,2022,137030,137030,1
1322,ME,OC,2022,111121,151605,6
1322,SC,BC,2022,80217,102283,6
1322,SC,MBC,2022,95821,129598,7
1322,SC,OC,2022,44757,59114,2
1322,SC,SC,2022,118245,143639,5
1322,SC,ST,2022,146533,146533,1
1324,AD,BC,2022,25444,50446,20
1324,AD,BCM,2022,34400,36164,2
1324,AD,MBC,2022,29299,51676,9
1324,AD,OC,2022,11818,49845,22
1324,AD,SC,2022,94842,94842,1
1324,CO,BC,2022,27507,64785,10
1324,CO,MBC,2022,32239,66255,8
1324,CO,OC,2022,16561,60823,12
1324,CO,SC,2022,100050,100067,2
1324,CS,BC,2022,17540,48514,31
1324,CS,BCM,2022,20502,70986,4
1324,CS,MBC,2022,17865,46367,23
1324,CS,OC,2022,3556,17167,32
1324,CS,SC,2022,33437,59335,4
1324,CS,SCA,2022,139451,153755,2
1324,CS,ST,2022,128081,128081,1
1324,EC,BC,2022,28240,87212,21
1324,EC,BCM,2022,33814,33814,1
1324,EC,MBC,2022,29239,61766,8
1324,EC,OC,2022,6371,61077,22
1324,EC,SC,2022,95402,96342,2
1324,EC,SCA,2022,144066,144066,1
1324,EE,BC,2022,38371,70232,10
1324,EE,MBC,2022,35702,89850,4
1324,EE,OC,2022,3253,67971,12
1324,EE,SC,2022,109298,145130,4
1324,IT,BC,2022,23447,49597,30
1324,IT,BCM,2022,32629,44810,3
1324,IT,MBC,2022,25557,46331,23
1324,IT,OC,2022,8471,23332,34
1324,IT,SC,2022,42021,59898,2
1324,IT,SCA,2022,83449,83449,1
1324,ME,BCM,2022,145997,145997,1
1324,ME,OC,2022,40711,94232,4
1324,ME,SC,2022,122366,125164,4
1324,SC,BC,2022,27101,60848,10
1324,SC,MBC,2022,31207,42381,5
1324,SC,OC,2022,9046,49909,12
1324,SC,SC,2022,58356,98816,5
1324,SC,ST,2022,98065,98065,1
1325,AD,BCM,2022,104141,104141,1
1325,AD,MBC,2022,76388,118455,7
1325,AD,OC,2022,36903,66080,3
1325,AD,SC,2022,116437,133448,6
1325,AD,SCA,2022,113277,113277,1
1325,CS,BC,2022,71324,71324,1
1325,CS,OC,2022,33772,49703,8
1325,CS,SC,2022,110322,113441,2
1325,CS,SCA,2022,146322,146322,1
1325,EC,BC,2022,83746,151827,12
1325,EC,BCM,2022,155189,155189,1
1325,EC,MBC,2022,63830,151221,11
1325,EC,OC,2022,42854,88389,2
1325,EC,SC,2022,122965,122965,1
1325,IT,OC,2022,42296,58472,4
1325,IT,SC,2022,110258,123094,3
1325,ME,BC,2022,145558,154270,4
1325,ME,BCM,2022,154002,154002,1
1325,ME,MBC,2022,148699,156058,3
1325,ME,OC,2022,103053,144255,16
1325,ME,SC,2022,151723,151723,1
1333,ME,OC,2022,140438,140438,1
1399,AD,BC,2022,5425,6836,17
1399,AD,BCM,2022,6127,8011,3
1399,AD,MBC,2022,6398,10115,14
1399,AD,OC,2022,1507,5136,19
1399,AD,SC,2022,14362,38754,10
1399,AD,ST,2022,39718,39718,1
1399,AM,BC,2022,5753,6890,7
1399,AM,BCM,2022,10765,10765,1
1399,AM,MBC,2022,6669,10118,6
1399,AM,OC,2022,3888,5571,7
1399,AM,SC,2022,16314,35032,4
1399,AM,SCA,2022,41242,41242,1
1399,BM,BC,2022,12846,17481,7
1399,BM,BCM,2022,13504,13504,1
1399,BM,MBC,2022,12354,15474,6
1399,BM,OC,2022,5878,11079,8
1399,BM,SC,2022,33029,42596,3
1399,CB,BC,2022,6143,7896,7
1399,CB,BCM,2022,10918,10918,1
1399,CB,MBC,2022,8489,11627,6
1399,CB,OC,2022,3202,5840,7
1399,CB,SC,2022,21434,44963,5
1399,CE,BC,2022,26241,34448,4
1399,CE,BCM,2022,26776,26776,1
1399,CE,MBC,2022,34077,38232,3
1399,CE,OC,2022,17141,51761,5
1399,CS,BC,2022,2718,4183,21
1399,CS,BCM,2022,3419,4139,3
1399,CS,MBC,2022,2721,6111,16
1399,CS,OC,2022,716,2639,25
1399,CS,SC,2022,4029,27380,13
1399,CS,SCA,2022,27798,55427,2
1399,CS,ST,2022,97372,97372,1
1399,EC,BC,2022,3973,6840,15
1399,EC,BCM,2022,5880,5880,1
1399,EC,MBC,2022,5765,9769,11
1399,EC,OC,2022,549,3803,16
1399,EC,SC,2022,12381,38618,8
1399,EC,SCA,2022,13926,13926,1
1399,EE,BC,2022,7624,9363,8
1399,EE,BCM,2022,10354,10354,1
1399,EE,MBC,2022,7834,13203,5
1399,EE,OC,2022,4489,7440,8
1399,EE,SC,2022,28298,45247,4
1399,IT,BC,2022,4698,5616,14
1399,IT,BCM,2022,6353,7856,2
1399,IT,MBC,2022,5280,9166,10
1399,IT,OC,2022,2808,4562,17
1399,IT,SC,2022,13741,36217,8
1399,IT,SCA,2022,41159,74761,2
1399,ME,BC,2022,14097,19296,14
1399,ME,BCM,2022,21435,23837,2
1399,ME,MBC,2022,15850,26492,11
1399,ME,OC,2022,5162,13857,18
1399,ME,SC,2022,39282,55398,2
1399,MZ,BC,2022,8793,12161,8
1399,MZ,BCM,2022,10722,10722,1
1399,MZ,MBC,2022,11977,56521,5
1399,MZ,OC,2022,6648,8792,8
1399,MZ,SC,2022,33760,37388,3
1399,SC,BC,2022,6193,7594,6
1399,SC,BCM,2022,6590,6590,1
1399,SC,MBC,2022,9285,11042,5
1399,SC,OC,2022,2157,5847,9
1399,SC,SC,2022,19522,24267,3
1399,SC,ST,2022,111840,111840,1
1401,CE,OC,2022,34404,154302,5
1401,CH,OC,2022,117628,156259,8
1401,CS,BC,2022,71591,113343,8
1401,CS,BCM,2022,117348,117348,1
1401,CS,MBC,2022,81956,81956,1
1401,CS,OC,2022,9387,44256,9
1401,CS,SC,2022,118150,150225,5
1401,EC,BC,2022,67412,127966,7
1401,EC,MBC,2022,95487,107184,8
1401,EC,SC,2022,138608,150356,3
1401,EE,BC,2022,151755,155938,2
1401,EE,MBC,2022,154036,154785,2
1401,EE,OC,2022,89973,149233,15
1401,EE,SC,2022,150746,150746,1
1401,IT,BC,2022,94787,94787,1
1401,IT,OC,2022,38529,52035,6
1401,IT,SC,2022,105072,111002,2
1401,ME,OC,2022,102842,150573,13
1402,CS,OC,2022,103072,149874,6
1402,EC,OC,2022,139352,146962,3
1402,ME,OC,2022,152457,152457,1
1405,AD,BC,2022,95010,148295,15
1405,AD,BCM,2022,101498,113032,3
1405,AD,MBC,2022,96765,128437,8
1405,AD,OC,2022,74238,94333,2
1405,AD,SC,2022,96881,150785,6
1405,CS,BC,2022,90338,99575,4
1405,CS,BCM,2022,97756,97756,1
1405,CS,MBC,2022,80112,96542,8
1405,CS,OC,2022,29231,75595,8
1405,CS,SC,2022,115698,153667,6
1405,EC,BC,2022,127789,151191,5
1405,EC,BCM,2022,137918,137918,1
1405,EC,MBC,2022,122473,147112,5
1405,EC,OC,2022,97324,121366,9
1405,EE,OC,2022,118723,155457,3
1405,ME,OC,2022,140249,140249,1
1405,SC,BC,2022,99483,151065,8
1405,SC,BCM,2022,111705,111705,1
1405,SC,MBC,2022,107747,107747,1
1405,SC,OC,2022,34776,34776,1
1405,SC,SC,2022,111556,111556,1
1407,BM,OC,2022,110179,132514,2
1407,CS,OC,2022,106301,138649,8
1407,EC,OC,2022,126352,147083,2
1407,ME,OC,2022,107992,107992,1
1407,MR,OC,2022,62805,62805,1
1408,AD,BC,2022,91197,91197,1
1408,AD,OC,2022,35627,90421,4
1408,AD,SC,2022,94966,125007,5
1408,AL,BC,2022,97257,100287,4
1408,AL,MBC,2022,18921,83669,3
1408,AL,OC,2022,13792,92577,4
1408,AL,SC,2022,117263,125957,2
1408,CE,OC,2022,95437,155850,6
1408,CS,BC,2022,44701,89721,3
1408,CS,MBC,2022,44547,83464,3
1408,CS,OC,2022,3008,63816,33
1408,CS,SC,2022,85811,126821,12
1408,EC,BC,2022,48581,133879,5
1408,EC,MBC,2022,88149,88149,1
1408,EC,OC,2022,10095,84532,14
1408,EC,SC,2022,111686,147744,8
1408,EE,BC,2022,106638,144202,7
1408,EE,BCM,2022,126958,126958,1
1408,EE,MBC,2022,104131,125257,10
1408,EE,OC,2022,81341,102453,5
1408,IT,BC,2022,49891,49891,1
1408,IT,OC,2022,19204,42602,8
1408,IT,SC,2022,101751,122159,4
1408,ME,BC,2022,144733,148530,3
1408,ME,BCM,2022,142463,142463,1
1408,ME,MBC,2022,141323,151501,5
1408,ME,OC,2022,102829,139245,10
1408,ME,SC,2022,142543,147736,2
1409,AD,BC,2022,81496,113799,5
1409,AD,BCM,2022,109974,109974,1
1409,AD,MBC,2022,92059,124870,7
1409,AD,OC,2022,14475,64035,2
1409,AD,SC,2022,107802,154520,5
1409,BM,BC,2022,85522,148658,4
1409,BM,MBC,2022,85021,150366,5
1409,BM,OC,2022,26425,50921,4
1409,BM,SC,2022,101321,130796,6
1409,BT,BC,2022,97440,138778,8
1409,BT,BCM,2022,119029,119029,1
1409,BT,MBC,2022,99737,135639,6
1409,BT,OC,2022,38116,95392,4
1409,BT,SC,2022,115959,143388,2
1409,CE,OC,2022,113379,113379,1
1409,CS,BC,2022,57805,108358,7
1409,CS,MBC,2022,51089,116828,7
1409,CS,OC,2022,31965,41318,4
1409,CS,SC,2022,46369,128911,7
1409,EC,BC,2022,98678,108936,5
1409,EC,MBC,2022,97234,108120,3
1409,EC,SC,2022,104596,132315,2
1409,EE,BC,2022,136236,154873,2
1409,EE,MBC,2022,128120,147731,2
1409,EE,OC,2022,61904,121882,3
1409,EE,SC,2022,135181,139128,2
1409,ME,OC,2022,123318,154103,4
1409,RM,MBC,2022,147711,149240,2
1409,RM,OC,2022,19421,133280,9
1411,AE,BC,2022,97821,144828,2
1411,AE,BCM,2022,131894,131894,1
1411,AE,OC,2022,16705,16705,1
1411,AE,SC,2022,135533,135533,1
1411,BM,BC,2022,98550,137860,4
1411,BM,MBC,2022,62721,133664,3
1411,BM,OC,2022,29030,43326,2
1411,BT,BC,2022,109443,112647,2
1411,BT,MBC,2022,100581,100581,1
1411,BT,OC,2022,41228,85657,2
1411,BT,SC,2022,119548,142761,3
1411,CB,BC,2022,151427,151427,1
1411,CB,MBC,2022,156222,156222,1
1411,CB,OC,2022,37187,121248,3
1411,CE,OC,2022,142190,154312,2
1411,CS,BC,2022,88133,113639,5
1411,CS,MBC,2022,107121,138232,4
1411,CS,OC,2022,31665,34695,3
1411,CS,SC,2022,123500,156110,4
1411,CS,SCA,2022,129999,129999,1
1411,EC,BC,2022,138353,155073,6
1411,EC,MBC,2022,83071,154706,5
1411,EC,OC,2022,73635,134739,9
1411,EC,SC,2022,144714,145092,2
1411,EE,OC,2022,131063,131063,1
1411,IT,MBC,2022,96819,112007,2
1411,IT,OC,2022,42030,71288,2
1411,IT,SC,2022,126378,126378,1
1411,ME,MBC,2022,152254,152254,1
1411,ME,OC,2022,114743,147871,4
1412,AD,BC,2022,106513,111446,2
1412,AD,MBC,2022,65787,65787,1
1412,AD,OC,2022,22699,42541,8
1412,AD,SC,2022,113847,120298,4
1412,CB,BC,2022,102957,134807,9
1412,CB,BCM,2022,100413,100413,1
1412,CB,MBC,2022,89423,108952,7
1412,CB,OC,2022,68623,88425,2
1412,CB,SC,2022,113572,155582,6
1412,CB,SCA,2022,151893,151893,1
1412,CE,OC,2022,35116,153369,12
1412,CS,BC,2022,56828,125232,5
1412,CS,MBC,2022,61615,61615,1
1412,CS,OC,2022,6025,53133,32
1412,CS,SC,2022,91560,108651,8
1412,EC,BC,2022,100101,151440,33
1412,EC,BCM,2022,110940,123713,4
1412,EC,MBC,2022,78880,114629,30
1412,EC,OC,2022,3878,94575,12
1412,EC,SC,2022,101406,150585,21
1412,EE,BC,2022,76109,154784,7
1412,EE,BCM,2022,120700,129495,2
1412,EE,MBC,2022,112680,121456,10
1412,EE,OC,2022,73217,110703,7
1412,EE,SC,2022,127825,155064,6
1412,IT,BC,2022,71715,119710,7
1412,IT,OC,2022,6703,64156,18
1412,IT,SC,2022,70499,102257,8
1412,ME,BCM,2022,152366,152366,1
1412,ME,MBC,2022,151810,154072,4
1412,ME,OC,2022,97073,151508,31
1412,ME,SC,2022,151611,151611,1
1413,AD,BC,2022,97699,129360,8
1413,AD,MBC,2022,56446,56446,1
1413,AD,OC,2022,32524,40967,3
1413,AD,SC,2022,151935,151935,1
1413,CS,BC,2022,44859,73629,2
1413,CS,MBC,2022,42961,42961,1
1413,CS,OC,2022,7500,39366,10
1413,CS,SC,2022,129903,151086,5
1413,EC,BC,2022,52531,118385,4
1413,EC,MBC,2022,52334,129527,5
1413,EC,OC,2022,26892,49919,10
1413,EC,SC,2022,144746,144746,1
1413,EE,BC,2022,118578,119400,2
1413,ME,BC,2022,134526,151234,2
1413,ME,OC,2022,108959,126358,2
1413,SC,BC,2022,52613,133560,5
1413,SC,MBC,2022,57183,150654,5
1413,SC,OC,2022,31147,44466,6
1413,SC,SC,2022,100070,100070,1
1414,CE,BC,2022,119059,122426,5
1414,CE,OC,2022,97343,117581,5
1414,CS,BC,2022,21479,27835,7
1414,CS,BCM,2022,36658,36658,1
1414,CS,MBC,2022,22858,57421,4
1414,CS,OC,2022,8912,20155,10
1414,CS,SC,2022,29859,97581,4
1414,EC,MBC,2022,97571,97571,1
1414,EC,OC,2022,41740,45293,2
1414,EC,SC,2022,126130,137736,2
1414,EE,BC,2022,100896,123987,5
1414,EE,MBC,2022,127914,128675,2
