college_code,branch_code,community,predicted_closing_rank_2026
1419,AD,OC,31851
1419,AD,SC,112602
1419,AD,SCA,233223
1419,AD,ST,182499
1419,AM,BC,51636
1419,AM,MBC,48631
1419,AM,OC,30021
1419,AM,SC,123392
1419,AM,SCA,248522
1419,AM,ST,191762
1419,CB,BC,45042
1419,CB,MBC,49325
1419,CB,OC,34897
1419,CB,SC,127223
1419,CB,SCA,128608
1419,CE,BC,72677
1419,CE,MBC,92351
1419,CE,OC,45461
1419,CE,SC,73469
1419,CE,SCA,126938
1419,CI,BC,48421
1419,CI,MBC,53266
1419,CI,OC,36574
1419,CI,SC,127173
1419,CI,ST,188110
1419,CJ,BC,53142
1419,CJ,MBC,53425
1419,CJ,OC,37499
1419,CJ,SC,118455
1419,CJ,SCA,118855
1419,CO,BC,52355
1419,CO,MBC,52374
1419,CO,OC,35591
1419,CO,SC,127087
1419,CS,BC,38264
1419,CS,MBC,41508
1419,CS,OC,23141
1419,CS,SC,103444
1419,CS,SCA,254120
1419,CS,ST,188141
1419,EC,BC,50731
1419,EC,MBC,47813
1419,EC,OC,31697
1419,EC,SC,119886
1419,EC,SCA,240641
1419,EC,ST,65661
1419,EE,BC,73203
1419,EE,MBC,67443
1419,EE,OC,45311
1419,EE,SC,138781
1419,EE,ST,185522
1419,EI,BC,64529
1419,EI,MBC,80542
1419,EI,OC,53518
1419,EI,SC,144165
1419,EI,ST,186930
1419,IC,BC,94775
1419,IC,MBC,73396
1419,IC,OC,35201
1419,IC,SC,155341
1419,IT,BC,48239
1419,IT,MBC,49716
1419,IT,OC,34568
1419,IT,SC,126593
1419,IT,SCA,194866
1419,IT,ST,203325
1419,IX,BC,83124
1419,IX,MBC,76191
1419,IX,OC,52864
1419,IX,SC,146565
1419,ME,BC,87604
1419,ME,MBC,90486
1419,ME,OC,55107
1419,ME,SC,145647
1419,ME,SCA,148971
1419,MU,BC,111179
1419,MU,MBC,118492
1419,MU,OC,69736
1419,MU,SC,162675
1419,MZ,BC,68200
1419,MZ,MBC,76089
1419,MZ,OC,57057
1419,MZ,SC,151939
1419,SC,BC,49007
1419,SC,MBC,50512
1419,SC,OC,38141
1419,SC,SC,129248
1419,SC,SCA,212300
1420,AD,BC,193890
1420,AD,MBC,123046
1420,AD,OC,103685
1420,AD,SC,156015
1420,AD,SCA,199411
1420,AE,BC,248525
1420,AE,MBC,152383
1420,AE,OC,221294
1420,AE,SC,230495
1420,CS,BC,156938
1420,CS,MBC,151240
1420,CS,OC,112502
1420,CS,SC,164887
1420,CS,ST,139191
1420,EC,BC,215159
1420,EC,MBC,140313
1420,EC,OC,111502
1420,EC,SC,192179
1420,IT,BC,196563
1420,IT,MBC,131653
1420,IT,OC,109492
1420,IT,SC,160723
1420,IT,SCA,175044
1420,ME,BC,220743
1420,ME,MBC,248123
1420,ME,OC,204685
1420,ME,SC,160887
1420,SC,BC,166274
1420,SC,MBC,145608
1420,SC,OC,119595
1420,SC,SC,191134
1421,CE,BC,197121
1421,CE,MBC,196703
1421,CE,OC,233994
1421,CE,SC,248350
1421,CS,BC,237440
1421,CS,MBC,156268
1421,CS,OC,134226
1421,CS,SC,210698
1421,CS,SCA,238581
1421,EC,BC,243152
1421,EC,MBC,200168
1421,EC,OC,170647
1421,EC,SC,216967
1421,EC,SCA,194276
1421,EE,BC,245780
1421,EE,MBC,246296
1421,EE,OC,207242
1421,EE,SC,229815
1421,IT,BC,244256
1421,IT,MBC,212030
1421,IT,OC,174892
1421,IT,SC,213672
1421,IT,SCA,169339
1421,ME,BC,230240
1421,ME,MBC,236467
1421,ME,OC,205090
1421,ME,SC,245201
1422,AD,BC,44525
1422,AD,MBC,45757
1422,AD,OC,29335
1422,AD,SC,102389
1422,AD,SCA,60271
1422,AD,ST,86520
1422,AG,BC,228958
1422,AG,MBC,203646
1422,AG,OC,142171
1422,AG,SC,208574
1422,CE,BC,102960
1422,CE,MBC,105440
1422,CE,OC,77044
1422,CE,SC,146661
1422,CE,SCA,210794
1422,CE,ST,188762
1422,CS,BC,41018
1422,CS,MBC,41262
1422,CS,OC,26747
1422,CS,SC,88590
1422,CS,SCA,147808
1422,CS,ST,133531
1422,CY,BC,52932
1422,CY,MBC,52911
1422,CY,OC,35659
1422,CY,SC,105362
1422,CY,SCA,206724
1422,EC,BC,53551
1422,EC,MBC,50876
1422,EC,OC,38697
1422,EC,SC,106937
1422,EC,SCA,203788
1422,EC,ST,188790
1422,EE,BC,65973
1422,EE,MBC,70699
1422,EE,OC,51148
1422,EE,SC,152400
1422,EE,ST,95616
1422,EI,BC,90923
1422,EI,MBC,94017
1422,EI,OC,65879
1422,EI,SC,159102
1422,IT,BC,50562
1422,IT,MBC,51820
1422,IT,OC,36557
1422,IT,SC,98366
1422,IT,SCA,229808
1422,IT,ST,139970
1422,MD,BC,150337
1422,MD,MBC,161169
1422,MD,OC,95686
1422,MD,SC,202910
1422,MD,SCA,128632
1422,ME,BC,82335
1422,ME,MBC,95162
1422,ME,OC,68395
1422,ME,SC,136005
1422,ME,ST,191552
1423,AD,BC,224206
1423,AD,MBC,249011
1423,AD,OC,127881
1423,AD,SC,150068
1423,CS,BC,217615
1423,CS,MBC,231133
1423,CS,OC,133820
1423,CS,SC,237176
1423,EC,BC,230111
1423,EC,MBC,209371
1423,EC,OC,177622
1423,EC,SC,225395
1423,EE,OC,189373
1423,IT,BC,249455
1423,IT,MBC,247129
1423,IT,OC,188771
1423,IT,SC,233819
1423,IT,ST,187913
1423,ME,BC,243673
1423,ME,MBC,231047
1423,ME,OC,180692
1423,ME,SC,218794
1423,SC,BC,233395
1423,SC,MBC,238974
1423,SC,OC,233993
1423,SC,SC,237206
1424,AD,BC,109784
1424,AD,MBC,132915
1424,AD,OC,25796
1424,AD,SC,223968
1424,AD,SCA,132722
1424,CB,BC,100056
1424,CB,MBC,120332
1424,CB,OC,31832
1424,CB,SC,151808
1424,CS,BC,87714
1424,CS,MBC,108025
1424,CS,OC,27646
1424,CS,SC,240824
1424,CS,SCA,119575
1424,EC,BC,82043
1424,EC,MBC,89344
1424,EC,OC,27271
1424,EC,SC,224784
1424,EC,SCA,146068
1424,EE,BC,108520
1424,EE,MBC,186892
1424,EE,OC,69982
1424,EE,SC,188657
1424,ME,BC,173718
1424,ME,OC,171940
1424,PE,BC,166399
1424,PE,MBC,223202
1424,PE,OC,135092
1424,PE,SC,244017
1424,RM,BC,126708
1424,RM,MBC,112412
1424,RM,OC,108218
1424,RM,SC,246082
1426,AD,BC,251140
1426,AD,MBC,175147
1426,AD,OC,127376
1426,AD,SC,197734
1426,CB,BC,248786
1426,CB,MBC,194344
1426,CB,OC,221129
1426,CB,SC,237847
1426,CS,BC,225329
1426,CS,MBC,194203
1426,CS,OC,146226
1426,CS,SC,207535
1426,CS,SCA,187408
1426,EC,BC,200129
1426,EC,MBC,186265
1426,EC,OC,160936
1426,EC,SC,240452
1426,EE,BC,233059
1426,EE,MBC,232653
1426,EE,OC,223160
1426,EE,SC,189639
1426,IT,BC,231871
1426,IT,MBC,215481
1426,IT,OC,199970
1426,IT,SC,220213
1426,IT,SCA,228745
1426,ME,BC,196408
1426,ME,MBC,197014
1426,ME,OC,239305
1427,AD,BC,219724
1427,AD,MBC,221860
1427,AD,OC,132497
1427,AD,SC,173562
1427,CS,BC,221967
1427,CS,MBC,226421
1427,CS,OC,167296
1427,CS,SC,193005
1427,EC,OC,241665
1427,EE,OC,235611
1427,FT,OC,268863
1427,IT,BC,208327
1427,IT,MBC,196399
1427,IT,OC,138798
1427,IT,SC,220243
1428,AD,MBC,232772
1428,AD,OC,237851
1428,CS,BC,245527
1428,CS,MBC,243280
1428,CS,OC,202576
1428,CS,SC,253246
1428,EC,OC,245305
1428,IT,BC,195990
1428,IT,MBC,193211
1428,IT,OC,245936
1428,IT,SC,196457
1430,AD,BC,218291
1430,AD,MBC,223881
1430,AD,OC,130869
1430,AD,SC,175357
1430,AD,SCA,142021
1430,CE,OC,246266
1430,CE,SC,165053
1430,CS,BC,242849
1430,CS,MBC,246221
1430,CS,OC,187761
1430,CS,SC,224121
1430,CS,SCA,252167
1430,CS,ST,238057
1430,EC,BC,242171
1430,EC,MBC,238856
1430,EC,OC,206485
1430,EC,SC,237591
1430,EC,SCA,242849
1430,EE,BC,245729
1430,EE,MBC,240129
1430,EE,OC,239282
1430,EE,SC,244554
1430,EE,SCA,248698
1430,ME,BC,176331
1430,ME,MBC,228740
1430,ME,OC,245779
1430,ME,SC,207856
1430,ME,SCA,196337
1431,AD,BC,187407
1431,AD,MBC,179491
1431,AD,OC,122399
1431,AD,SC,203781
1431,AD,SCA,209915
1431,CS,BC,194416
1431,CS,MBC,178680
1431,CS,OC,123959
1431,CS,SC,209139
1431,CS,SCA,196906
1431,EC,BC,196668
1431,EC,MBC,148242
1431,EC,OC,112532
1431,EC,SC,207988
1431,EC,SCA,139274
1431,EE,BC,202058
1431,EE,MBC,193890
1431,EE,OC,175015
1431,EE,SC,215188
1431,EE,ST,196442
1431,IT,BC,199017
1431,IT,MBC,177505
1431,IT,OC,138982
1431,IT,SC,213448
1431,IT,ST,169882
1431,ME,BC,238594
1431,ME,MBC,223852
1431,ME,OC,201055
1431,ME,SC,228005
1431,SC,BC,198262
1431,SC,MBC,182546
1431,SC,OC,136574
1431,SC,SC,210617
1431,SC,SCA,224117
1432,AD,BC,27259
1432,AD,MBC,26426
1432,AD,OC,16129
1432,AD,SC,67850
1432,AD,SCA,209833
1432,AD,ST,126640
1432,AM,BC,21547
1432,AM,MBC,27256
1432,AM,OC,15051
1432,AM,SC,82727
1432,AM,SCA,139582
1432,AM,ST,86218
1432,BT,BC,48276
1432,BT,MBC,62919
1432,BT,OC,24612
1432,BT,SC,81793
1432,BT,SCA,142052
1432,CB,BC,24673
1432,CB,MBC,27359
1432,CB,OC,17051
1432,CB,SC,98029
1432,CB,SCA,205980
1432,CB,ST,128387
1432,CO,BC,28275
1432,CO,MBC,30196
1432,CO,OC,21488
1432,CO,SC,93872
1432,CO,SCA,211018
1432,CS,BC,27785
1432,CS,MBC,24590
1432,CS,OC,12401
1432,CS,SC,67085
1432,CS,SCA,215723
1432,CS,ST,82805
1432,EC,BC,24706
1432,EC,MBC,26166
1432,EC,OC,13133
1432,EC,SC,84694
1432,EC,SCA,165991
1432,EC,ST,73378
1432,EV,BC,25881
1432,EV,MBC,35392
1432,EV,OC,24804
1432,EV,SC,90174
1432,EV,SCA,181419
1432,EV,ST,170238
1432,ME,BC,43801
1432,ME,MBC,62829
1432,ME,OC,32339
1432,ME,SC,126652
1432,ME,SCA,116074
1432,ME,ST,206167
1434,AD,BC,223631
1434,AD,MBC,184016
1434,AD,OC,153483
1434,AD,SC,212849
1434,AD,SCA,134828
1434,AE,OC,215837
1434,AG,MBC,176889
1434,AG,OC,239271
1434,AG,SC,133973
1434,AG,SCA,191957
1434,AU,OC,172941
1434,CE,OC,228801
1434,CS,BC,238386
1434,CS,MBC,189964
1434,CS,OC,129653
1434,CS,SC,179690
1434,EC,BC,233768
1434,EC,MBC,234266
1434,EC,OC,226469
1434,EC,SC,235095
1434,EE,OC,240774
1434,ME,OC,242709
1434,SC,BC,192943
1434,SC,MBC,207207
1434,SC,OC,168763
1434,SC,SC,213420
1434,SC,SCA,234181
1436,AD,OC,246214
1436,CE,OC,146031
1436,CS,MBC,153000
1436,CS,OC,232156
1436,EC,OC,237533
1436,EE,OC,229761
1436,ME,OC,209217
1437,AD,BC,222219
1437,AD,MBC,194221
1437,AD,OC,183433
1437,AD,SC,238902
1437,AD,ST,204377
1437,AU,OC,156287
1437,CE,OC,217036
1437,CS,BC,220297
1437,CS,MBC,242442
1437,CS,OC,136462
1437,CS,SC,229764
1437,CS,SCA,175433
1437,CS,ST,142363
1437,EC,BC,229823
1437,EC,MBC,239848
1437,EC,OC,223353
1437,EC,SC,244284
1437,EC,SCA,235105
1437,EE,BC,196779
1437,EE,OC,228231
1437,EE,SC,186784
1437,IT,BC,235475
1437,IT,MBC,206171
1437,IT,OC,193276
1437,IT,SC,233151
1437,ME,BC,249108
1437,ME,OC,206236
1437,ME,SC,173952
1437,SC,BC,225387
1437,SC,MBC,216723
1437,SC,OC,181393
1437,SC,SC,250731
1438,CS,BC,233350
1438,CS,MBC,238386
1438,CS,OC,235710
1438,EC,OC,244289
1438,EE,OC,90682
1438,ME,OC,238178
1441,AD,BC,244240
1441,AD,MBC,240973
1441,AD,OC,194447
1441,AD,SC,240997
1441,AD,ST,245769
1441,CE,BC,236553
1441,CE,MBC,252309
1441,CE,OC,218803
1441,CE,SC,238125
1441,CS,BC,237481
1441,CS,MBC,234569
1441,CS,OC,176985
1441,CS,SC,224190
1441,EC,BC,239790
1441,EC,MBC,244768
1441,EC,OC,207628
1441,EC,SC,243610
1441,EE,BC,246830
1441,EE,MBC,245583
1441,EE,OC,246026
1441,EE,SC,247925
1441,IT,BC,245658
1441,IT,MBC,220235
1441,IT,OC,201687
1441,IT,SC,249736
1441,IT,SCA,214047
1441,ME,BC,176219
1441,ME,MBC,174214
1441,ME,OC,245832
1442,AD,BC,37930
1442,AD,MBC,9186
1442,AD,OC,8869
1442,AD,SC,194916
1442,AD,SCA,125312
1442,BM,BC,170071
1442,BM,MBC,209187
1442,BM,OC,227096
1442,BM,SC,144104
1442,CS,BC,81578
1442,CS,MBC,77303
1442,CS,OC,23356
1442,CS,SC,205941
1442,SC,BC,82818
1442,SC,MBC,95262
1442,SC,OC,19118
1442,SC,SC,213637
1442,SC,ST,207573
1444,AD,OC,251844
1444,CS,BC,178586
1444,CS,MBC,196555
1444,CS,OC,243813
1444,CS,SC,191977
1444,CS,SCA,197227
1444,EC,OC,248112
1444,ME,OC,261723
1444,SC,OC,211151
1445,AD,BC,227893
1445,AD,MBC,224823
1445,AD,OC,170410
1445,CE,OC,136133
1445,CS,MBC,210101
1445,CS,OC,153298
1445,EC,OC,216730
1445,EE,OC,130403
1445,ME,OC,242191
1445,SC,OC,237312
1449,AD,BC,252065
1449,AD,MBC,196012
1449,AD,OC,172675
1449,AD,SC,241814
1449,AG,MBC,174144
1449,AG,OC,241745
1449,CE,OC,194807
1449,CS,BC,165686
1449,CS,MBC,197960
1449,CS,OC,164061
1449,CS,SC,196979
1449,CS,ST,170538
1449,EC,BC,198601
1449,EC,MBC,227684
1449,EC,OC,201803
1449,EC,SC,191759
1449,IT,MBC,232633
1449,IT,OC,204856
1449,ME,OC,225168
1450,AD,BC,25076
1450,AD,MBC,30696
1450,AD,OC,17433
1450,AD,SC,30399
1450,AD,ST,52786
1450,CS,BC,17194
1450,CS,MBC,21402
1450,CS,OC,8206
1450,CS,SC,38231
1450,CS,SCA,82539
1450,CS,ST,95019
1450,EC,BC,22602
1450,EC,MBC,25973
1450,EC,OC,15936
1450,EC,SC,44387
1450,EC,SCA,92716
1450,EC,ST,162438
1450,EE,BC,37055
1450,EE,MBC,41275
1450,EE,OC,27117
1450,EE,SC,46277
1450,EE,SCA,157094
1450,IT,BC,31801
1450,IT,MBC,33249
1450,IT,OC,17336
1450,IT,SC,36628
1450,IT,SCA,43947
1450,ME,BC,66091
1450,ME,MBC,48122
1450,ME,OC,41082
1450,ME,SC,60756
1450,ME,SCA,165368
1452,AD,BC,236520
1452,AD,MBC,232096
1452,AD,OC,137869
1452,AD,SC,246019
1452,AM,BC,248522
1452,AM,MBC,234110
1452,AM,OC,192357
1452,AM,SC,234693
1452,CA,BC,234103
1452,CA,MBC,192155
1452,CA,OC,184503
1452,CA,SC,234713
1452,CB,MBC,201336
1452,CB,OC,239245
1452,CB,SC,161415
1452,CD,OC,226805
1452,CE,OC,246249
1452,CF,BC,235277
1452,CF,MBC,232509
1452,CF,OC,218701
1452,CS,BC,239263
1452,CS,MBC,234095
1452,CS,OC,152767
1452,CS,SC,241903
1452,EC,BC,241962
1452,EC,MBC,228512
1452,EC,OC,142078
1452,EC,SC,235038
1452,EE,BC,235035
1452,EE,MBC,240086
1452,EE,OC,213371
1452,EE,SC,214501
1452,IT,BC,244029
1452,IT,MBC,232014
1452,IT,OC,181169
1452,IT,SC,222370
1452,ME,BC,217473
1452,ME,MBC,222239
1452,ME,OC,211767
1452,RI,OC,224018
1452,SC,BC,209923
1452,SC,MBC,237046
1452,SC,OC,152046
1452,SC,SC,249634
1501,AD,BC,171816
1501,AD,MBC,157887
1501,AD,OC,146105
1501,AD,SC,218705
1501,CE,MBC,234577
1501,CE,OC,242884
1501,CS,BC,165649
1501,CS,MBC,155168
1501,CS,OC,108290
1501,CS,SC,211508
1501,EC,BC,173077
1501,EC,MBC,156620
1501,EC,OC,133716
1501,EC,SC,161632
1501,EE,BC,225506
1501,EE,MBC,193601
1501,EE,OC,175559
1501,EE,SC,182204
1501,IT,BC,173798
1501,IT,MBC,152194
1501,IT,OC,117797
1501,IT,SC,191112
1501,ME,BC,240800
1501,ME,MBC,234487
1501,ME,OC,194154
1501,SC,BC,175499
1501,SC,MBC,144221
1501,SC,OC,137816
1501,SC,SC,232071
1503,AD,BC,238091
1503,AD,OC,236365
1503,BT,OC,189877
1503,CE,OC,248038
1503,CS,OC,239685
1503,EC,OC,231032
1503,EE,OC,240964
1503,IC,OC,162982
1503,IT,MBC,187881
1503,IT,OC,107393
1503,ME,OC,211064
1504,AD,BC,164923
1504,AD,MBC,142278
1504,AD,OC,76491
1504,AD,SC,214778
1504,AD,SCA,195807
1504,AD,ST,206432
1504,AG,MBC,171012
1504,AG,OC,227389
1504,AG,SC,166543
1504,AM,BC,165951
1504,AM,MBC,139571
1504,AM,OC,118859
1504,AM,SC,223284
1504,BT,BC,222758
1504,BT,MBC,191174
1504,BT,OC,164978
1504,BT,SC,236637
1504,CE,BC,226119
1504,CE,MBC,215332
1504,CE,OC,172270
1504,CE,SC,186719
1504,CH,BC,170319
1504,CH,MBC,230033
1504,CH,OC,201956
1504,CS,BC,175886
1504,CS,MBC,154197
1504,CS,OC,94331
1504,CS,SC,229940
1504,CS,SCA,177942
1504,CS,ST,155817
1504,EC,BC,169922
1504,EC,MBC,147226
1504,EC,OC,102648
1504,EC,SC,217126
1504,EE,BC,220931
1504,EE,MBC,164068
1504,EE,OC,146487
1504,EE,SC,229285
1504,EE,SCA,191740
1504,IT,BC,172292
1504,IT,MBC,148076
1504,IT,OC,115396
1504,IT,SC,201087
1504,IT,SCA,145971
1504,IT,ST,234027
1504,ME,BC,245689
1504,ME,MBC,204349
1504,ME,OC,175123
1504,ME,SC,229198
1504,SC,BC,153556
1504,SC,MBC,147212
1504,SC,OC,127048
1504,SC,SC,232569
1504,SC,SCA,161941
1505,AD,BC,117978
1505,AD,MBC,93513
1505,AD,OC,57602
1505,AD,SC,187835
1505,AD,SCA,226891
1505,AM,BC,151221
1505,AM,MBC,146371
1505,AM,OC,85582
1505,AM,SC,183884
1505,CE,OC,173269
1505,CS,BC,144893
1505,CS,MBC,147146
1505,CS,OC,81577
1505,CS,SC,233378
1505,CS,SCA,208876
1505,EC,BC,142931
1505,EC,MBC,144739
1505,EC,OC,84843
1505,EC,SC,229097
1505,EC,SCA,172255
1505,EE,BC,189198
1505,EE,MBC,167083
1505,EE,OC,130288
1505,EE,SC,236689
1505,IT,BC,164664
1505,IT,MBC,145423
1505,IT,OC,103580
1505,IT,SC,246009
1505,ME,BC,241500
1505,ME,MBC,244646
1505,ME,OC,190084
1505,ME,SC,211976
1507,AD,BC,223973
1507,AD,MBC,160356
1507,AD,OC,125168
1507,AD,SC,195227
1507,AD,SCA,234753
1507,CB,BC,239719
1507,CB,MBC,186361
1507,CB,OC,178128
1507,CB,SC,244447
1507,CB,SCA,191232
1507,CS,BC,190552
1507,CS,MBC,162121
1507,CS,OC,140729
1507,CS,SC,219208
1507,CS,SCA,104516
1507,EC,BC,213583
1507,EC,MBC,165510
1507,EC,OC,146711
1507,EC,SC,249963
1507,EC,SCA,164693
1507,EE,BC,247942
1507,EE,MBC,207093
1507,EE,OC,190693
1507,IT,BC,185199
1507,IT,MBC,170083
1507,IT,OC,141601
1507,IT,SC,240621
1507,IT,SCA,230015
1507,ME,BC,236484
1507,ME,MBC,222589
1507,ME,OC,220074
1507,SC,BC,196272
1507,SC,MBC,178860
1507,SC,OC,166059
1507,SC,SC,231693
1507,SC,SCA,198204
1509,AD,BC,86999
1509,AD,MBC,116269
1509,AD,OC,64085
1509,AD,SC,147471
1509,AD,SCA,180391
1509,AM,BC,126322
1509,AM,MBC,141921
1509,AM,OC,82827
1509,AM,SC,162324
1509,AM,SCA,171846
1509,CB,BC,136684
1509,CB,MBC,139759
1509,CB,OC,108515
1509,CB,SC,161067
1509,CE,BC,218276
1509,CE,MBC,206331
1509,CE,OC,160181
1509,CE,SC,223528
1509,CS,BC,105920
1509,CS,MBC,113528
1509,CS,OC,72898
1509,CS,SC,138396
1509,CS,SCA,232034
1509,CS,ST,116357
1509,EC,BC,137699
1509,EC,MBC,139715
1509,EC,OC,109309
1509,EC,SC,163663
1509,EC,SCA,226195
1509,EE,BC,168110
1509,EE,MBC,155291
1509,EE,OC,138724
1509,EE,SC,175962
1509,EI,BC,191279
1509,EI,MBC,177162
1509,EI,OC,140409
1509,EI,SC,188652
1509,IT,BC,136218
1509,IT,MBC,133727
1509,IT,OC,92962
1509,IT,SC,155849
1509,IT,ST,203022
1509,ME,BC,212918
1509,ME,MBC,193573
1509,ME,OC,154719
1509,ME,SC,218190
1510,AD,BC,214094
1510,AD,MBC,160561
1510,AD,OC,136740
1510,AD,SC,171128
1510,AD,SCA,201716
1510,CE,MBC,238251
1510,CE,OC,240115
1510,CE,SC,235263
1510,CS,BC,238409
1510,CS,MBC,185538
1510,CS,OC,151061
1510,CS,SC,246371
1510,CS,SCA,199495
1510,EC,BC,240587
1510,EC,MBC,204145
1510,EC,OC,176334
1510,EC,SC,236174
1510,EC,SCA,155250
1510,EE,BC,173925
1510,EE,MBC,238660
1510,EE,OC,221446
1510,EE,SC,248880
1510,IT,BC,227894
1510,IT,MBC,194129
1510,IT,OC,153199
1510,IT,SC,247730
1510,IT,SCA,129514
1510,ME,BC,228339
1510,ME,MBC,240877
1510,ME,OC,230286
1510,ME,SC,236407
1510,ME,SCA,195315
1511,CE,OC,233291
1511,CS,OC,230114
1511,EC,OC,180342
1511,EE,OC,96390
1512,AD,BC,207035
1512,AD,MBC,172866
1512,AD,OC,140596
1512,AD,SC,202501
1512,AD,ST,174270
1512,AM,BC,223969
1512,AM,MBC,162754
1512,AM,OC,149096
1512,AM,SC,243761
1512,CE,OC,250219
1512,CS,BC,170789
1512,CS,MBC,161638
1512,CS,OC,118848
1512,CS,SC,186634
1512,CS,ST,132518
1512,EC,BC,206230
1512,EC,MBC,173444
1512,EC,OC,101450
1512,EC,SC,197526
1512,EE,BC,238918
1512,EE,MBC,196817
1512,EE,OC,175001
1512,EE,SC,224783
1512,IT,BC,182377
1512,IT,MBC,169797
1512,IT,OC,117722
1512,IT,SC,236363
1512,IT,SCA,185275
1512,ME,BC,237449
1512,ME,MBC,232339
1512,ME,OC,208521
1512,SC,BC,217319
1512,SC,MBC,174784
1512,SC,OC,152997
1512,SC,SC,225480
1513,AD,BC,235265
1513,AD,MBC,225633
1513,AD,OC,173459
1513,AD,SC,229258
1513,AD,SCA,251430
1513,CB,BC,234760
1513,CB,MBC,231697
1513,CB,OC,233108
1513,CE,OC,132089
1513,CS,BC,223425
1513,CS,MBC,215599
1513,CS,OC,139566
1513,CS,SC,245928
1513,EC,BC,244699
1513,EC,MBC,244788
1513,EC,OC,194810
1513,EC,SC,155085
1513,EE,OC,153762
1513,IT,BC,233233
1513,IT,MBC,248779
1513,IT,OC,177874
1513,IT,SC,177825
1513,ME,OC,146024
1514,CS,OC,158448
1516,CE,BC,100305
1516,CE,MBC,82124
1516,CE,OC,66849
1516,CE,SC,107881
1516,CE,SCA,127145
1516,CE,ST,103103
1516,CS,BC,26448
1516,CS,MBC,25512
1516,CS,OC,14182
1516,CS,SC,65732
1516,CS,SCA,75999
1516,CS,ST,51304
1516,EC,BC,48425
1516,EC,MBC,37072
1516,EC,OC,27083
1516,EC,SC,75924
1516,EC,SCA,149415
1516,EC,ST,191603
1516,EE,BC,78339
1516,EE,MBC,70887
1516,EE,OC,44355
1516,EE,SC,105612
1516,EE,SCA,163906
1516,EE,ST,102245
1516,ME,BC,105351
1516,ME,MBC,96571
1516,ME,OC,73481
1516,ME,SC,129366
1516,ME,SCA,189131
1516,ME,ST,161996
1516,RM,BC,82031
1516,RM,MBC,62429
1516,RM,OC,42849
1516,RM,SC,102779
1516,RM,SCA,127864
1516,RM,ST,185966
1517,AD,BC,223214
1517,AD,MBC,174463
1517,AD,OC,142327
1517,AD,SC,210111
1517,AD,SCA,233756
1517,AG,OC,221883
1517,CE,OC,246504
1517,CS,BC,246694
1517,CS,MBC,244394
1517,CS,OC,210368
1517,CS,SC,247221
1517,CS,ST,154420
1517,EC,MBC,234344
1517,EC,OC,219134
1517,EC,SC,235204
1517,EE,OC,184186
1517,IT,BC,219190
1517,IT,MBC,219470
1517,IT,OC,164388
1517,IT,SC,204998
1517,ME,OC,242925
1518,AE,OC,105717
1518,AM,BC,248741
1518,AM,MBC,240796
1518,AM,OC,210210
1518,AM,SC,235481
1518,AM,SCA,197112
1518,AU,OC,207498
1518,CE,OC,247329
1518,CS,BC,232038
1518,CS,MBC,235983
1518,CS,OC,201907
1518,CS,SC,241632
1518,CS,SCA,198868
1518,CS,ST,180343
1518,EC,BC,233077
1518,EC,MBC,249016
1518,EC,OC,204256
1518,EC,SC,236702
1518,EE,MBC,237901
1518,EE,OC,241906
1518,EE,SC,236667
1518,EI,OC,194505
1518,IT,BC,240426
1518,IT,MBC,223610
1518,IT,OC,190810
1518,IT,SC,228873
1518,IT,SCA,245582
1518,ME,OC,241076
1519,AD,BC,260063
1519,AD,MBC,181278
1519,AD,OC,150031
1519,AD,SC,194872
1519,AD,SCA,195088
1519,CE,OC,154478
1519,CS,BC,246937
1519,CS,MBC,219527
1519,CS,OC,192641
1519,CS,SC,234823
1519,CS,SCA,217431
1519,CS,ST,161887
1519,EC,BC,246843
1519,EC,MBC,222478
1519,EC,OC,211119
1519,EC,SC,234052
1519,EC,SCA,244947
1519,EE,BC,150624
1519,EE,MBC,246328
1519,EE,OC,234641
1519,EE,SC,248420
1519,IT,BC,244404
1519,IT,MBC,216753
1519,IT,OC,169065
1519,IT,SC,233646
1519,IT,SCA,180826
1519,ME,OC,246726
1520,AD,BC,132524
1520,AD,MBC,109800
1520,AD,OC,54208
1520,AD,SC,208681
1520,AD,SCA,170994
1520,AM,BC,141126
1520,AM,MBC,138837
1520,AM,OC,117160
1520,AM,SC,238370
1520,CB,BC,160961
1520,CB,MBC,155931
1520,CB,OC,131963
1520,CB,SC,138413
1520,CS,BC,186364
1520,CS,MBC,137539
1520,CS,OC,93982
1520,CS,SC,224478
1520,CS,SCA,162344
1520,CS,ST,172348
1520,EC,BC,192672
1520,EC,MBC,131084
1520,EC,OC,79528
1520,EC,SC,229353
1520,EC,SCA,95124
1520,IT,BC,162583
1520,IT,MBC,129896
1520,IT,OC,102232
1520,IT,SC,168924
1520,IT,SCA,154140
1520,ME,BC,194392
1520,ME,MBC,238524
1520,ME,OC,183582
1520,ME,SC,233131
1523,AD,BC,170221
1523,AD,MBC,172202
1523,AD,OC,120360
1523,AD,SC,212314
1523,AD,SCA,220844
1523,AD,ST,204712
1523,AM,BC,210210
1523,AM,MBC,177893
1523,AM,OC,147744
1523,AM,SC,227739
1523,AM,SCA,208961
1523,AU,OC,201478
1523,CS,BC,233991
1523,CS,MBC,197650
1523,CS,OC,169422
1523,CS,SC,244695
1523,CS,SCA,205032
1523,EC,BC,235794
1523,EC,MBC,203432
1523,EC,OC,166960
1523,EC,SC,194525
1523,EC,ST,144170
