college_code,branch_code,community,predicted_closing_rank_2026
2632,IT,MBC,212037
2632,IT,OC,174976
2632,IT,SC,237202
2632,IT,SCA,222258
2632,ME,BC,247187
2632,ME,MBC,245473
2632,ME,OC,243979
2632,ME,SC,247278
2632,ME,SCA,150525
2633,AD,BC,204926
2633,AD,OC,237167
2633,AD,SC,188337
2633,CS,BC,156092
2633,CS,MBC,150987
2633,CS,OC,244597
2633,CS,SC,153963
2633,CS,SCA,144815
2633,EC,OC,232544
2633,EE,OC,170820
2633,ME,OC,241904
2633,SC,OC,243006
2634,AD,BC,247473
2634,AD,MBC,194953
2634,AD,OC,152075
2634,AD,SC,227828
2634,AD,SCA,209650
2634,AE,BC,245921
2634,AE,MBC,223029
2634,AE,OC,160135
2634,AE,SC,232198
2634,AE,SCA,185516
2634,AG,BC,242268
2634,AG,MBC,213931
2634,AG,OC,180197
2634,AG,SC,247500
2634,AG,SCA,207542
2634,AG,ST,146642
2634,AM,BC,232854
2634,AM,MBC,181018
2634,AM,OC,165065
2634,AM,SC,226707
2634,AM,SCA,223779
2634,BM,BC,234790
2634,BM,MBC,227769
2634,BM,OC,158035
2634,BM,SC,242296
2634,BM,SCA,229031
2634,BM,ST,187399
2634,CB,BC,222473
2634,CB,MBC,182944
2634,CB,OC,95846
2634,CB,SC,243684
2634,CB,SCA,184649
2634,CE,BC,250527
2634,CE,MBC,225693
2634,CE,OC,197271
2634,CE,SC,227001
2634,CJ,BC,238745
2634,CJ,MBC,210579
2634,CJ,OC,204393
2634,CJ,SC,237242
2634,CJ,SCA,239678
2634,CS,BC,217209
2634,CS,MBC,180244
2634,CS,OC,143119
2634,CS,SC,243772
2634,CS,SCA,232829
2634,CS,ST,115502
2634,EC,BC,219319
2634,EC,MBC,194217
2634,EC,OC,146129
2634,EC,SC,244454
2634,EC,SCA,250434
2634,EE,BC,244835
2634,EE,MBC,212235
2634,EE,OC,184071
2634,EE,SC,246387
2634,EE,SCA,242499
2634,EE,ST,178328
2634,FD,BC,234183
2634,FD,MBC,195094
2634,FD,OC,136238
2634,FD,SC,185104
2634,FD,SCA,203487
2634,FD,ST,128644
2634,IT,BC,222776
2634,IT,MBC,170201
2634,IT,OC,129625
2634,IT,SC,245168
2634,IT,SCA,228190
2634,ME,BC,240918
2634,ME,MBC,211384
2634,ME,OC,184303
2634,ME,SC,245376
2634,ME,SCA,218798
2634,PC,BC,245124
2634,PC,MBC,232482
2634,PC,OC,194527
2634,PC,SC,241302
2634,SF,BC,245047
2634,SF,MBC,233464
2634,SF,OC,191968
2634,SF,SC,239415
2634,SF,ST,160408
2635,AD,BC,202763
2635,AD,MBC,247081
2635,AD,OC,246882
2635,BM,BC,199448
2635,BM,MBC,153663
2635,BM,OC,222643
2635,CS,BC,167462
2635,CS,MBC,150001
2635,CS,OC,251089
2635,EC,BC,224981
2635,EC,MBC,234759
2635,EC,OC,213982
2635,EE,BC,239046
2635,EE,MBC,174540
2635,EE,OC,243887
2635,ME,MBC,195679
2635,ME,OC,233722
2635,SC,BC,238915
2635,SC,MBC,234304
2635,SC,OC,232776
2636,AD,BC,243253
2636,AD,MBC,210368
2636,AD,OC,163725
2636,AD,SC,237283
2636,AD,SCA,243212
2636,AD,ST,193227
2636,AM,BC,230325
2636,AM,MBC,210673
2636,AM,OC,173697
2636,AM,SC,225788
2636,AM,SCA,184370
2636,AM,ST,182561
2636,BM,BC,247121
2636,BM,MBC,216721
2636,BM,OC,166448
2636,BM,SC,207430
2636,BM,SCA,191272
2636,CE,BC,238912
2636,CE,MBC,220223
2636,CE,OC,169491
2636,CE,SC,203080
2636,CE,SCA,244303
2636,CE,ST,152801
2636,CS,BC,247960
2636,CS,MBC,216630
2636,CS,OC,152329
2636,CS,SC,233315
2636,CS,SCA,245541
2636,CS,ST,162562
2636,EC,BC,230650
2636,EC,MBC,176457
2636,EC,OC,141689
2636,EC,SC,210988
2636,EC,SCA,221857
2636,EC,ST,204078
2636,EE,BC,241843
2636,EE,MBC,213442
2636,EE,OC,195173
2636,EE,SC,229697
2636,EE,SCA,211588
2636,IT,BC,251398
2636,IT,MBC,216616
2636,IT,OC,183358
2636,IT,SC,234704
2636,IT,SCA,201784
2636,IT,ST,190466
2636,ME,BC,246071
2636,ME,MBC,217260
2636,ME,OC,195617
2636,ME,SC,229004
2636,ME,SCA,235949
2638,CS,BC,245958
2638,CS,MBC,240657
2638,CS,OC,215383
2638,CS,SC,241667
2638,CS,SCA,242477
2638,CS,ST,154915
2638,EC,BC,193361
2638,EC,MBC,240776
2638,EC,OC,151999
2638,EC,SC,245269
2638,EC,SCA,153480
2638,EC,ST,195655
2638,EE,OC,185884
2638,IT,BC,206594
2638,IT,MBC,249488
2638,IT,OC,242555
2638,IT,SC,237281
2638,IT,SCA,251035
2639,AD,BC,244816
2639,AD,MBC,210351
2639,AD,OC,175722
2639,AD,SC,241902
2639,AD,SCA,247570
2639,AD,ST,183354
2639,CS,BC,248271
2639,CS,MBC,208119
2639,CS,OC,169621
2639,CS,SC,247737
2639,CS,SCA,246795
2639,CS,ST,208158
2639,EC,BC,246512
2639,EC,MBC,203825
2639,EC,OC,168147
2639,EC,SC,233814
2639,EC,SCA,201867
2639,EC,ST,249136
2639,EE,BC,242628
2639,EE,MBC,214991
2639,EE,OC,203534
2639,EE,SC,197248
2639,IT,BC,232928
2639,IT,MBC,201445
2639,IT,OC,147232
2639,IT,SC,250665
2639,IT,SCA,161026
2639,ME,BC,246164
2639,ME,MBC,229564
2639,ME,OC,209894
2639,ME,SC,208272
2639,SC,BC,232312
2639,SC,MBC,194973
2639,SC,OC,149533
2639,SC,SC,196879
2639,SC,ST,211475
2640,AD,BC,219894
2640,AD,MBC,244293
2640,AD,OC,182673
2640,AD,SC,207161
2640,AD,SCA,220729
2640,AG,OC,182464
2640,CE,MBC,237987
2640,CE,OC,242277
2640,CE,SC,237783
2640,CS,BC,232995
2640,CS,MBC,247742
2640,CS,OC,218555
2640,CS,SC,247819
2640,CS,SCA,203894
2640,CS,ST,190839
2640,EC,BC,220477
2640,EC,MBC,235018
2640,EC,OC,188674
2640,EC,SC,252103
2640,EE,MBC,238747
2640,EE,OC,244859
2640,IT,BC,259056
2640,IT,MBC,252444
2640,IT,OC,235869
2640,IT,SC,255043
2640,ME,MBC,239149
2640,ME,OC,240447
2641,AD,BC,247908
2641,AD,MBC,243691
2641,AD,OC,213101
2641,AD,SC,154415
2641,CE,OC,229675
2641,CS,MBC,244146
2641,CS,OC,224481
2641,CS,SC,155249
2641,EC,BC,236834
2641,EC,MBC,236240
2641,EC,OC,224054
2641,EE,MBC,235521
2641,EE,OC,241829
2641,IT,BC,151659
2641,IT,MBC,248142
2641,IT,OC,248901
2641,IT,SC,151374
2641,ME,MBC,238309
2641,ME,OC,245531
2642,AD,BC,185581
2642,AD,MBC,135769
2642,AD,OC,100260
2642,AD,SC,167899
2642,AD,SCA,235651
2642,BM,BC,236227
2642,BM,MBC,177643
2642,BM,OC,175926
2642,BM,SC,204447
2642,CE,BC,244737
2642,CE,MBC,188130
2642,CE,OC,180659
2642,CE,SC,215338
2642,CE,SCA,228483
2642,CS,BC,226169
2642,CS,MBC,140116
2642,CS,OC,118519
2642,CS,SC,236395
2642,CS,SCA,156254
2642,CS,ST,175098
2642,EC,BC,226881
2642,EC,MBC,144504
2642,EC,OC,138461
2642,EC,SC,202684
2642,EC,SCA,137261
2642,EE,BC,226338
2642,EE,MBC,180103
2642,EE,OC,169945
2642,EE,SC,215339
2642,EE,SCA,235784
2642,IT,BC,229421
2642,IT,MBC,151232
2642,IT,OC,138231
2642,IT,SC,189553
2642,IT,SCA,218444
2642,IT,ST,238062
2642,ME,BC,239797
2642,ME,MBC,204927
2642,ME,OC,187101
2642,ME,SC,244077
2642,ME,SCA,218623
2642,SC,BC,235769
2642,SC,MBC,177387
2642,SC,OC,152808
2642,SC,SC,221014
2642,SC,SCA,240781
2642,SC,ST,217571
2643,AD,BC,246778
2643,AD,MBC,223758
2643,AD,OC,146929
2643,AD,SC,249266
2643,AD,SCA,222876
2643,AD,ST,211580
2643,CS,BC,222009
2643,CS,MBC,223409
2643,CS,OC,138934
2643,CS,SC,245348
2643,CS,SCA,215957
2643,CS,ST,161493
2643,EC,BC,236442
2643,EC,MBC,231566
2643,EC,OC,157918
2643,EC,SC,244683
2643,EC,SCA,210898
2643,EE,BC,228896
2643,EE,MBC,238752
2643,EE,OC,219301
2643,EE,SC,243823
2643,EE,ST,133080
2643,IT,BC,224933
2643,IT,MBC,184113
2643,IT,OC,130592
2643,IT,SC,220527
2643,SC,BC,243365
2643,SC,MBC,232058
2643,SC,OC,185312
2643,SC,SC,248285
2643,SC,SCA,190953
2646,AD,BC,242536
2646,AD,MBC,246841
2646,AD,OC,213399
2646,AD,SC,238547
2646,AD,SCA,129648
2646,AM,BC,192834
2646,AM,MBC,195575
2646,AM,OC,190016
2646,AM,SC,228161
2646,CE,OC,217397
2646,CS,BC,246804
2646,CS,MBC,246913
2646,CS,OC,195605
2646,CS,SC,245629
2646,CS,SCA,145968
2646,CS,ST,204611
2646,EC,BC,240424
2646,EC,MBC,237530
2646,EC,OC,176647
2646,EC,SC,243166
2646,EC,SCA,245789
2646,EE,BC,213546
2646,EE,MBC,208264
2646,EE,OC,246565
2646,EE,SC,155979
2646,EE,SCA,146593
2646,IT,BC,234210
2646,IT,MBC,226631
2646,IT,OC,172796
2646,IT,SC,221383
2646,IT,SCA,230473
2646,ME,BC,155837
2646,ME,MBC,156162
2646,ME,OC,246672
2646,ME,SC,155594
2647,CS,BC,224624
2647,CS,MBC,215035
2647,CS,OC,151655
2647,CS,SC,241894
2647,CS,SCA,164118
2647,EC,BC,239948
2647,EC,MBC,206149
2647,EC,OC,172405
2647,EC,SC,237467
2647,EC,SCA,240577
2647,EE,BC,238238
2647,EE,MBC,215745
2647,EE,OC,185074
2647,EE,SC,235748
2647,IT,BC,232613
2647,IT,MBC,215839
2647,IT,OC,167360
2647,IT,SC,244602
2647,IT,SCA,165290
2647,ME,BC,238517
2647,ME,MBC,238678
2647,ME,OC,237752
2648,AD,BC,224169
2648,AD,MBC,151661
2648,AD,OC,120825
2648,AD,SC,163364
2648,AD,SCA,186736
2648,AU,BC,234058
2648,AU,MBC,251499
2648,AU,OC,239318
2648,AU,SC,252001
2648,AU,SCA,233635
2648,AU,ST,236350
2648,BM,BC,244785
2648,BM,MBC,232995
2648,BM,OC,191842
2648,BM,SC,232588
2648,BM,SCA,206509
2648,BM,ST,213810
2648,CE,BC,226718
2648,CE,MBC,238176
2648,CE,OC,228183
2648,CE,SC,236519
2648,CE,SCA,232835
2648,CE,ST,221813
2648,CS,BC,222751
2648,CS,MBC,165291
2648,CS,OC,111628
2648,CS,SC,192434
2648,CS,SCA,207936
2648,EC,BC,232705
2648,EC,MBC,193148
2648,EC,OC,159059
2648,EC,SC,216499
2648,EC,SCA,210540
2648,EC,ST,142651
2648,EE,BC,246370
2648,EE,MBC,223565
2648,EE,OC,190404
2648,EE,SC,225149
2648,EE,SCA,212074
2648,EE,ST,197792
2648,IT,BC,205809
2648,IT,MBC,179776
2648,IT,OC,138435
2648,IT,SC,176031
2648,IT,SCA,171973
2648,IT,ST,156521
2648,ME,BC,239589
2648,ME,MBC,243075
2648,ME,OC,212191
2648,ME,SC,243435
2648,ME,SCA,224763
2650,AD,BC,247798
2650,AD,MBC,235129
2650,AD,OC,185359
2650,AD,SC,244301
2650,AD,SCA,239486
2650,AD,ST,152754
2650,AM,BC,236768
2650,AM,MBC,235575
2650,AM,OC,197356
2650,AM,SC,237811
2650,AM,SCA,235885
2650,CE,OC,128024
2650,CS,BC,247795
2650,CS,MBC,248015
2650,CS,OC,184448
2650,CS,SC,245971
2650,CS,SCA,249199
2650,CS,ST,193349
2650,EC,BC,231192
2650,EC,MBC,247171
2650,EC,OC,202620
2650,EC,SC,247492
2650,EC,SCA,249329
2650,EC,ST,224115
2650,EE,BC,193472
2650,EE,MBC,154309
2650,EE,OC,223478
2650,EE,SC,195692
2650,IT,BC,245922
2650,IT,MBC,239010
2650,IT,OC,162831
2650,IT,SC,220620
2650,IT,SCA,213008
2650,ME,BC,238450
2650,ME,MBC,247608
2650,ME,OC,236549
2650,ME,SC,248520
2650,ME,SCA,237156
2651,AD,BC,220561
2651,AD,MBC,224595
2651,AD,OC,156751
2651,AD,SC,239512
2651,AD,SCA,217155
2651,CE,BC,248054
2651,CE,MBC,240772
2651,CE,OC,187595
2651,CE,SC,234307
2651,CE,SCA,174236
2651,CS,BC,187260
2651,CS,MBC,224607
2651,CS,OC,132799
2651,CS,SC,248543
2651,CS,SCA,231329
2651,CS,ST,215762
2651,EC,BC,187574
2651,EC,MBC,178007
2651,EC,OC,115679
2651,EC,SC,211747
2651,EC,SCA,143450
2651,EE,BC,205237
2651,EE,MBC,213330
2651,EE,OC,175301
2651,EE,SC,243034
2651,EE,SCA,155866
2651,FT,BC,247308
2651,FT,MBC,228351
2651,FT,OC,187750
2651,FT,SC,243102
2651,FT,SCA,229249
2651,IT,BC,180288
2651,IT,MBC,226566
2651,IT,OC,128519
2651,IT,SC,222856
2651,IT,SCA,218307
2651,ME,BC,211476
2651,ME,MBC,215938
2651,ME,OC,189332
2651,ME,SC,247342
2651,ME,SCA,226712
2652,AD,BC,212395
2652,AD,MBC,178562
2652,AD,OC,161098
2652,AD,SC,179544
2652,AD,SCA,182132
2652,CS,BC,243810
2652,CS,MBC,244732
2652,CS,OC,164355
2652,CS,SC,234383
2652,CS,SCA,203985
2652,EC,BC,206758
2652,EC,MBC,239534
2652,EC,OC,196496
2652,EC,SC,156250
2652,EC,SCA,143538
2652,EE,BC,244539
2652,EE,OC,196076
2652,IT,BC,233204
2652,IT,MBC,237670
2652,IT,OC,184890
2652,IT,SC,208897
2652,IT,SCA,172696
2652,ME,BC,227249
2652,ME,MBC,238877
2652,ME,OC,232112
2653,AD,BC,96861
2653,AD,MBC,97331
2653,AD,OC,59984
2653,AD,SC,250442
2653,AD,SCA,211508
2653,AD,ST,171423
2653,CB,BC,143563
2653,CB,MBC,98822
2653,CB,OC,78187
2653,CB,SC,233882
2653,CE,BC,231177
2653,CE,MBC,138199
2653,CE,OC,101481
2653,CE,SC,225729
2653,CE,SCA,166271
2653,CS,BC,129314
2653,CS,MBC,74934
2653,CS,OC,53829
2653,CS,SC,246839
2653,CS,SCA,174477
2653,CS,ST,221932
2653,EC,BC,138432
2653,EC,MBC,96527
2653,EC,OC,58773
2653,EC,SC,223277
2653,EC,SCA,232608
2653,EC,ST,189483
2653,EE,BC,190167
2653,EE,MBC,101213
2653,EE,OC,87357
2653,EE,SC,236739
2653,EE,SCA,266758
2653,EX,BC,144251
2653,EX,MBC,99264
2653,EX,OC,87592
2653,EX,SC,206902
2653,IT,BC,102216
2653,IT,MBC,96685
2653,IT,OC,75624
2653,IT,SC,244576
2653,IT,SCA,216142
2653,IT,ST,135739
2653,ME,BC,233508
2653,ME,MBC,159788
2653,ME,OC,124079
2653,ME,SC,250356
2653,ME,SCA,246167
2656,AD,BC,134332
2656,AD,MBC,135525
2656,AD,OC,55665
2656,AD,SC,185147
2656,AD,SCA,154816
2656,AM,BC,145140
2656,AM,MBC,145352
2656,AM,OC,131922
2656,AM,SC,202357
2656,AM,SCA,111465
2656,AM,ST,215791
2656,CE,BC,184618
2656,CE,MBC,150005
2656,CE,OC,126531
2656,CE,SC,163762
2656,CE,SCA,128367
2656,CE,ST,195471
2656,CS,BC,107341
2656,CS,MBC,134969
2656,CS,OC,38007
2656,CS,SC,193747
2656,CS,SCA,160304
2656,CS,ST,134967
2656,EC,BC,110280
2656,EC,MBC,135869
2656,EC,OC,55476
2656,EC,SC,163179
2656,EC,SCA,109819
2656,EE,BC,147472
2656,EE,MBC,146105
2656,EE,OC,104047
2656,EE,SC,187936
2656,EE,SCA,146442
2656,EE,ST,196004
2656,IT,BC,126975
2656,IT,MBC,145732
2656,IT,OC,71452
2656,IT,SC,194341
2656,IT,SCA,125446
2656,ME,BC,181440
2656,ME,MBC,174264
2656,ME,OC,146794
2656,ME,SC,204764
2656,ME,SCA,169624
2656,SC,BC,139239
2656,SC,MBC,139496
2656,SC,OC,108928
2656,SC,SC,201229
2656,SC,SCA,178831
2658,BM,OC,202168
2658,CE,OC,206578
2658,CS,BC,150545
2658,CS,MBC,148729
2658,CS,OC,181979
2658,CS,SC,153209
2658,CS,SCA,195027
2658,EC,BC,141949
2658,EC,MBC,151531
2658,EC,OC,244441
2658,EC,SC,149958
2658,EC,SCA,142369
2658,EE,OC,202197
2658,IT,BC,190540
2658,IT,MBC,188082
2658,IT,OC,187261
2658,IT,SC,186184
2658,IT,SCA,184213
2658,ME,OC,182724
2659,AD,BC,239524
2659,AD,MBC,239778
2659,AD,OC,155062
2659,AD,SC,220457
2659,AD,SCA,132470
2659,BM,BC,246474
2659,BM,MBC,246846
2659,BM,OC,211216
2659,BM,SC,232982
2659,BM,SCA,240541
2659,BT,BC,247241
2659,BT,MBC,247633
2659,BT,OC,219696
2659,BT,SC,246881
2659,BT,SCA,205623
2659,CE,OC,237996
2659,CS,BC,239747
2659,CS,MBC,247297
2659,CS,OC,204240
2659,CS,SC,245985
2659,CS,SCA,230569
2659,CS,ST,158336
2659,EC,BC,239066
2659,EC,MBC,235066
2659,EC,OC,203502
2659,EC,SC,236633
2659,EC,SCA,214979
2659,EC,ST,218124
2659,EE,BC,201755
2659,EE,MBC,245601
2659,EE,OC,240308
2659,EE,SC,243646
2659,EE,ST,197015
2659,IT,BC,243116
2659,IT,MBC,246577
2659,IT,OC,202095
2659,IT,SC,246534
2659,IT,SCA,212718
2659,IT,ST,200474
2659,ME,BC,207460
2659,ME,MBC,208476
2659,ME,OC,240010
2659,ME,SC,211018
2659,ME,SCA,179750
2659,ME,ST,167645
2661,AD,BC,107265
2661,AD,MBC,86409
2661,AD,OC,47690
2661,AD,SC,169999
2661,AD,SCA,50157
2661,AG,BC,201958
2661,AG,MBC,120205
2661,AG,OC,111589
2661,AG,SC,182217
2661,AG,SCA,122945
2661,CE,BC,158280
2661,CE,MBC,185856
2661,CE,OC,132081
2661,CE,SC,194661
2661,CE,SCA,171498
2661,CS,BC,164293
2661,CS,MBC,133802
2661,CS,OC,67115
2661,CS,SC,198045
2661,CS,SCA,135519
2661,CS,ST,152078
2661,EC,BC,103862
2661,EC,MBC,110978
2661,EC,OC,52046
2661,EC,SC,131226
2661,EC,SCA,98855
2661,EC,ST,143369
2661,IT,BC,173522
2661,IT,MBC,99557
2661,IT,OC,96575
2661,IT,SC,164723
2661,IT,SCA,107846
2665,AE,BC,152374
2665,AE,OC,146539
2665,AE,SC,155730
2665,CE,BC,146361
2665,CE,OC,140916
2665,CE,SC,153726
2665,CE,SCA,145231
2665,CS,BC,135767
2665,CS,MBC,117333
2665,CS,OC,101314
2665,CS,SC,152697
2665,CS,SCA,138274
2665,ME,OC,155853
2673,AD,BC,128741
2673,AD,MBC,152876
2673,AD,OC,80629
2673,AD,SC,192185
2673,AD,SCA,163178
2673,AD,ST,168282
2673,AM,BC,159366
2673,AM,MBC,138637
2673,AM,OC,107963
2673,AM,SC,213614
2673,AM,SCA,196815
2673,AM,ST,169867
2673,CE,BC,222259
2673,CE,MBC,200210
2673,CE,OC,190106
2673,CE,SC,204691
2673,CE,SCA,193774
2673,CS,BC,234580
2673,CS,MBC,133452
2673,CS,OC,71896
2673,CS,SC,172797
2673,CS,SCA,235937
2673,CS,ST,79969
2673,EC,BC,234266
2673,EC,MBC,159424
2673,EC,OC,119408
2673,EC,SC,222156
2673,EC,SCA,199186
2673,EC,ST,225073
2673,EE,BC,240169
2673,EE,MBC,177250
2673,EE,OC,147886
2673,EE,SC,221263
2673,EE,SCA,230015
2673,IT,BC,238188
2673,IT,MBC,139010
2673,IT,OC,105232
2673,IT,SC,198090
2673,IT,SCA,162382
2673,IT,ST,172338
2673,ME,BC,242558
2673,ME,MBC,181898
2673,ME,OC,165105
2673,ME,SC,225398
2673,ME,SCA,211850
2673,SC,BC,192993
2673,SC,MBC,138341
2673,SC,OC,96883
2673,SC,SC,199448
2673,SC,SCA,185923
2673,SC,ST,123263
2683,AD,BC,230476
2683,AD,MBC,240174
2683,AD,OC,194990
2683,AD,SC,238946
2683,AG,OC,246318
2683,BM,BC,153609
2683,BM,MBC,244687
2683,BM,OC,233529
2683,BM,SC,246961
2683,BM,SCA,243935
2683,BM,ST,149219
2683,CS,BC,223742
2683,CS,MBC,231333
2683,CS,OC,207260
2683,CS,SC,240334
2683,CS,SCA,176328
2683,CS,ST,228516
2683,EC,OC,238532
2683,EE,BC,198845
2683,EE,MBC,247596
2683,EE,OC,242743
2683,EE,SC,174252
2683,IT,BC,238606
2683,IT,MBC,246181
2683,IT,OC,202400
2683,IT,SC,240421
2683,IT,SCA,172729
2683,IT,ST,244101
2683,ME,OC,229524
2702,AD,BC,52066
2702,AD,MBC,40382
2702,AD,OC,23936
2702,AD,SC,145376
2702,AD,SCA,128397
2702,AD,ST,213031
2702,AG,BC,69937
2702,AG,MBC,78045
2702,AG,OC,52391
2702,AG,SC,158032
2702,AG,SCA,112892
2702,AG,ST,169419
2702,AL,BC,39114
2702,AL,MBC,39588
2702,AL,OC,26079
2702,AL,SC,145063
2702,AL,SCA,130212
2702,AL,ST,221932
2702,BM,BC,78624
2702,BM,MBC,80017
2702,BM,OC,49060
2702,BM,SC,145398
2702,BM,SCA,102080
2702,BT,BC,87231
2702,BT,MBC,79511
2702,BT,OC,43872
2702,BT,SC,213633
2702,BT,SCA,119409
2702,CB,BC,19859
2702,CB,MBC,34816
2702,CB,OC,24632
2702,CB,SC,123668
2702,CB,SCA,120666
2702,CB,ST,182423
2702,CD,BC,39516
2702,CD,MBC,28475
2702,CD,OC,19044
2702,CD,SC,117594
2702,CD,SCA,136961
2702,CE,BC,71724
2702,CE,MBC,79990
2702,CE,OC,65257
2702,CE,SC,208773
2702,CS,BC,34407
2702,CS,MBC,32248
2702,CS,OC,15143
2702,CS,SC,126059
2702,CS,SCA,110995
2702,CS,ST,169467
2702,CT,BC,44431
2702,CT,MBC,37579
2702,CT,OC,21698
2702,CT,SC,126755
2702,CT,SCA,130937
2702,EC,BC,35177
2702,EC,MBC,36129
2702,EC,OC,17915
2702,EC,SC,131440
2702,EC,SCA,117344
2702,EC,ST,144925
2702,EE,BC,56290
2702,EE,MBC,44850
2702,EE,OC,34277
2702,EE,SC,156884
2702,EE,SCA,149994
2702,EE,ST,148456
2702,EI,BC,37562
2702,EI,MBC,50313
2702,EI,OC,35044
2702,EI,SC,181111
2702,EI,SCA,139212
2702,EI,ST,215443
2702,FD,BC,200688
2702,FD,MBC,76178
2702,FD,OC,44869
2702,FD,SC,154638
2702,FD,SCA,79592
2702,FT,BC,120517
2702,FT,MBC,128275
2702,FT,OC,102983
2702,FT,SC,135578
2702,IT,BC,48999
2702,IT,MBC,38977
2702,IT,OC,24692
2702,IT,SC,155722
2702,IT,SCA,155334
2702,IT,ST,209903
2702,MC,BC,68609
2702,MC,MBC,38547
2702,MC,OC,64191
2702,ME,BC,56960
2702,ME,MBC,61412
2702,ME,OC,44336
2702,ME,SC,159183
2702,ME,SCA,193132
2702,MZ,BC,55938
2702,MZ,MBC,51270
2702,MZ,OC,38296
2702,MZ,SC,189857
2702,MZ,SCA,201218
2702,SE,BC,10671
2702,SE,MBC,45205
2702,SE,OC,7719
2702,SE,SC,148027
2702,SE,SCA,159307
2702,TX,BC,130441
2702,TX,MBC,110764
2702,TX,OC,73055
2702,TX,SC,93445
2704,AD,BC,107969
2704,AD,MBC,99226
2704,AD,OC,57219
2704,AD,SC,187143
2704,AD,SCA,245877
2704,AM,BC,76062
2704,AM,MBC,93429
2704,AM,OC,51825
2704,AM,SC,182922
2704,AM,SCA,113312
2704,CE,BC,152693
2704,CE,MBC,153830
2704,CE,OC,120188
2704,CE,SC,200817
2704,CS,BC,83286
2704,CS,MBC,92843
2704,CS,OC,47620
2704,CS,SC,140647
2704,CS,SCA,130251
2704,CS,ST,211455
2704,EC,BC,89259
2704,EC,MBC,73620
2704,EC,OC,50890
2704,EC,SC,183154
2704,EC,SCA,132367
2704,EE,BC,105322
2704,EE,MBC,114828
2704,EE,OC,86887
2704,EE,SC,216133
2704,EE,SCA,99249
2704,EV,BC,81841
2704,EV,MBC,95191
2704,EV,OC,88738
2704,EV,SC,214789
2704,IT,BC,100265
2704,IT,MBC,99202
2704,IT,OC,70517
2704,IT,SC,178967
2704,IT,SCA,200880
2704,ME,BC,170912
2704,ME,MBC,183672
2704,ME,OC,134106
2704,ME,SC,238756
2704,ME,SCA,146960
2704,MZ,BC,136738
2704,MZ,MBC,200051
2704,MZ,OC,97618
2704,MZ,SC,243879
2704,MZ,SCA,244532
2704,SC,BC,99213
2704,SC,MBC,93553
2704,SC,OC,61330
2704,SC,SC,205152
2704,SC,SCA,202017
2705,AD,BC,245560
2705,AD,MBC,250203
2705,AD,OC,126635
2705,AD,SC,213008
2705,AD,SCA,231434
2705,AD,ST,153466
2705,AM,BC,252945
2705,AM,MBC,227628
2705,AM,OC,201587
2705,AM,SC,221436
2705,CE,OC,185010
2705,CS,BC,209731
2705,CS,MBC,196380
2705,CS,OC,249680
2705,CS,SC,210329
2705,EC,BC,238901
2705,EC,MBC,236361
2705,EC,OC,211066
2705,EE,OC,93795
2705,IT,BC,246797
2705,IT,MBC,236447
2705,IT,OC,245951
2705,IT,SC,255436
2705,ME,OC,246831
2705,SC,BC,252123
2705,SC,MBC,234390
2705,SC,OC,210679
2705,SC,SC,241298
2706,AD,BC,35382
2706,AD,MBC,43803
2706,AD,OC,25420
2706,AD,SC,162110
2706,AD,SCA,117707
2706,AD,ST,136252
2706,AM,BC,33318
2706,AM,MBC,46435
2706,AM,OC,24725
2706,AM,SC,150193
2706,AM,SCA,164367
2706,AM,ST,143863
2706,AU,BC,114488
2706,AU,MBC,132741
2706,AU,OC,75020
2706,AU,SC,235983
2706,AU,SCA,179976
2706,CE,BC,102834
2706,CE,MBC,129868
2706,CE,OC,66913
2706,CE,SC,202653
2706,CE,SCA,172045
2706,CE,ST,161233
2706,CS,BC,40350
2706,CS,MBC,45553
2706,CS,OC,18170
2706,CS,SC,145530
2706,CS,SCA,169631
2706,CS,ST,127802
2706,EA,BC,103405
2706,EA,MBC,55668
2706,EA,OC,41195
2706,EA,SC,197066
2706,EA,SCA,162375
2706,EC,BC,36514
2706,EC,MBC,41020
2706,EC,OC,20273
2706,EC,SC,145447
2706,EC,SCA,112190
2706,EC,ST,164611
2706,EE,BC,52375
2706,EE,MBC,62344
2706,EE,OC,38619
2706,EE,SC,217550
2706,EE,SCA,234889
2706,EV,BC,43754
2706,EV,MBC,52914
2706,EV,OC,34100
2706,EV,SC,129483
2706,EV,SCA,163223
2706,IT,BC,42591
2706,IT,MBC,49739
2706,IT,OC,27541
2706,IT,SC,157347
2706,IT,SCA,201045
2706,IT,ST,129823
2706,ME,BC,73961
2706,ME,MBC,68579
2706,ME,OC,50441
2706,ME,SC,234556
2706,ME,SCA,167449
2706,SC,BC,38432
2706,SC,MBC,39910
2706,SC,OC,27357
2706,SC,SC,146142
2706,SC,SCA,183024
2707,AD,BC,209969
2707,AD,MBC,166392
2707,AD,OC,118422
2707,AD,SC,234461
2707,AD,SCA,193756
2707,AD,ST,189323
2707,AG,BC,234528
2707,AG,MBC,241192
2707,AG,OC,198326
2707,AG,SC,247021
2707,AG,SCA,235402
2707,AG,ST,146087
2707,AM,BC,175027
2707,AM,MBC,186055
2707,AM,OC,124868
2707,AM,SC,249707
2707,AM,SCA,240475
2707,BM,BC,239560
2707,BM,MBC,225340
2707,BM,OC,176131
2707,BM,SC,243618
2707,BM,SCA,219783
2707,BM,ST,235841
2707,BT,BC,242460
