application_id,name,rank,community,aggregate
361024,,1,BC,200.0
282203,,2,SC,200.0
335378,,3,BC,200.0
389744,,4,MBC,200.0
290528,,5,BC,200.0
202640,,6,OC,200.0
384043,,7,BC,200.0
305043,,8,BC,200.0
285039,,9,MBC,200.0
425943,,10,MBC,200.0
370073,,11,MBC,200.0
432244,,12,BC,200.0
304503,,13,MBC,200.0
217561,,14,OC,200.0
354505,,15,OC,200.0
408452,,16,BC,200.0
253940,,17,MBC,200.0
500726,,18,SC,200.0
472946,,19,BC,200.0
304581,,20,MBC,200.0
377094,,21,OC,200.0
365793,,22,MBC,200.0
490218,,23,SC,200.0
209075,,24,BC,200.0
451654,,25,BC,200.0
381320,,26,MBC,200.0
397377,,27,MBC,200.0
475734,,28,BC,200.0
290886,,29,BC,200.0
397746,,30,OC,200.0
471129,,31,BC,200.0
204465,,32,BC,200.0
380296,,33,BC,200.0
227180,,34,BC,200.0
289313,,35,BC,200.0
442116,,36,BC,200.0
417574,,37,BC,200.0
329557,,38,BC,200.0
481505,,39,OC,200.0
300538,,40,MBC,200.0
225025,,41,BC,200.0
416011,,42,BC,200.0
426584,,43,OC,200.0
267441,,44,BC,200.0
421495,,45,BC,200.0
214040,,46,BC,200.0
473607,,47,BC,200.0
269637,,48,BCM,200.0
209701,,49,BC,200.0
307888,,50,BC,200.0
426087,,51,BC,200.0
396299,,52,BC,200.0
437184,,53,OC,199.667
333733,,54,MBC,199.667
245439,,55,BC,199.667
431001,,56,MBC,199.5
309050,,57,BC,199.5
241550,,58,BC,199.5
351232,,59,MBC,199.5
307740,,60,BC,199.5
480359,,61,BC,199.5
259827,,62,OC,199.5
444968,,63,BCM,199.5
341085,,64,MBC,199.5
496454,,65,BC,199.5
247766,,66,BC,199.5
307811,,67,BC,199.5
221661,,68,BC,199.5
426885,,69,MBC,199.5
351119,,70,BC,199.5
283725,,71,BC,199.5
470369,,72,BC,199.5
206575,,73,BC,199.5
202746,,74,OC,199.5
335267,,75,BC,199.5
375258,,76,MBC,199.5
408512,,77,BC,199.5
406580,,78,SC,199.5
462274,,79,BC,199.5
364610,,80,SC,199.5
296086,,81,BC,199.5
456613,,82,BC,199.5
483476,,83,MBC,199.5
407869,,84,BC,199.5
259662,,85,BC,199.5
502280,,86,BC,199.5
327752,,87,BC,199.5
343409,,88,MBC,199.5
365162,,89,BC,199.5
396666,,90,MBC,199.5
391809,,91,BC,199.5
434275,,92,MBC,199.5
343847,,93,MBC,199.5
310376,,94,BC,199.5
220877,,95,MBC,199.5
369122,,96,BC,199.5
412814,,97,BC,199.5
410625,,98,MBC,199.5
361205,,99,BC,199.5
305848,,100,BC,199.5
470865,,101,MBC,199.5
456892,,102,BC,199.5
350706,,103,BC,199.5
497910,,104,BC,199.5
371814,,105,BC,199.5
449802,,106,MBC,199.5
292498,,107,BC,199.5
217403,,108,BC,199.5
447531,,109,BC,199.5
398182,,110,BC,199.5
319936,,111,BC,199.5
452290,,112,BC,199.333
436571,,113,BC,199.333
431527,,114,OC,199.333
260171,,115,OC,199.333
474333,,116,BC,199.333
330612,,117,BC,199.333
271171,,118,BC,199.333
359019,,119,BC,199.0
306898,,120,BC,199.0
228445,,121,BC,199.0
427699,,122,BC,199.0
408563,,123,MBC,199.0
326871,,124,MBC,199.0
493612,,125,BC,199.0
318414,,126,BC,199.0
389555,,127,BC,199.0
434076,,128,OC,199.0
457020,,129,BC,199.0
418223,,130,BC,199.0
443413,,131,BC,199.0
219081,,132,BC,199.0
478883,,133,BC,199.0
208152,,134,BC,199.0
430516,,135,BC,199.0
400466,,136,SC,199.0
251846,,137,BC,199.0
385421,,138,MBC,199.0
309111,,139,BC,199.0
472911,,140,BC,199.0
307621,,141,BC,199.0
320784,,142,MBC,199.0
340824,,143,BC,199.0
296545,,144,BC,199.0
220755,,145,MBC,199.0
342480,,146,BCM,199.0
379813,,147,OC,199.0
266860,,148,BC,199.0
427723,,149,SC,199.0
268924,,150,BC,199.0
235274,,151,BC,199.0
265763,,152,OC,199.0
486179,,153,BC,199.0
403085,,154,BC,199.0
303251,,155,BC,199.0
207122,,156,BC,199.0
460300,,157,BC,199.0
414466,,158,MBC,199.0
452524,,159,BC,199.0
434796,,160,BC,199.0
205381,,161,OC,199.0
264031,,162,BC,199.0
388310,,163,OC,199.0
378831,,164,BC,199.0
364924,,165,SC,199.0
407207,,166,BC,199.0
410327,,167,BC,199.0
417940,,168,BC,199.0
231676,,169,BC,199.0
384780,,170,OC,199.0
285041,,171,BC,199.0
320742,,172,MBC,199.0
470084,,173,BC,199.0
353430,,174,BC,199.0
228288,,175,BC,199.0
493728,,176,BC,199.0
326456,,177,BC,199.0
456183,,178,BC,199.0
365954,,179,BC,199.0
444983,,180,OC,199.0
212853,,181,BC,199.0
393420,,182,BC,199.0
497411,,183,MBC,199.0
323755,,184,BC,199.0
309942,,185,BC,199.0
398020,,186,OC,199.0
445083,,187,BC,199.0
258850,,188,MBC,199.0
416094,,189,BC,199.0
388841,,190,BC,199.0
489509,,191,BC,199.0
388672,,192,OC,199.0
230384,,193,BC,199.0
233694,,194,BC,199.0
224663,,195,BC,199.0
205631,,196,BC,199.0
385413,,197,BC,199.0
291194,,198,BC,199.0
201650,,199,BC,199.0
416014,,200,MBC,199.0
495011,,201,MBC,199.0
306528,,202,BC,199.0
263404,,203,BCM,199.0
273525,,204,BC,199.0
469624,,205,SC,199.0
364913,,206,MBC,199.0
245897,,207,BC,199.0
230729,,208,MBC,199.0
434510,,209,MBC,199.0
309344,,210,BCM,199.0
239808,,211,BC,199.0
466122,,212,BC,199.0
211993,,213,BC,198.667
474114,,214,BC,198.667
453308,,215,BC,198.5
331359,,216,BC,198.5
219071,,217,BC,198.5
375527,,218,MBC,198.5
207654,,219,BCM,198.5
309791,,220,BC,198.5
417287,,221,MBC,198.5
202312,,222,MBC,198.5
475495,,223,MBC,198.5
238098,,224,MBC,198.5
298137,,225,BC,198.5
310759,,226,BC,198.5
262052,,227,BCM,198.5
421900,,228,BC,198.5
501151,,229,MBC,198.5
348235,,230,MBC,198.5
335786,,231,BC,198.5
418622,,232,BC,198.5
435627,,233,MBC,198.5
348155,,234,BC,198.5
351917,,235,BC,198.5
444250,,236,BC,198.5
366060,,237,BC,198.5
390607,,238,MBC,198.5
474654,,239,BC,198.5
358155,,240,OC,198.5
451363,,241,MBC,198.5
500297,,242,MBC,198.5
231348,,243,MBC,198.5
274633,,244,BC,198.5
362451,,245,MBC,198.5
222223,,246,OC,198.5
447688,,247,BC,198.5
332023,,248,OC,198.5
394625,,249,BC,198.5
414310,,250,BC,198.5
306661,,251,BC,198.5
276848,,252,BC,198.5
368879,,253,BC,198.5
210580,,254,OC,198.5
397389,,255,MBC,198.5
201552,,256,BC,198.5
264887,,257,BC,198.5
284305,,258,MBC,198.5
500157,,259,BC,198.5
337996,,260,BC,198.5
305072,,261,BC,198.5
307768,,262,BC,198.5
450296,,263,MBC,198.5
223388,,264,BC,198.5
321992,,265,MBC,198.5
364875,,266,SC,198.5
315574,,267,OC,198.5
492756,,268,MBC,198.5
491967,,269,BC,198.5
382805,,270,OC,198.5
373984,,271,BC,198.5
395426,,272,BC,198.5
480480,,273,BC,198.5
399273,,274,BC,198.5
418152,,275,BC,198.5
440962,,276,BC,198.5
491261,,277,MBC,198.5
434268,,278,BC,198.5
218967,,279,MBC,198.5
281966,,280,OC,198.5
486381,,281,BC,198.5
444567,,282,BCM,198.5
446083,,283,BC,198.5
366861,,284,BC,198.5
408107,,285,MBC,198.5
316282,,286,BC,198.5
434086,,287,BC,198.5
384988,,288,BC,198.5
320550,,289,MBC,198.5
277222,,290,MBC,198.5
350101,,291,MBC,198.5
460579,,292,MBC,198.5
246687,,293,MBC,198.5
326923,,294,BC,198.5
375433,,295,BC,198.5
375551,,296,BC,198.5
261722,,297,OC,198.5
213288,,298,BC,198.5
224784,,299,BC,198.5
462291,,300,BC,198.5
389068,,301,MBC,198.5
384683,,302,BC,198.5
244675,,303,OC,198.5
389636,,304,BC,198.5
367252,,305,BC,198.5
430229,,306,BC,198.5
277997,,307,BC,198.5
276903,,308,BC,198.5
255570,,309,MBC,198.5
492221,,310,MBC,198.5
464390,,311,BC,198.5
474693,,312,MBC,198.5
497677,,313,MBC,198.5
397074,,314,MBC,198.5
370881,,315,MBC,198.5
461129,,316,SC,198.5
274068,,317,OC,198.5
384675,,318,BC,198.5
465932,,319,MBC,198.5
470528,,320,MBC,198.5
323149,,321,BC,198.5
392082,,322,BC,198.5
392745,,323,MBC,198.5
247074,,324,BC,198.5
375613,,325,BC,198.5
392495,,326,BC,198.5
461592,,327,BC,198.5
299830,,328,BC,198.5
274167,,329,MBC,198.5
359109,,330,BC,198.5
221174,,331,BC,198.5
497846,,332,MBC,198.5
396663,,333,BC,198.5
225466,,334,BC,198.5
291559,,335,BC,198.5
489154,,336,OC,198.5
314670,,337,BC,198.5
464142,,338,BC,198.5
320772,,339,BC,198.333
479005,,340,BC,198.333
231217,,341,OC,198.333
414107,,342,OC,198.333
320876,,343,OC,198.333
228786,,344,BC,198.333
286770,,345,BC,198.0
397454,,346,BC,198.0
419081,,347,BC,198.0
332306,,348,MBC,198.0
411127,,349,BC,198.0
501044,,350,SC,198.0
457658,,351,BC,198.0
497502,,352,MBC,198.0
392183,,353,MBC,198.0
406438,,354,BC,198.0
480369,,355,MBC,198.0
367855,,356,MBC,198.0
493889,,357,SC,198.0
215097,,358,BC,198.0
469912,,359,BC,198.0
232956,,360,BC,198.0
479201,,361,BC,198.0
319125,,362,MBC,198.0
495267,,363,MBC,198.0
479533,,364,BC,198.0
483298,,365,BC,198.0
490821,,366,BC,198.0
426424,,367,BC,198.0
217917,,368,BC,198.0
215580,,369,BC,198.0
444387,,370,BC,198.0
249198,,371,BC,198.0
402570,,372,OC,198.0
339732,,373,BC,198.0
482948,,374,SC,198.0
450603,,375,BC,198.0
436797,,376,BC,198.0
383030,,377,BC,198.0
384839,,378,MBC,198.0
374298,,379,BC,198.0
445762,,380,BC,198.0
255941,,381,BC,198.0
293763,,382,BC,198.0
434488,,383,BC,198.0
408995,,384,BC,198.0
379398,,385,OC,198.0
478887,,386,BC,198.0
334229,,387,BC,198.0
428330,,388,MBC,198.0
303127,,389,BC,198.0
395082,,390,BC,198.0
258775,,391,MBC,198.0
330613,,392,MBC,198.0
445469,,393,BC,198.0
431394,,394,BC,198.0
468877,,395,OC,198.0
496122,,396,BC,198.0
415246,,397,BC,198.0
446570,,398,BC,198.0
224812,,399,BC,198.0
340187,,400,BC,198.0
265991,,401,BC,198.0
298822,,402,BC,198.0
202734,,403,BC,198.0
341790,,404,MBC,198.0
467616,,405,MBC,198.0
226495,,406,BC,198.0
397218,,407,MBC,198.0
348078,,408,BC,198.0
455682,,409,MBC,198.0
253985,,410,BC,198.0
418352,,411,BC,198.0
469839,,412,OC,198.0
306532,,413,OC,198.0
294520,,414,BC,198.0
362007,,415,BC,198.0
378908,,416,SC,198.0
452025,,417,MBC,198.0
290870,,418,BC,198.0
434628,,419,MBC,198.0
464591,,420,BC,198.0
444386,,421,BC,198.0
496520,,422,MBC,198.0
359632,,423,BC,198.0
319121,,424,MBC,198.0
321681,,425,BC,198.0
226582,,426,BC,198.0
413072,,427,BC,198.0
408168,,428,SC,198.0
209819,,429,BC,198.0
493054,,430,BCM,198.0
346731,,431,BC,198.0
453019,,432,SCA,198.0
373364,,433,BC,198.0
209954,,434,MBC,198.0
444165,,435,BC,198.0
342484,,436,BC,198.0
235834,,437,BC,198.0
434033,,438,OC,198.0
289308,,439,SC,198.0
397403,,440,BC,198.0
261883,,441,BC,198.0
321062,,442,BC,198.0
214635,,443,BC,198.0
298219,,444,MBC,198.0
454048,,445,BC,198.0
200892,,446,SC,198.0
295801,,447,MBC,198.0
278475,,448,BCM,198.0
213986,,449,BC,198.0
278636,,450,BC,198.0
351550,,451,BC,198.0
389029,,452,BC,198.0
222133,,453,BC,198.0
218113,,454,BC,198.0
405728,,455,SC,198.0
301026,,456,BC,198.0
400592,,457,MBC,198.0
467947,,458,MBC,198.0
484203,,459,BC,198.0
222552,,460,MBC,198.0
348286,,461,OC,198.0
215505,,462,BC,198.0
305894,,463,MBC,198.0
357230,,464,MBC,198.0
414477,,465,BC,198.0
378968,,466,SC,198.0
379510,,467,BC,198.0
445046,,468,OC,198.0
364005,,469,BC,198.0
231994,,470,SC,198.0
397959,,471,BC,198.0
403007,,472,BC,198.0
363740,,473,BC,198.0
220906,,474,BC,198.0
390435,,475,MBC,198.0
304485,,476,BC,198.0
370353,,477,MBC,198.0
203457,,478,BC,198.0
476576,,479,MBC,198.0
307635,,480,BC,198.0
365779,,481,BC,198.0
408654,,482,MBC,198.0
323464,,483,BC,198.0
357403,,484,BC,198.0
278468,,485,BC,198.0
210197,,486,MBC,198.0
281394,,487,OC,198.0
389255,,488,BC,198.0
485596,,489,OC,198.0
382385,,490,BC,198.0
289262,,491,BC,198.0
232517,,492,BC,198.0
498052,,493,MBC,198.0
241211,,494,MBC,198.0
359306,,495,MBC,198.0
477161,,496,OC,198.0
304149,,497,ST,198.0
264747,,498,BC,198.0
460551,,499,MBC,198.0
267973,,500,BC,198.0
381933,,501,BC,198.0
483055,,502,MBC,198.0
207402,,503,BC,198.0
238564,,504,MBC,198.0
409586,,505,OC,198.0
217704,,506,BC,197.667
412970,,507,BC,197.667
353626,,508,OC,197.667
292208,,509,OC,197.5
244909,,510,BC,197.5
475069,,511,BC,197.5
319460,,512,OC,197.5
375813,,513,OC,197.5
290234,,514,BC,197.5
437443,,515,BC,197.5
409195,,516,MBC,197.5
415387,,517,BC,197.5
416357,,518,BC,197.5
427318,,519,BC,197.5
200194,,520,BC,197.5
299938,,521,BC,197.5
274013,,522,BC,197.5
392269,,523,BC,197.5
396972,,524,BC,197.5
417409,,525,BC,197.5
362442,,526,BC,197.5
451016,,527,SC,197.5
317227,,528,SC,197.5
479314,,529,BC,197.5
437317,,530,OC,197.5
457084,,531,BC,197.5
344590,,532,OC,197.5
352446,,533,BC,197.5
428072,,534,BC,197.5
308966,,535,OC,197.5
320682,,536,MBC,197.5
354164,,537,MBC,197.5
347223,,538,BC,197.5
306395,,539,MBC,197.5
385092,,540,MBC,197.5
427421,,541,BC,197.5
480521,,542,BC,197.5
215820,,543,BC,197.5
329379,,544,BC,197.5
268293,,545,BC,197.5
297749,,546,MBC,197.5
387229,,547,BC,197.5
242908,,548,BCM,197.5
367028,,549,BC,197.5
206190,,550,BC,197.5
384640,,551,BC,197.5
268920,,552,BC,197.5
348869,,553,BC,197.5
305280,,554,BC,197.5
349440,,555,MBC,197.5
356967,,556,BC,197.5
425530,,557,OC,197.5
452239,,558,SC,197.5
250125,,559,MBC,197.5
383497,,560,BC,197.5
400043,,561,BC,197.5
218847,,562,BC,197.5
319392,,563,BC,197.5
368444,,564,MBC,197.5
306660,,565,MBC,197.5
356887,,566,BC,197.5
249339,,567,MBC,197.5
299874,,568,MBC,197.5
386260,,569,MBC,197.5
377637,,570,MBC,197.5
375520,,571,OC,197.5
216161,,572,BC,197.5
439125,,573,BC,197.5
444853,,574,BC,197.5
256665,,575,BC,197.5
349779,,576,MBC,197.5
342412,,577,BC,197.5
412567,,578,MBC,197.5
417573,,579,SC,197.5
377795,,580,BC,197.5
364844,,581,BC,197.5
439018,,582,BC,197.5
338462,,583,BC,197.5
241835,,584,MBC,197.5
502261,,585,BC,197.5
344929,,586,BC,197.5
274654,,587,MBC,197.5
459838,,588,BC,197.5
206981,,589,OC,197.5
213555,,590,BC,197.5
490098,,591,BC,197.5
430683,,592,BC,197.5
354253,,593,BC,197.5
235077,,594,BC,197.5
395209,,595,BC,197.5
329144,,596,MBC,197.5
457732,,597,MBC,197.5
355081,,598,MBC,197.5
347881,,599,BC,197.5
343058,,600,BC,197.5
346187,,601,OC,197.5
379889,,602,BC,197.5
266795,,603,MBC,197.5
225745,,604,MBC,197.5
443517,,605,SC,197.5
208436,,606,OC,197.5
385542,,607,BC,197.5
398822,,608,MBC,197.5
336800,,609,BC,197.5
416209,,610,MBC,197.5
330782,,611,BC,197.5
366257,,612,BC,197.5
447619,,613,BC,197.5
390202,,614,MBC,197.5
263680,,615,MBC,197.5
247622,,616,MBC,197.5
297067,,617,BC,197.5
476976,,618,BC,197.5
340545,,619,BC,197.5
343676,,620,MBC,197.5
291222,,621,BC,197.5
234197,,622,MBC,197.5
266736,,623,BC,197.5
388414,,624,BC,197.5
329572,,625,MBC,197.5
329691,,626,BC,197.5
235908,,627,MBC,197.5
470358,,628,MBC,197.5
449880,,629,MBC,197.5
220312,,630,BC,197.5
302275,,631,MBC,197.5
218956,,632,BC,197.5
265240,,633,BC,197.5
312041,,634,BC,197.5
460359,,635,MBC,197.5
361790,,636,MBC,197.5
416688,,637,BC,197.5
212172,,638,OC,197.5
394844,,639,MBC,197.5
294329,,640,BC,197.5
224717,,641,BC,197.5
300647,,642,BCM,197.5
200469,,643,MBC,197.5
489291,,644,MBC,197.5
365615,,645,SC,197.5
413026,,646,BC,197.5
303381,,647,BC,197.5
457441,,648,BC,197.5
398498,,649,BC,197.5
241559,,650,MBC,197.5
333061,,651,BC,197.5
217591,,652,SC,197.5
407781,,653,BC,197.5
466502,,654,BC,197.5
221963,,655,BC,197.5
402397,,656,BC,197.5
215691,,657,BC,197.5
341546,,658,BC,197.5
201004,,659,BC,197.5
379942,,660,BC,197.5
452657,,661,BC,197.5
340302,,662,BC,197.5
358740,,663,BC,197.5
259750,,664,BC,197.5
336172,,665,MBC,197.5
321661,,666,BC,197.5
498608,,667,OC,197.5
322260,,668,MBC,197.5
355918,,669,BCM,197.5
219204,,670,OC,197.5
458714,,671,OC,197.5
263461,,672,MBC,197.5
200528,,673,BC,197.5
476278,,674,MBC,197.5
200019,,675,BC,197.5
494718,,676,BC,197.5
465478,,677,MBC,197.5
209599,,678,BC,197.5
399046,,679,MBC,197.5
345855,,680,BC,197.5
262163,,681,BC,197.5
417981,,682,BC,197.5
392223,,683,BC,197.5
352242,,684,OC,197.5
349803,,685,MBC,197.5
471033,,686,MBC,197.5
384940,,687,BC,197.5
227460,,688,BC,197.5
309069,,689,BC,197.5
439528,,690,BC,197.5
446966,,691,BC,197.5
215266,,692,BC,197.5
367806,,693,BC,197.5
205252,,694,OC,197.333
379133,,695,BC,197.333
334081,,696,OC,197.333
205938,,697,BC,197.333
375302,,698,BC,197.333
385453,,699,BC,197.333
241720,,700,BC,197.333
435086,,701,OC,197.333
256319,,702,BC,197.333
482386,,703,BC,197.25
334281,,704,BCM,197.0
250417,,705,BC,197.0
358041,,706,BC,197.0
400838,,707,MBC,197.0
348792,,708,BC,197.0
468799,,709,BC,197.0
473242,,710,SC,197.0
419601,,711,MBC,197.0
390989,,712,MBC,197.0
411842,,713,BC,197.0
216109,,714,BC,197.0
238398,,715,BC,197.0
358798,,716,BC,197.0
316985,,717,BCM,197.0
381795,,718,BC,197.0
472949,,719,BC,197.0
293303,,720,MBC,197.0
304890,,721,OC,197.0
313530,,722,MBC,197.0
336462,,723,BC,197.0
248511,,724,OC,197.0
420100,,725,SC,197.0
234048,,726,BC,197.0
270077,,727,BC,197.0
300011,,728,BC,197.0
209168,,729,BC,197.0
398954,,730,BC,197.0
434137,,731,MBC,197.0
384573,,732,BC,197.0
220695,,733,SC,197.0
332680,,734,BC,197.0
230285,,735,BC,197.0
295328,,736,MBC,197.0
470539,,737,MBC,197.0
478743,,738,SC,197.0
422669,,739,MBC,197.0
307326,,740,MBC,197.0
430933,,741,BC,197.0
410562,,742,BC,197.0
347569,,743,BC,197.0
484289,,744,BC,197.0
320689,,745,BC,197.0
384303,,746,MBC,197.0
425427,,747,SC,197.0
328675,,748,BC,197.0
444084,,749,MBC,197.0
418743,,750,BC,197.0
346500,,751,MBC,197.0
359876,,752,BC,197.0
347008,,753,MBC,197.0
300109,,754,BC,197.0
446702,,755,MBC,197.0
266049,,756,BC,197.0
255366,,757,MBC,197.0
224154,,758,BC,197.0
231188,,759,BC,197.0
338503,,760,BC,197.0
345150,,761,OC,197.0
499592,,762,MBC,197.0
481642,,763,BC,197.0
427551,,764,BC,197.0
393207,,765,BC,197.0
495226,,766,BC,197.0
481506,,767,MBC,197.0
367145,,768,BC,197.0
336322,,769,BC,197.0
283095,,770,BC,197.0
347671,,771,BC,197.0
455052,,772,MBC,197.0
487888,,773,BC,197.0
241610,,774,MBC,197.0
257158,,775,BCM,197.0
298388,,776,BC,197.0
203213,,777,OC,197.0
334670,,778,OC,197.0
468577,,779,MBC,197.0
375505,,780,BCM,197.0
356234,,781,BC,197.0
287202,,782,BC,197.0
465006,,783,BC,197.0
451950,,784,MBC,197.0
206424,,785,OC,197.0
309541,,786,BC,197.0
379236,,787,BC,197.0
375962,,788,BC,197.0
433077,,789,OC,197.0
470371,,790,BC,197.0
347043,,791,MBC,197.0
410238,,792,BC,197.0
214926,,793,OC,197.0
335444,,794,SC,197.0
282855,,795,MBC,197.0
288817,,796,BC,197.0
332522,,797,BCM,197.0
390243,,798,BC,197.0
234614,,799,BC,197.0
202059,,800,MBC,197.0
406302,,801,MBC,197.0
251402,,802,BC,197.0
498218,,803,BC,197.0
308939,,804,BC,197.0
262820,,805,BC,197.0
393827,,806,MBC,197.0
321985,,807,BC,197.0
265761,,808,BC,197.0
369690,,809,BC,197.0
367174,,810,BC,197.0
424238,,811,BC,197.0
393412,,812,BC,197.0
337416,,813,BC,197.0
315967,,814,BC,197.0
366609,,815,MBC,197.0
420811,,816,BC,197.0
331871,,817,BC,197.0
438451,,818,BC,197.0
417422,,819,BC,197.0
220929,,820,SC,197.0
488216,,821,BC,197.0
393702,,822,SC,197.0
448087,,823,BC,197.0
397649,,824,BC,197.0
435615,,825,BC,197.0
383503,,826,SC,197.0
334494,,827,BC,197.0
384253,,828,BC,197.0
450757,,829,MBC,197.0
224069,,830,BC,197.0
280476,,831,BC,197.0
250921,,832,BC,197.0
329664,,833,BC,197.0
220749,,834,OC,197.0
464958,,835,BC,197.0
336787,,836,MBC,197.0
379131,,837,BC,197.0
341849,,838,BC,197.0
368219,,839,BC,197.0
241983,,840,BC,197.0
344790,,841,MBC,197.0
348778,,842,BC,197.0
364994,,843,MBC,197.0
353029,,844,OC,197.0
303574,,845,BCM,197.0
487048,,846,BC,197.0
370024,,847,BC,197.0
434561,,848,MBC,197.0
318860,,849,BC,197.0
315404,,850,BC,197.0
417676,,851,BC,197.0
336858,,852,BC,197.0
378408,,853,MBC,197.0
349718,,854,BC,197.0
284336,,855,MBC,197.0
276268,,856,BC,197.0
364183,,857,OC,197.0
263146,,858,BC,197.0
347701,,859,BC,197.0
427358,,860,MBC,197.0
364141,,861,BC,197.0
279412,,862,MBC,197.0
347912,,863,BC,197.0
353017,,864,BC,197.0
426609,,865,BC,197.0
498727,,866,BC,197.0
462250,,867,SC,197.0
302081,,868,MBC,197.0
451554,,869,MBC,197.0
417480,,870,OC,197.0
236988,,871,BC,197.0
325924,,872,BC,197.0
409896,,873,BC,197.0
426437,,874,BC,197.0
308610,,875,BC,197.0
389041,,876,BCM,197.0
200198,,877,BC,197.0
360139,,878,BC,197.0
434542,,879,BC,197.0
378877,,880,MBC,197.0
230947,,881,BC,197.0
263666,,882,BC,197.0
407197,,883,BC,197.0
419836,,884,BC,197.0
229522,,885,BCM,197.0
210098,,886,BC,197.0
217742,,887,BC,197.0
496208,,888,OC,197.0
495124,,889,SC,197.0
370163,,890,OC,197.0
306725,,891,MBC,197.0
308540,,892,BC,197.0
253256,,893,BC,197.0
493481,,894,MBC,197.0
292223,,895,MBC,197.0
283004,,896,BC,197.0
385127,,897,BC,197.0
320513,,898,BC,197.0
213776,,899,SC,197.0
350929,,900,BC,197.0
376037,,901,MBC,197.0
482207,,902,OC,197.0
201761,,903,BCM,197.0
401125,,904,MBC,197.0
212101,,905,BC,197.0
366013,,906,BC,197.0
210199,,907,BC,197.0
216698,,908,MBC,197.0
271271,,909,MBC,197.0
369611,,910,BC,197.0
269153,,911,BCM,197.0
275305,,912,BC,197.0
410780,,913,SC,197.0
305325,,914,BCM,197.0
348139,,915,BC,197.0
422892,,916,OC,197.0
215903,,917,BC,197.0
231865,,918,MBC,197.0
270477,,919,BC,197.0
473636,,920,MBC,197.0
447047,,921,SC,197.0
207903,,922,OC,197.0
396125,,923,BC,197.0
440937,,924,BC,197.0
293491,,925,MBC,197.0
301315,,926,OC,197.0
211190,,927,MBC,197.0
359112,,928,BC,197.0
466075,,929,BC,197.0
407312,,930,BCM,197.0
208126,,931,BC,197.0
384162,,932,BC,197.0
285619,,933,BC,197.0
355221,,934,BC,197.0
290954,,935,MBC,197.0
318234,,936,BC,197.0
217366,,937,MBC,197.0
228742,,938,OC,197.0
302054,,939,BC,197.0
342616,,940,BC,197.0
223565,,941,BC,197.0
369431,,942,BC,197.0
498510,,943,MBC,197.0
441774,,944,OC,197.0
484345,,945,SC,197.0
380330,,946,BC,197.0
466215,,947,BC,197.0
408407,,948,BC,197.0
295067,,949,MBC,197.0
465329,,950,OC,196.667
296370,,951,BC,196.667
465552,,952,BC,196.667
243608,,953,BC,196.5
312248,,954,BC,196.5
326564,,955,BC,196.5
309769,,956,BC,196.5
427988,,957,BC,196.5
256540,,958,BC,196.5
427064,,959,BC,196.5
411630,,960,BC,196.5
306024,,961,OC,196.5
430378,,962,BC,196.5
459121,,963,BC,196.5
229818,,964,BC,196.5
325455,,965,BC,196.5
447959,,966,BC,196.5
441252,,967,MBC,196.5
385181,,968,BC,196.5
224148,,969,OC,196.5
443908,,970,BC,196.5
350408,,971,BC,196.5
345020,,972,BC,196.5
475652,,973,MBC,196.5
211709,,974,BC,196.5
395755,,975,BC,196.5
365084,,976,BC,196.5
456200,,977,MBC,196.5
288803,,978,BC,196.5
401156,,979,BC,196.5
416141,,980,BC,196.5
220949,,981,BC,196.5
343013,,982,BC,196.5
451253,,983,BC,196.5
298737,,984,BC,196.5
453659,,985,MBC,196.5
274418,,986,BC,196.5
475017,,987,BC,196.5
440872,,988,MBC,196.5
299862,,989,BC,196.5
347029,,990,BC,196.5
471822,,991,OC,196.5
260200,,992,BC,196.5
387618,,993,BC,196.5
343038,,994,BC,196.5
306218,,995,SC,196.5
368020,,996,BC,196.5
286030,,997,BC,196.5
419195,,998,BC,196.5
303984,,999,MBC,196.5
300524,,1000,BC,196.5
426397,,1001,BC,196.5
334472,,1002,BC,196.5
492650,,1003,MBC,196.5
333378,,1004,BC,196.5
482191,,1005,MBC,196.5
230271,,1006,MBC,196.5
371332,,1007,BC,196.5
286975,,1008,MBC,196.5
443484,,1009,MBC,196.5
470505,,1010,BC,196.5
270276,,1011,BC,196.5
367268,,1012,MBC,196.5
203882,,1013,BC,196.5
475541,,1014,BC,196.5
357220,,1015,BC,196.5
394633,,1016,MBC,196.5
350605,,1017,MBC,196.5
225189,,1018,BC,196.5
227989,,1019,BC,196.5
368946,,1020,BC,196.5
493993,,1021,MBC,196.5
364641,,1022,BC,196.5
320646,,1023,MBC,196.5
235916,,1024,BC,196.5
291294,,1025,BC,196.5
485740,,1026,MBC,196.5
479777,,1027,BC,196.5
425452,,1028,BC,196.5
471852,,1029,BC,196.5
399505,,1030,MBC,196.5
387157,,1031,BC,196.5
303042,,1032,MBC,196.5
344636,,1033,MBC,196.5
254484,,1034,BC,196.5
485277,,1035,BC,196.5
236974,,1036,MBC,196.5
232028,,1037,BC,196.5
399043,,1038,BC,196.5
348461,,1039,BC,196.5
423487,,1040,MBC,196.5
264964,,1041,BC,196.5
344670,,1042,BC,196.5
241199,,1043,OC,196.5
233828,,1044,OC,196.5
457786,,1045,MBC,196.5
253215,,1046,BC,196.5
305353,,1047,BC,196.5
212916,,1048,MBC,196.5
328335,,1049,BC,196.5
215805,,1050,BC,196.5
