college_code,college_name,branch_code,branch_name,OC,BC,BCM,MBC,SC,SCA,ST,TOTAL
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",CS,COMPUTER SCIENCE AND ENGINEERING,54,46,7,35,26,6,2,176
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,34,28,4,21,15,3,1,106
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,2,7,6,1,0,36
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",EV,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),11,9,1,8,5,1,0,35
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",ME,MECHANICAL ENGINEERING,4,5,1,3,3,1,0,17
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,0,7,5,1,1,35
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,22,20,3,14,10,2,1,72
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),23,18,2,15,11,2,0,71
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,11,10,1,7,4,1,1,35
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",CS,COMPUTER SCIENCE AND ENGINEERING,32,28,4,22,16,3,1,106
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,21,18,2,15,11,3,0,70
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",IT,INFORMATION TECHNOLOGY,22,18,2,14,11,2,1,70
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",ME,MECHANICAL ENGINEERING,11,9,1,6,6,1,1,35
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",RM,ROBOTICS AND AUTOMATION,11,9,2,6,5,1,1,35
2751,"KGISL Institute of Technology (Autonomous), 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore- 641035.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,2,7,5,1,0,36
2752,"Nandha College of Technology (Autonomous), 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,10,1,6,6,1,1,36
2752,"Nandha College of Technology (Autonomous), 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",CS,COMPUTER SCIENCE AND ENGINEERING,22,19,3,15,12,2,0,73
2752,"Nandha College of Technology (Autonomous), 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,9,1,7,5,1,1,35
2752,"Nandha College of Technology (Autonomous), 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,12,11,1,9,5,1,0,39
2752,"Nandha College of Technology (Autonomous), 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",IT,INFORMATION TECHNOLOGY,25,22,3,16,12,2,1,81
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,21,19,3,15,10,3,0,71
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AG,AGRICULTURAL ENGINEERING,9,7,1,5,4,1,0,27
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),11,9,1,8,4,2,1,36
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",BM,BIO MEDICAL ENGINEERING,15,12,1,8,8,0,1,45
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",CS,COMPUTER SCIENCE AND ENGINEERING,23,19,1,15,11,2,0,71
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,10,9,2,7,6,1,0,35
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",IT,INFORMATION TECHNOLOGY,22,19,3,14,11,2,1,72
2753,"PPG Institute of Technology (Autonomous), Rathnagiri Road, Saravanampatti, Coimbatore-641035.",ME,MECHANICAL ENGINEERING,5,5,1,3,2,0,1,17
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,1,6,6,1,1,35
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",AE,AERONAUTICAL ENGINEERING,11,10,1,6,5,1,1,35
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",AG,AGRICULTURAL ENGINEERING,6,4,1,3,3,0,0,17
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),11,9,2,7,6,1,0,36
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",CE,CIVIL ENGINEERING,6,4,0,4,2,1,0,17
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",CO,COMPUTER AND COMMUNICATION ENGINEERING,11,10,1,7,5,1,1,36
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",CS,COMPUTER SCIENCE AND ENGINEERING,22,19,2,15,11,2,0,71
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",FD,FOOD TECHNOLOGY,11,10,1,8,5,1,0,36
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",IT,INFORMATION TECHNOLOGY,10,9,2,8,5,1,0,35
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore- 641105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,9,1,7,5,1,1,35
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,14,2,11,8,1,1,54
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",AU,AUTOMOBILE ENGINEERING,8,7,1,5,5,1,0,27
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",CE,CIVIL ENGINEERING,9,7,1,6,3,1,0,27
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",CS,COMPUTER SCIENCE AND ENGINEERING,18,14,1,11,8,2,0,54
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,17,15,2,10,9,1,0,54
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,16,14,3,11,9,1,1,55
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",IT,INFORMATION TECHNOLOGY,17,15,2,11,7,2,1,55
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",ME,MECHANICAL ENGINEERING,8,7,1,5,5,1,0,27
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),17,15,2,11,7,2,1,55
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,22,19,2,14,11,2,0,70
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",CS,COMPUTER SCIENCE AND ENGINEERING,23,20,2,14,10,2,1,72
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,22,19,3,14,10,3,0,71
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",IT,INFORMATION TECHNOLOGY,11,9,1,6,6,1,1,35
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",RM,ROBOTICS AND AUTOMATION,6,4,0,4,3,0,1,18
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore- 641020.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),10,9,2,8,5,1,0,35
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,25,23,2,15,12,3,1,81
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,13,12,1,10,8,0,1,45
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CE,CIVIL ENGINEERING,5,5,1,4,3,1,0,19
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",CS,COMPUTER SCIENCE AND ENGINEERING,26,22,3,15,12,3,1,82
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,28,23,4,18,13,3,1,90
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",ME,MECHANICAL ENGINEERING,8,5,1,5,3,0,0,22
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,2,7,6,1,0,36
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,7,5,1,3,4,1,0,21
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",CE,CIVIL ENGINEERING,7,5,1,5,2,0,0,20
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",CS,COMPUTER SCIENCE AND ENGINEERING,25,22,3,18,13,2,1,84
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,17,15,2,10,8,1,1,54
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,4,0,4,3,0,1,18
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",ME,MECHANICAL ENGINEERING,14,13,1,8,7,2,0,45
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",MZ,MECHATRONICS ENGINEERING,5,5,0,4,2,1,0,17
2763,"Akshaya College of Engineering and Technology (Autonomous), SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore- 642109.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),5,5,1,3,2,1,0,17
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,34,28,4,21,16,2,1,106
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),22,18,2,14,12,3,0,71
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",BM,BIO MEDICAL ENGINEERING,11,10,0,8,4,1,1,35
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,11,9,1,8,5,1,0,35
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CE,CIVIL ENGINEERING,10,10,1,8,5,1,0,35
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CH,CHEMICAL ENGINEERING,11,9,1,6,6,1,1,35
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",CS,COMPUTER SCIENCE AND ENGINEERING,76,65,10,50,37,8,2,248
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,66,57,7,42,32,6,2,212
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,2,8,5,1,0,36
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",EV,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),11,10,1,6,5,1,1,35
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",IT,INFORMATION TECHNOLOGY,33,28,4,21,15,3,1,105
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",ME,MECHANICAL ENGINEERING,11,9,2,7,6,1,0,36
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",MZ,MECHATRONICS ENGINEERING,11,9,1,7,6,1,1,36
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,1,6,5,2,1,36
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,9,7,0,4,4,1,0,25
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",BM,BIO MEDICAL ENGINEERING,16,13,2,9,7,2,0,49
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",CE,CIVIL ENGINEERING,7,6,1,5,4,1,1,25
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",CS,COMPUTER SCIENCE AND ENGINEERING,15,13,2,9,8,1,1,49
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,14,13,1,11,7,2,1,49
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",IT,INFORMATION TECHNOLOGY,7,7,1,5,4,0,0,24
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),8,6,1,6,3,0,0,24
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,10,10,2,7,6,0,0,35
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),5,5,0,4,3,0,1,18
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",AO,AEROSPACE ENGINEERING,6,5,1,3,2,1,0,18
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",CE,CIVIL ENGINEERING,6,4,1,4,3,1,0,19
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",CS,COMPUTER SCIENCE AND ENGINEERING,11,9,1,7,6,1,1,36
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,6,5,0,4,2,1,0,18
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",EN,ENVIRONMENTAL ENGINEERING,6,4,1,4,3,0,0,18
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",ME,MECHANICAL ENGINEERING,5,5,1,3,2,1,0,17
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,33,29,3,21,17,3,1,107
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",BC,BIO TECHNOLOGY AND BIO CHEMICAL ENGINEERING,11,9,1,7,6,1,0,35
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,17,14,2,11,8,1,1,54
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",CE,CIVIL ENGINEERING,5,5,0,4,3,1,0,18
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",CS,COMPUTER SCIENCE AND ENGINEERING,34,27,4,22,16,3,1,107
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,27,24,2,18,13,3,1,88
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,4,1,3,1,1,0,16
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",FD,FOOD TECHNOLOGY,10,9,1,7,6,1,1,35
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",ME,MECHANICAL ENGINEERING,11,10,2,6,5,1,0,35
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",PE,PETROLEUM ENGINEERING,11,10,2,6,5,1,0,35
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,22,18,3,14,12,3,0,72
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),6,4,1,4,1,1,0,17
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",CS,COMPUTER SCIENCE AND ENGINEERING,27,24,2,18,14,2,1,88
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,9,2,7,5,1,0,35
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,4,0,3,3,1,0,17
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",IT,INFORMATION TECHNOLOGY,6,6,1,3,3,0,0,19
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",ME,MECHANICAL ENGINEERING,5,5,0,4,3,0,1,18
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,1,7,4,1,1,35
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,22,19,3,15,12,1,0,72
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),10,9,2,7,5,1,1,35
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",CS,COMPUTER SCIENCE AND ENGINEERING,11,10,1,7,5,1,0,35
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,12,1,9,7,2,1,46
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,5,4,0,4,3,1,0,17
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",IT,INFORMATION TECHNOLOGY,6,4,0,4,2,0,1,17
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",ME,MECHANICAL ENGINEERING,6,5,1,4,2,0,0,18
2772,"C M S College of Engineering and Technology (Autonomous), Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,1,6,6,2,0,36
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,25,23,3,16,13,2,0,82
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",AG,AGRICULTURAL ENGINEERING,6,5,0,4,3,1,1,20
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),5,5,1,4,2,0,0,17
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",AU,AUTOMOBILE ENGINEERING,7,5,1,5,4,0,0,22
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",CE,CIVIL ENGINEERING,7,5,0,5,2,1,0,20
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",CS,COMPUTER SCIENCE AND ENGINEERING,11,10,2,7,5,1,0,36
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,26,21,3,16,13,2,1,82
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",ME,MECHANICAL ENGINEERING,5,5,1,3,3,0,1,18
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",MZ,MECHATRONICS ENGINEERING,5,4,1,3,2,1,0,16
2776,"R V S Technical Campus Coimbatore (Autonomous), Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,10,0,7,6,2,0,36
