college_code,college_name,branch_code,branch_name,OC,BC,BCM,MBC,SC,SCA,ST,TOTAL
1203,"MADRAS ENGINEERING COLLEGE, TAMBARAM ROAD, VELLARAI (CHENNAI METROPOLITAN AREA), SRIPERUMBUDUR TALUK, CHENNAI, KANCHIPURAM - 602105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),14,12,1,9,7,2,1,46
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,34,29,3,22,16,3,1,108
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),4,4,1,2,2,1,0,14
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",BM,BIO MEDICAL ENGINEERING,17,15,2,10,9,1,1,55
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",CS,COMPUTER SCIENCE AND ENGINEERING,35,28,4,22,16,3,1,109
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,34,29,3,22,16,4,0,108
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",ME,MECHANICAL ENGINEERING,16,13,2,11,9,2,1,54
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",RM,ROBOTICS AND AUTOMATION,8,8,1,5,4,1,0,27
1207,"Kings Engineering College (Autonomous), Irungattukottai, Opp. Hyundai Car Company, Sriperumbudur, Kanchipuram- 602117.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),17,15,2,11,8,1,1,55
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,101,87,11,64,49,10,4,326
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",AL,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,34,29,4,21,16,3,1,108
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",CS,COMPUTER SCIENCE AND ENGINEERING,135,116,14,88,66,13,4,436
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,67,57,8,44,33,6,3,218
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,27,21,3,16,12,3,0,82
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",IT,INFORMATION TECHNOLOGY,76,65,9,49,36,8,2,245
1210,"Panimalar Engineering College (Autonomous), Bangalore Trunk Road, Varadharajapuram, Poonamallee, Thiruvallur (DT), Chennai-600123.",ME,MECHANICAL ENGINEERING,11,11,2,8,7,1,0,40
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,59,50,8,37,28,6,2,190
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",AE,AERONAUTICAL ENGINEERING,9,7,1,6,3,1,0,27
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",AL,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,33,30,4,22,15,4,1,109
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",AU,AUTOMOBILE ENGINEERING,10,7,1,6,3,1,0,28
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",BM,BIO MEDICAL ENGINEERING,16,14,2,11,9,1,1,54
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",BT,BIO TECHNOLOGY,25,22,3,16,12,3,0,81
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,25,23,3,15,13,3,0,82
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",CD,COMPUTER SCIENCE AND DESIGN,11,10,0,7,6,1,1,36
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",CE,CIVIL ENGINEERING,9,6,1,6,5,0,0,27
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",CH,CHEMICAL ENGINEERING,8,8,0,6,4,1,0,27
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",CS,COMPUTER SCIENCE AND ENGINEERING,144,122,17,92,69,13,5,462
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,109,94,12,71,53,11,4,354
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,17,13,2,11,9,2,1,55
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",FD,FOOD TECHNOLOGY,8,7,1,6,4,1,0,27
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",IT,INFORMATION TECHNOLOGY,59,50,8,38,28,6,2,191
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",ME,MECHANICAL ENGINEERING,17,14,2,11,9,1,1,55
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",MZ,MECHATRONICS ENGINEERING,16,15,2,11,9,1,0,54
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",RM,ROBOTICS AND AUTOMATION,9,7,1,5,4,1,0,27
1211,"Rajalakshmi Engineering College (Autonomous), Rajalakshmi Nagar, Thandalam, Kanchipuram, Chennai- 602105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),25,23,2,16,12,2,1,81
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,11,1,7,5,1,0,36
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",BM,BIO MEDICAL ENGINEERING,16,15,1,12,9,2,0,55
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,14,13,1,9,6,2,1,46
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,5,1,4,3,0,1,22
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,6,2,5,5,1,0,27
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",ME,MECHANICAL ENGINEERING,9,7,1,5,4,1,1,28
1212,"Rajiv Gandhi College of Engineering, Nemili Village, Sriperumbudur, Kanchipuram-602105.",PE,PETROLEUM ENGINEERING,8,7,1,6,4,1,0,27
1213,"S K R ENGINEERING COLLEGE, AGARMEL, POONAMALLAEE, THIRUVALLUR, CHENNAI-600123.",BM,BIO MEDICAL ENGINEERING,14,13,2,8,6,1,0,44
1213,"S K R ENGINEERING COLLEGE, AGARMEL, POONAMALLAEE, THIRUVALLUR, CHENNAI-600123.",CS,COMPUTER SCIENCE AND ENGINEERING,12,11,2,10,7,1,0,43
1213,"S K R ENGINEERING COLLEGE, AGARMEL, POONAMALLAEE, THIRUVALLUR, CHENNAI-600123.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,12,1,8,6,2,0,43
1213,"S K R ENGINEERING COLLEGE, AGARMEL, POONAMALLAEE, THIRUVALLUR, CHENNAI-600123.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,5,1,5,4,0,1,23
1213,"S K R ENGINEERING COLLEGE, AGARMEL, POONAMALLAEE, THIRUVALLUR, CHENNAI-600123.",IT,INFORMATION TECHNOLOGY,14,11,1,8,7,1,1,43
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,33,28,4,21,15,3,1,105
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",AL,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,34,29,3,21,16,3,1,107
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CE,CIVIL ENGINEERING,4,3,1,4,3,1,0,16
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,109,94,12,72,53,10,4,354
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,66,56,7,42,32,7,2,212
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,2,6,6,1,1,36
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",IT,INFORMATION TECHNOLOGY,23,19,3,14,11,1,0,71
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",ME,MECHANICAL ENGINEERING,11,10,1,7,5,2,0,36
1216,"Saveetha Engineering College (Autonomous), Saveetha Nagar, Thandalam Post, Sriperumbudur Taluk, Kancheepuram District-602105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,9,1,7,5,1,1,35
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,12,10,1,8,7,1,0,39
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),6,5,0,4,3,0,1,19
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",AU,AUTOMOBILE ENGINEERING,6,5,1,4,2,1,0,19
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",BM,BIO MEDICAL ENGINEERING,7,5,1,3,3,1,0,20
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",BT,BIO TECHNOLOGY,12,11,1,9,5,2,0,40
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,7,5,1,4,4,0,0,21
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CE,CIVIL ENGINEERING,6,4,1,5,3,1,0,20
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",CS,COMPUTER SCIENCE AND ENGINEERING,12,11,2,8,5,1,0,39
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,13,11,1,8,6,1,1,41
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,5,6,1,4,2,0,1,19
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",FD,FOOD TECHNOLOGY,12,11,1,8,7,0,0,39
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",IT,INFORMATION TECHNOLOGY,11,9,2,6,6,2,0,36
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",MU,MECHANICAL AND AUTOMATION ENGINEERING,7,6,0,3,2,1,1,20
1217,"Sree Sastha Institute of Engineering and Technology, Chennai-Bangalore Highway, Chembarambakkam, Thiruvallur District, Chennai-600123.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),5,4,1,4,3,1,0,18
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,15,1,11,9,1,1,55
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",CE,CIVIL ENGINEERING,5,3,0,3,2,1,0,14
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",CS,COMPUTER SCIENCE AND ENGINEERING,17,15,2,10,8,1,1,54
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,11,2,8,7,1,0,40
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,4,4,1,3,2,0,0,14
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",IT,INFORMATION TECHNOLOGY,13,11,1,8,5,2,1,41
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",ME,MECHANICAL ENGINEERING,5,3,1,2,2,0,0,13
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",PH,PHARMACEUTICAL TECHNOLOGY,4,4,0,3,2,1,0,14
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",RM,ROBOTICS AND AUTOMATION,4,4,1,3,1,1,0,14
1218,"Sri Muthukumaran Institute of Technology (Autonomous), Chikkarayapuram Near Mangadu, Kanchipuram, Chennai- 600069.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9,6,1,6,5,0,0,27
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,15,2,11,8,2,0,55
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",BT,BIO TECHNOLOGY,20,16,3,13,9,2,0,63
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",CE,CIVIL ENGINEERING,9,8,0,7,4,1,1,30
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",CH,CHEMICAL ENGINEERING,20,17,2,12,10,2,1,64
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",CS,COMPUTER SCIENCE AND ENGINEERING,51,44,5,33,24,5,2,164
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,35,28,4,22,16,3,1,109
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,26,22,3,16,13,2,0,82
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",IT,INFORMATION TECHNOLOGY,16,14,2,11,8,2,1,54
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",MB,MECHANICAL ENGINEERING (AUTOMOBILE),3,4,1,3,2,1,0,14
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",ME,MECHANICAL ENGINEERING,17,14,2,10,9,0,1,53
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.3, Pennalur, Sriperumbudur, Kanchipuram- 602105.",MU,MECHANICAL AND AUTOMATION ENGINEERING,8,8,1,6,4,1,0,28
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",CS,COMPUTER SCIENCE AND ENGINEERING,7,6,1,3,3,1,1,22
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,5,1,4,2,0,0,19
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",MD,MEDICAL ELECTRONICS,13,12,2,9,7,2,0,45
1221,"Jaya College of Engineering and Technology, Poonamallee By Pass Road, Parivakkam, Chennai, Thiruvallur-600056.",ME,MECHANICAL ENGINEERING,13,12,1,10,7,1,1,45
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,15,14,2,9,7,2,1,50
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",AE,AERONAUTICAL ENGINEERING,8,6,1,4,2,0,1,22
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",CE,CIVIL ENGINEERING,5,3,0,3,2,1,0,14
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",CS,COMPUTER SCIENCE AND ENGINEERING,29,25,3,20,14,3,1,95
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,13,1,11,8,1,0,50
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,8,1,5,4,1,0,27
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",IT,INFORMATION TECHNOLOGY,15,14,2,10,7,1,1,50
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",ME,MECHANICAL ENGINEERING,8,8,1,5,5,1,0,28
1222,"P.B. College of Engineering, Chennai-Bangalore High Way, Irungkattukottai, Sriperumbudur Taluk, Kancheepuram District, Chennai -602117.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),7,5,1,4,4,1,0,22
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,22,18,3,15,11,2,1,72
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",CS,COMPUTER SCIENCE AND ENGINEERING,25,22,3,17,12,1,1,81
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,19,15,2,12,8,2,1,59
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,3,4,0,3,3,1,0,14
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",IT,INFORMATION TECHNOLOGY,26,24,2,17,13,3,1,86
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",ME,MECHANICAL ENGINEERING,12,10,2,7,5,1,0,37
1225,"Loyola Institute of Technology (Autonomous), Palanchur, Mevalurkuppam, B village, Nazarathpet Post, Sriperumpudur Taluk, Kanchipuram District, Chennai- 600123.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9,7,1,5,4,1,0,27
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,2,6,5,1,1,35
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",CS,COMPUTER SCIENCE AND ENGINEERING,28,24,3,18,14,2,1,90
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,14,12,2,9,8,1,0,46
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,16,14,2,11,8,2,1,54
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",IT,INFORMATION TECHNOLOGY,11,10,0,8,5,1,0,35
1226,"P.T.Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kanchipuram District- 631502.",ME,MECHANICAL ENGINEERING,17,14,2,11,7,2,1,54
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,10,1,6,6,1,1,36
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",BM,BIO MEDICAL ENGINEERING,5,4,1,4,2,1,0,17
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",CS,COMPUTER SCIENCE AND ENGINEERING,11,9,1,8,5,1,0,35
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,6,5,1,4,3,0,0,19
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",RM,ROBOTICS AND AUTOMATION,5,4,1,3,2,1,0,16
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,2,7,6,0,0,35
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",CE,CIVIL ENGINEERING,6,5,0,3,3,1,0,18
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",CS,COMPUTER SCIENCE AND ENGINEERING,11,9,1,7,5,1,1,35
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,7,6,1,0,36
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,9,1,8,5,1,0,35
1229,"Indira Institute of Engineering and Technology, No.1, V.G.R Nagar, V.G.R Gardens, Pandur, Thiruvallur -631203.",ME,MECHANICAL ENGINEERING,11,10,1,7,5,1,1,36
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,10,0,8,5,2,0,36
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",AE,AERONAUTICAL ENGINEERING,11,10,1,7,5,2,0,36
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,11,9,1,8,4,1,1,35
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,10,9,2,7,6,1,0,35
1230,"Apollo Engineering College, Mevaloorkuppam Valarpuram Post, Sriperumbudur Taluk, Kanchipuram District-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,6,5,1,1,35
