college_code,college_name_full,college_name_short,college_type,district
1228,"Alpha College of Engineering, Dr. Grace George Nagar, Udayavar Koil Street, Thirumazhisai, Poonamalle, Chennai 602107",Alpha College of Engineering,Self Financing Engineering Colleges,Chennai
1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",Indira Institute of Engineering and Technology,Self Financing Engineering Colleges,
1230,"Apollo Engineering College, Mevaloorkuppam, Valarpuram Post, Sriperumpudur, Kancheepuram District 602105",Apollo Engineering College,Self Financing Engineering Colleges,Kancheepuram
1231,"Panimalar Institute of Technology, Nazarethpet, Poonamallee, Chennai 602103",Panimalar Institute of Technology,Self Financing Engineering Colleges,Chennai
1233,"Adhi College of Engineering and Technology, Pazhayaseevaram, Madura Sankarapuram Village, Kancheepuram District 631605",Adhi College of Engineering and Technology,Self Financing Engineering Colleges,Kancheepuram
1235,"JEI Mathaajee College of Engineering, Vishaandikuppam,Karappettai (via), Siruvakkam, Kancheepuram District 631 552",JEI Mathaajee College of Engineering,Self Financing Engineering Colleges,Kancheepuram
1237,"Velammal Institute of Technology, Chennai-Kolkatta Highway, Panchetti Village, Ponneri Taluk, Thiruvallur District 601204",Velammal Institute of Technology,Self Financing Engineering Colleges,Chennai
1238,"GRT Institute of Engineering and Technology, GRT Mahalakshmi Nagar, Chennai-Tirupathi Highway, Tiruttani Taluk, Thiruvallur District 631209",GRT Institute of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1241,"T J S Engineering College, Peruvoyal, Near Kavaraipettai, Gummidipoondi Taluk, Thiruvallur District 601206",T J S Engineering College,Self Financing Engineering Colleges,
1243,"Madha Institute of Engineering and Technology, Erandamkattalai Village, Sadhananthapuram, Thandalam Post, Chennai 602101",Madha Institute of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1301,"Mohamed Sathak A J College of Engineering, Old Mahabalipuram Road (OMR), Egattur, Chengalpattu District 603103",Mohamed Sathak A J College of Engineering,Self Financing Engineering Colleges,Chengalpattu
1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103",Anand Institute of Higher Technology,Self Financing Engineering Colleges,Chengalpattu
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",Easwari Engineering College (Autonomous),Self Financing Engineering Colleges,Chennai
1306,"Jeppiar Engineering College, Old Mahabalipuram Road (OMR), Chennai 600119",Jeppiar Engineering College,Self Financing Engineering Colleges,Chennai
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",Jerusalem College of Engineering (Autonomous),Self Financing Engineering Colleges,Salem
1308,"Measi Academy of Architecture, Royapettah, Chennai 600014",Measi Academy of Architecture,Self Financing Engineering Colleges,Chennai
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",Meenakshi Sundararajan Engineering College,Self Financing Engineering Colleges,Chennai
1310,"Misrimal Navajee Munoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096",Misrimal Navajee Munoth Jain Engineering College,Self Financing Engineering Colleges,Chennai
1311,"K C G College of Technology, Karappakkam, Chennai 600096",K C G College of Technology,Self Financing Engineering Colleges,Chennai
1313,"Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology, Old Mahabalipuram Road (OMR), Kelambakkam, Chengalpattu District 603103",Shree Motilal Kanhaiyalal (SMK)Fomra Institute of Technology,Self Financing Engineering Colleges,Chengalpattu
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu District 603110",Sri Sivasubramaniya Nadar College of Engineering (Autonomous),Self Financing Engineering Colleges,Chengalpattu
1316,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village, Chengalpattu District 603103",Agni College of Technology,Self Financing Engineering Colleges,Chengalpattu
1317,"St. Joseph’s College of Engineering, Old Mahabalipuram Road (OMR), Chennai 600 119",St. Joseph’s College of Engineering,Self Financing Engineering Colleges,Chennai
1318,"T.J INSTITUTE OF TECHNOLOGY, KARAPAKKAM CH-97",T.J INSTITUTE OF TECHNOLOGY,Self Financing Engineering Colleges,
1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",Thangavelu Engineering College,Self Financing Engineering Colleges,Chennai
1321,"Central Institute of Plastics Engineering and Technology (CIPET), Guindy, Chennai 600032",Central Institute of Plastics Engineering and Technology (CIPET),Cecri And Cipet,Chennai
1322,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri, Chennai 603104",Dhanalakshmi Srinivasan College of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",Sri Sai Ram Institute of Technology (Autonomous),Self Financing Engineering Colleges,Chennai
1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",St. Joseph College of Engineering,Self Financing Engineering Colleges,Kancheepuram
1333,"Vi Institute of Technology, Sirunkundram Village & Post, Chengalpattu District 603108",Vi Institute of Technology,Self Financing Engineering Colleges,Chengalpattu
1335,"Sri Krishna Institute of Technology, Panapakkam, Padappai, Chennai 601301",Sri Krishna Institute of Technology,Self Financing Engineering Colleges,Chennai
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur, Chennai 600069",Chennai Institute of Technology,Self Financing Engineering Colleges,Chennai
1400,"Mohamed Sathak A J Academy of Architecture, Old Mahabalipuram Road (OMR), Kancheepuram District 603103",Mohamed Sathak A J Academy of Architecture,Self Financing Engineering Colleges,Kancheepuram
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Chengalpattu District 603319",Adhiparasakthi Engineering College,Self Financing Engineering Colleges,Chengalpattu
1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",Annai Terasa College of Engineering,Self Financing Engineering Colleges,
1405,"Dhanalakshmi College of Engineering, Manimangalam, Chennai 601301",Dhanalakshmi College of Engineering,Self Financing Engineering Colleges,Chennai
1407,"G K M College of Engineering and Technology, Alappakkam- Mappedu Road, Chennai 600063",G K M College of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1408,"I F E T College of Engineering (Autonomous), Gangarampalayam, Villupuram District 605108",I F E T College of Engineering (Autonomous),Self Financing Engineering Colleges,Villupuram
1409,"Karpagavinayaga College of Engineering and Technology, Palayanoor Post, Maduranthagam Taluk, Chengalpattu District 603308",Karpagavinayaga College of Engineering and Technology,Self Financing Engineering Colleges,Chengalpattu
1411,"Madha Engineering College, Kundrathur, Chennai 600069",Madha Engineering College,Self Financing Engineering Colleges,Chennai
1412,"Mailam Engineering College, Mailam, Villupuram District 604304",Mailam Engineering College,Self Financing Engineering Colleges,Villupuram
1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",Sri Venkateswaraa College of Technology,Self Financing Engineering Colleges,Kancheepuram
1414,"Prince Shri Venkateshwara Padmavathy Enginering College, Ponmar, Chennai 600048",Prince Shri Venkateshwara Padmavathy Enginering College,Self Financing Engineering Colleges,Chennai
1415,"T S M Jain College of Technology, Melur Village, Kallakurichi District 606201",T S M Jain College of Technology,Self Financing Engineering Colleges,
1416,"Jaya Sakthi Engineering College, Thirunindravur, Chennai 602024",Jaya Sakthi Engineering College,Self Financing Engineering Colleges,Chennai
1419,"Sri Sairam Enginering College (Autonomous), West Tambaram, Chennai 600044",Sri Sairam Enginering College (Autonomous),Self Financing Engineering Colleges,Chennai
1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",Tagore Engineering College,Self Financing Engineering Colleges,Chennai
1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",V R S College of Engineering and Technology,Self Financing Engineering Colleges,Villupuram
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",SRM Valliammai Engineering College (Autonomous),Self Financing Engineering Colleges,Chennai
1423,"Asan Memorial College of Engineering and Technology,Chengalpattu-603 001.",Asan Memorial College of Engineering and Technology,Self Financing Engineering Colleges,Chengalpattu
1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",Dhaanish Ahmed College of Engineering,Self Financing Engineering Colleges,Chennai
1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600048",Sri Ramanujar Engineering College,Self Financing Engineering Colleges,Chennai
1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",Sri Krishna Engineering College,Self Financing Engineering Colleges,Chennai
1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi District 606201",Maha Bharathi Engineering College,Self Financing Engineering Colleges,Salem
1431,"New Prince Shri Bhavani College of Engineering and Technology, Vengaivasal Main Road, Gowriwakkam, Chennai 600073",New Prince Shri Bhavani College of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1432,"Rajalakshmi Institute of Technology, Irulapalayam, Kuthampakkam Post, Kancheepuram District 602107",Rajalakshmi Institute of Technology,Self Financing Engineering Colleges,Kancheepuram
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652",Surya Group of Institutions,Self Financing Engineering Colleges,Villupuram
1435,"Jagannath Institute of Technology, Thandalam Village, Thiruporur, Kancheepuram District 603110",Jagannath Institute of Technology,Self Financing Engineering Colleges,Kancheepuram
1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",A R Engineering College,Self Financing Engineering Colleges,Villupuram
1437,"Rrase College of Engineering, Padappai, Chennai 601301",Rrase College of Engineering,Self Financing Engineering Colleges,Chennai
1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District 632101",Sree Krishna College of Engineering,Self Financing Engineering Colleges,Vellore
1441,"A K T Memorial College of Engineering and Technology, Neelamangalam Village, Kallakurichi District 606202",A K T Memorial College of Engineering and Technology,Self Financing Engineering Colleges,
1442,"Prince Dr. K Vasudevan College of Engineering and Technology, Medavakkam-Mambakkam Road, Ponmar, Chennai 600048",Prince Dr. K Vasudevan College of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1444,"Chendu College of Engineering & Technology, Zamin Endathur Village, Madurantakam Taluk, Chengalpattu District 603331",Chendu College of Engineering & Technology,Self Financing Engineering Colleges,Chengalpattu
1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",Sri Rangapoopathi College of Engineering,Self Financing Engineering Colleges,Villupuram
1447,"Jawahar Engineering College, Kaveri Rangan Nagar, Saligramam, Chennai 600093",Jawahar Engineering College,Self Financing Engineering Colleges,Chennai
1449,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur, Tindivanam Taluk, Villupuram District 604307",Saraswathy College of Engineering and Technology,Self Financing Engineering Colleges,Villupuram
1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",Loyola-ICAM College of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",PERI Institute of Technology,Self Financing Engineering Colleges,Chennai
1501,"Adhiparasakthi College of Engineering, Kalavai, Ranipet District 632506",Adhiparasakthi College of Engineering,Self Financing Engineering Colleges,Ranipet
1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal,Thiruvannamalai District 604410",Arulmigu Meenakshi Amman College of Engineering,Self Financing Engineering Colleges,
1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",Arunai Engineering College,Self Financing Engineering Colleges,
1505,"C Abdul Hakeem College of Engineering and Technology, Melvisharam, Ranipet District 632509",C Abdul Hakeem College of Engineering and Technology,Self Financing Engineering Colleges,Ranipet
1507,"Ganadipathy Tulsi’s Jain Engineering College, Kaniyambadi, Vellore District 632102",Ganadipathy Tulsi’s Jain Engineering College,Self Financing Engineering Colleges,Vellore
1509,"Meenakshi College of Engineering, Vembuliamman Koil Street, K K Nagar (West), Chennai 600078",Meenakshi College of Engineering,Self Financing Engineering Colleges,Chennai
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",Priyadarshini Engineering College,Self Financing Engineering Colleges,
1511,"Ranippettai Engineering College, Thenkadappanthangal, Ranipet District 632513",Ranippettai Engineering College,Self Financing Engineering Colleges,Ranipet
1512,"S K P Engineering College, Thiruvannamalai District 606611",S K P Engineering College,Self Financing Engineering Colleges,
1513,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District 632317",Sri Balaji Chockalingam Engineering College,Self Financing Engineering Colleges,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",Thanthai Periyar Government Institute of Technology,Government Colleges,Vellore
1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",Thirumalai Engineering College,Self Financing Engineering Colleges,Kancheepuram
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District 604505",Thiruvalluvar College of Engineering and Technology,Self Financing Engineering Colleges,
1519,"Bharathidasan Engineering College, Nattrampalli Post, Thiruppathur District 635854",Bharathidasan Engineering College,Self Financing Engineering Colleges,
1520,"Kingston Engineering College, Chithoor Main Road, Christianpet Village, Katpadi Taluk, Vellore District 632059",Kingston Engineering College,Self Financing Engineering Colleges,Vellore
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",Global Institute of Engineering and Technology,Self Financing Engineering Colleges,Chennai
1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",Annamalaiar College of Engineering,Self Financing Engineering Colleges,
1525,"Podhigai College of Engineering and Technology, Vinayakapuram, Adiyur Post, Tirupattur District 635601",Podhigai College of Engineering and Technology,Self Financing Engineering Colleges,
1526,"Sri Krishna College of Engineering, Tiruttani High Road, Arakkonam, Ranipet District 631003",Sri Krishna College of Engineering,Self Financing Engineering Colleges,Ranipet
1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",Oxford College of Engineering,Self Financing Engineering Colleges,
1530,"Papni School of Architecture, 302/1, Keeranallur Village, Sriperunbudur Taluk, Kancheepuram District, Chennai 602108",Papni School of Architecture,Self Financing Engineering Colleges,Kancheepuram
1532,Madha school of Architecture,Madha school of Architecture,Self Financing Engineering Colleges,
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",Idhaya Engineering College for Women,Self Financing Engineering Colleges,Salem
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",Government College of Technology (Autonomous),Government Colleges,Coimbatore
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PSG College of Technology (Autonomous),Government Aided Colleges,Coimbatore
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",Coimbatore Institute of Technology (Autonomous),Government Aided Colleges,Coimbatore
2025,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road, Navavoor Bharathiyar University Post, Somayampalayam, Coimbatore District 641046",Anna University Regional Campus - Coimbatore,Constituent Colleges,Coimbatore
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District 637302",Sri Shanmugha College of Engineering and Technology,Self Financing Engineering Colleges,Salem
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",Muthayammal College of Engineering,Self Financing Engineering Colleges,Namakkal
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District 639003",N S N College of Engineering and Technology,Self Financing Engineering Colleges,Madurai
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",K S R Institute for Engineering and Technology,Self Financing Engineering Colleges,Namakkal
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",Rathinam Technical Campus,Self Financing Engineering Colleges,Coimbatore
2332,"Aishwarya College of Engineering and Technology, Errattaikaradu Paruvachi Post, Anthiyur (Via), Bhavani Taluk, Erode District 638312",Aishwarya College of Engineering and Technology,Self Financing Engineering Colleges,Erode
2338,"Asian College of Engineering and Technology, Asian College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",Asian College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",Ganesh College of Engineering,Self Financing Engineering Colleges,Salem
2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur- Kovilpalay Road, Coimbatore District 641110",Sri Ranganathar Institute of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2343,"Indian Institute of Handloom Technology, Foulke's Compound, Thillai Nagar, Salem District 636001",Indian Institute of Handloom Technology,Cecri And Cipet,Salem
2344,"Kongu School of Architecture, Kongu Engineering College Campus, Perundurai Railway Station Road, Thoppupalayam Post, Perundurai, Erode District 638052",Kongu School of Architecture,Self Financing Engineering Colleges,Erode
2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",Dhirajlal Gandhi College of Technology,Self Financing Engineering Colleges,Salem
2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301",Shree Sathyam College of Engineering and Technology,Self Financing Engineering Colleges,Salem
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",AVS College of Technology,Self Financing Engineering Colleges,Salem
2348,"San Academy of Architecture, ACC Pirivu, Navakarai Post, Mavuthampathy Village, Walayar, Coimbatore District 641105",San Academy of Architecture,Self Financing Engineering Colleges,Coimbatore
2349,"Dhaanish Ahmed Institute of Technology, Pichanur Post, (Near K G Chavadi), Coimbatore District 641105",Dhaanish Ahmed Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni Post, Kangayam, Tiruppur District 641 604",Jairupaa College of Engineering,Self Financing Engineering Colleges,Tiruppur
2354,"Pollachi Institute of Engineering and Technology, Main Road, Poosaripatti, Pollachi Taluk, Coimbatore District 642205",Pollachi Institute of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2355,"Cheran College of Engineering, Karur-Coimbatore Main Road, NH-67, K.Paramathi Post, Aravakurichi Taluk, Karur District 639111",Cheran College of Engineering,Self Financing Engineering Colleges,Coimbatore
2356,"Arulmurugan College of Engineering, Karvazhi Road, Thennilai Post, Karur District 639206",Arulmurugan College of Engineering,Self Financing Engineering Colleges,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore District 642109",V S B College of Engineering Technical Campus,Self Financing Engineering Colleges,Coimbatore
2360,"Suguna College of Engineering, Kalappatti Road, Civil Aerodrome Post, Coimbatore District 641014",Suguna College of Engineering,Self Financing Engineering Colleges,Coimbatore
2361,"Sasi Creative School of Archiecture, Pollachi Main Road, Myleripalayam, Coimbatore District 641032",Sasi Creative School of Archiecture,Self Financing Engineering Colleges,Coimbatore
2364,"School Of Architecture Coimbatore Institute Of Engineering And Technology, Vellimalai Pattinam, Narasipuram Post, ThondamuthurVia,Coimbatore District 641109",School Of Architecture Coimbatore Institute Of Engineering And Technology,Self Financing Engineering Colleges,Coimbatore
2365,"Nehru School of Architecture, 451-D, Palakkad Main Road, Kuniamuthur, Coimbatore District 641108",Nehru School of Architecture,Self Financing Engineering Colleges,Coimbatore
2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu, Coimbatore District 642120",Arjun College of Technology,Self Financing Engineering Colleges,Coimbatore
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",Government College of Engineering,Government Colleges,Dharmapuri
2372,"Park Institute of Architecture, Avinashi Road, NH-47, Kaniyur, Coimbatore District 641659",Park Institute of Architecture,Self Financing Engineering Colleges,Coimbatore
2373,"Hindusthan School of Architecture, Othakkalmandabam Post, Coimbatore District 641032",Hindusthan School of Architecture,Self Financing Engineering Colleges,Coimbatore
2376,"Rathinam School of Architecture, Rathinam Techzone Campus Pollachi Road, Coimbatore District 641021",Rathinam School of Architecture,Self Financing Engineering Colleges,Coimbatore
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur, Coimbatore 641062",PSG Institute of Technology and Applied Research,Self Financing Engineering Colleges,Coimbatore
2601,"Adhiyamaan College of Engineering (Autonomous), Hosur, Krishnagiri District 635109",Adhiyamaan College of Engineering (Autonomous),Self Financing Engineering Colleges,Krishnagiri
2602,"Annai Mathammal Sheela Enginereing College, Erumapatty Post, Namakkal District 637013",Annai Mathammal Sheela Enginereing College,Self Financing Engineering Colleges,Namakkal
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",Government College of Engineering (Autonomous),Government Colleges,Krishnagiri
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",Jayam College of Engineering and Technology,Self Financing Engineering Colleges,Dharmapuri
2607,"K S Rangasamy College of Technology (Autonomous), Tiruchengode, Namakkal District 637215",K S Rangasamy College of Technology (Autonomous),Self Financing Engineering Colleges,Namakkal
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District 639113",M Kumarasamy College of Engineering (Autonomous),Self Financing Engineering Colleges,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",Mahendra Engineering College (Autonomous),Self Financing Engineering Colleges,Namakkal
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District 637408",Muthayammal Engineering College (Autonomous),Self Financing Engineering Colleges,Namakkal
2611,"Paavai Engineering College (Autonomous) , NH-7, Pachal Post, Namakkal District 637018",Paavai Engineering College (Autonomous),Self Financing Engineering Colleges,Namakkal
2612,"P G P College of Engineering and Technology, Paramathi Post, Namakkal District 637207",P G P College of Engineering and Technology,Self Financing Engineering Colleges,Namakkal
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",K S R College of Engineering (Autonomous),Self Financing Engineering Colleges,Namakkal
2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",S S M College of Engineering,Self Financing Engineering Colleges,Namakkal
2615,"Government College of Engineering (Autonomous), Salem District 636011",Government College of Engineering (Autonomous),Government Colleges,Salem
2617,"Sengunthar Engineering College (Autonomous), Tiruchengode, Namakkal District 637205",Sengunthar Engineering College (Autonomous),Self Financing Engineering Colleges,Namakkal
2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",Sona College of Technology (Autonomous),Self Financing Engineering Colleges,Salem
2620,"Vivekanandha College of Engineering for Women (Autonomous), Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",Vivekanandha College of Engineering for Women (Autonomous),Self Financing Engineering Colleges,Namakkal
2621,"Er. Perumal Manimekalai College of Engineering, Near Koneripalli, Hosur, Krishnagiri District 635117",Er. Perumal Manimekalai College of Engineering,Self Financing Engineering Colleges,Krishnagiri
2622,"V S B Engineering College, Kovai Road, Karur District 639111",V S B Engineering College,Self Financing Engineering Colleges,
2623,"Mahendra College of Engineering, Attur Road, Minnampalli, Valapady, Salem District 636106",Mahendra College of Engineering,Self Financing Engineering Colleges,Salem
2624,"Gnanamani College of Technology, Pachal Post, Namakkal District 637018",Gnanamani College of Technology,Self Financing Engineering Colleges,Namakkal
2625,"The Kavery Engineering College, M Kalipatti Post, Mecheri, Salem District 634456",The Kavery Engineering College,Self Financing Engineering Colleges,Salem
2627,"Selvam College of Technology, Pappanaickenpatti Post, Namakkal District 637003",Selvam College of Technology,Self Financing Engineering Colleges,Namakkal
2628,"Paavai College of Engineering, NH-7, Pachal Post, Namakkal District 637018",Paavai College of Engineering,Self Financing Engineering Colleges,Namakkal
2629,"Sengunthar College of Engineering, Tiruchengode, Namakkal District 637205",Sengunthar College of Engineering,Self Financing Engineering Colleges,Namakkal
2630,"Chettinad College of Engineering and Technology, NH-67, Trichy Main Road, Puliyur C F, Karur District 639114",Chettinad College of Engineering and Technology,Self Financing Engineering Colleges,Trichy
2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal District 637503",Mahendra Institute of Technology (Autonomous),Self Financing Engineering Colleges,Namakkal
2633,"Vidhya Vikkas College of Engineering and Technology, Varahoorampatti, Tiruchengode, Namakkal District 637 214",Vidhya Vikkas College of Engineering and Technology,Self Financing Engineering Colleges,Namakkal
2634,"Excel Engineering College (Autonomous), Pallakkapalayam, Sankari West Post, Namakkal District 637303",Excel Engineering College (Autonomous),Self Financing Engineering Colleges,Namakkal
2635,"C M S College of Engineering, Emapuram Post, Namakkal District 637003",C M S College of Engineering,Self Financing Engineering Colleges,Namakkal
2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",A V S Engineering College,Self Financing Engineering Colleges,Salem
2638,"Mahendra Engineering College for Women, Kumaramangalam, Namakkal District 637205",Mahendra Engineering College for Women,Self Financing Engineering Colleges,Namakkal
2639,"Narasus Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem District 636305",Narasus Sarathy Institute of Technology,Self Financing Engineering Colleges,Salem
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",Jayalakshmi Institute of Technology,Self Financing Engineering Colleges,Dharmapuri
2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701",Varuvan Vadivelan Institute of Technology,Self Financing Engineering Colleges,Dharmapuri
2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri, Krishnagiri District 635108",P S V College of Engineeering and Technology,Self Financing Engineering Colleges,Krishnagiri
2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District 636112",Bharathiyar Institute of Engineering for Women,Self Financing Engineering Colleges,Salem
2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District 636112",Tagore Institute of Engineering and Technology,Self Financing Engineering Colleges,Salem
2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",J K K Nataraja College of Engineering and Technology,Self Financing Engineering Colleges,Namakkal
2648,"Annapoorana Engineering College, Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308",Annapoorana Engineering College,Self Financing Engineering Colleges,Salem
2650,"Christ the King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Coimbatore District 641104",Christ the King Engineering College,Self Financing Engineering Colleges,Coimbatore
2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District 638660",Jai Shriram Engineering College,Self Financing Engineering Colleges,Tiruppur
2652,"Al-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post, Erode District 638104",Al-Ameen Engineering College (Autonomous),Self Financing Engineering Colleges,Erode
2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District 637504",Knowledge Institute of Technology,Self Financing Engineering Colleges,Salem
2656,"Builders engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam, Tiruppur District 638108",Builders engineering college,Self Financing Engineering Colleges,Erode
2657,"Paavai College of Technology, NH-7, Pachal Post, Namakkal District 637018",Paavai College of Technology,Self Financing Engineering Colleges,Namakkal
2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District 636010",V S A Group of Institutions,Self Financing Engineering Colleges,Salem
2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty Perumapalayam, Salem District 636111",Salem College of Engineering and Technology,Self Financing Engineering Colleges,Salem
2661,"Vivekanandha College of Technology for Women, Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal District 637205",Vivekanandha College of Technology for Women,Self Financing Engineering Colleges,Namakkal
